time,Milwaukee,pts.away,score,pts.home,Indiana
5:31.0,Defensive rebound by J. Bayless,,75-107,,
5:20.0,M. Plumlee misses 2-pt shot at rim,,75-107,,
5:19.0,,,75-107,,Defensive rebound by J. Hill
5:10.0,Personal foul by O. Mayo (drawn by R. Stuckey),,75-107,,
5:10.0,Official timeout,,75-107,,
5:10.0,R. Vaughn enters the game for O. Mayo,,75-107,,
5:10.0,J. O'Bryant enters the game for J. Bayless,,75-107,,
5:10.0,,,75-107,,S. Hill enters the game for R. Stuckey
4:51.0,,,75-109,2,G. Robinson makes 2-pt shot from 23 ft (assist by L. Allen)
4:30.0,J. O'Bryant misses 2-pt shot from 8 ft,,75-109,,
4:28.0,,,75-109,,Defensive rebound by L. Allen
4:12.0,,,75-112,3,G. Robinson makes 3-pt shot from 24 ft (assist by L. Allen)
3:55.0,R. Vaughn makes 2-pt shot from 5 ft,2,77-112,,
3:41.0,,,77-114,2,C. Budinger makes 2-pt shot at rim
3:25.0,Turnover by J. O'Bryant (turnover),,77-114,,
3:06.0,,,77-117,3,S. Hill makes 3-pt shot from 26 ft (assist by L. Allen)
2:46.0,R. Vaughn makes 3-pt shot from 25 ft (assist by G. Vasquez),3,80-117,,
2:26.0,,,80-119,2,J. Hill makes 2-pt shot from 6 ft
2:00.0,C. Copeland makes 2-pt shot at rim,2,82-119,,
1:54.0,,,82-119,,Turnover by S. Hill (lost ball)
1:54.0,,,82-119,,Indiana full timeout
1:43.0,R. Vaughn makes 2-pt shot from 1 ft (assist by G. Vasquez),2,84-119,,
1:30.0,,,84-121,2,L. Allen makes 2-pt shot from 6 ft
1:19.0,R. Vaughn misses 3-pt shot from 23 ft,,84-121,,
1:18.0,,,84-121,,Defensive rebound by J. Hill
1:00.0,,,84-121,,C. Budinger misses 2-pt shot from 15 ft
0:59.0,,,84-121,,Offensive rebound by Team
0:52.0,,,84-123,2,J. Hill makes 2-pt shot at rim (assist by C. Budinger)
0:39.0,M. Plumlee misses 2-pt shot from 8 ft,,84-123,,
0:38.0,,,84-123,,Defensive rebound by J. Hill
0:19.0,,,84-123,,C. Budinger misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by R. Vaughn,,84-123,,
0:12.0,M. Plumlee makes 2-pt shot at rim (assist by R. Vaughn),2,86-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
