time,Indiana,pts.away,score,pts.home,Toronto
0:21.0,Offensive rebound by S. Hill,,96-100,,
0:16.0,S. Hill makes 3-pt shot from 23 ft (assist by P. George),3,99-100,,
0:14.0,Personal take foul by G. Hill,,99-100,,
0:14.0,,,99-101,1,D. DeRozan makes free throw 1 of 2
0:14.0,,,99-102,1,D. DeRozan makes free throw 2 of 2
0:14.0,Indiana full timeout,,99-102,,
0:12.0,,,99-102,,Personal foul by D. DeRozan
0:04.0,M. Ellis misses 2-pt shot from 7 ft,,99-102,,
0:03.0,Offensive rebound by Team,,99-102,,
0:03.0,Indiana full timeout,,99-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
