time,Washington,pts.away,score,pts.home,Philadelphia
4:08.0,M. Thornton makes 2-pt shot from 14 ft,2,86-84,,
3:46.0,,,86-84,,N. Noel misses 2-pt shot from 14 ft
3:44.0,Defensive rebound by O. Porter,,86-84,,
3:37.0,G. Temple misses 3-pt shot from 26 ft,,86-84,,
3:37.0,,,86-84,,Defensive rebound by Team
3:22.0,,,86-84,,Turnover by I. Canaan (lost ball; steal by J. Wall)
3:18.0,G. Temple makes 2-pt shot at rim (assist by J. Wall),2,88-84,,
3:17.0,,,88-84,,Philadelphia full timeout
3:05.0,,,88-84,,H. Thompson misses 3-pt shot from 26 ft
3:03.0,Defensive rebound by J. Wall,,88-84,,
2:50.0,M. Thornton misses 2-pt shot from 2 ft,,88-84,,
2:50.0,Offensive rebound by Team,,88-84,,
2:47.0,M. Thornton misses 3-pt shot from 26 ft,,88-84,,
2:45.0,,,88-84,,Defensive rebound by N. Noel
2:25.0,,,88-84,,I. Smith misses 3-pt shot from 26 ft
2:23.0,Defensive rebound by M. Thornton,,88-84,,
2:03.0,G. Temple misses 3-pt shot from 25 ft,,88-84,,
2:01.0,,,88-84,,Defensive rebound by J. Grant
1:55.0,,,88-87,3,H. Thompson makes 3-pt shot from 25 ft (assist by I. Canaan)
1:40.0,J. Wall makes 2-pt shot from 17 ft,2,90-87,,
1:24.0,,,90-87,,I. Smith misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by Team,,90-87,,
1:24.0,,,90-87,,Loose ball foul by N. Noel
1:01.0,M. Thornton misses 2-pt shot from 16 ft,,90-87,,
1:00.0,Offensive rebound by Team,,90-87,,
1:00.0,,,90-87,,Loose ball foul by N. Noel
1:00.0,M. Gortat misses free throw 1 of 2,,90-87,,
1:00.0,Offensive rebound by Team,,90-87,,
1:00.0,M. Gortat misses free throw 2 of 2,,90-87,,
1:00.0,,,90-87,,Defensive rebound by N. Noel
0:45.0,,,90-89,2,H. Thompson makes 2-pt shot from 13 ft (assist by N. Noel)
0:34.0,J. Wall misses 2-pt shot from 15 ft,,90-89,,
0:32.0,,,90-89,,Defensive rebound by H. Thompson
0:27.0,,,90-89,,Shooting foul by J. Wall (drawn by J. Grant)
0:27.0,,,90-89,,J. Grant misses free throw 1 of 2
0:27.0,,,90-89,,Offensive rebound by Team
0:27.0,,,90-89,,J. Grant misses free throw 2 of 2
0:26.0,Defensive rebound by G. Temple,,90-89,,
0:18.0,,,90-89,,Personal foul by J. Grant
0:18.0,M. Thornton makes free throw 1 of 2,1,91-89,,
0:18.0,M. Thornton misses free throw 2 of 2,,91-89,,
0:17.0,Offensive rebound by M. Gortat,,91-89,,
0:15.0,,,91-89,,Personal foul by I. Canaan
0:15.0,J. Wall makes free throw 1 of 2,1,92-89,,
0:15.0,J. Wall makes free throw 2 of 2,1,93-89,,
0:15.0,,,93-89,,Philadelphia full timeout
0:15.0,,,93-89,,K. Marshall enters the game for J. Grant
0:13.0,,,93-92,3,H. Thompson makes 3-pt shot from 27 ft (assist by I. Smith)
0:10.0,,,93-92,,Personal foul by K. Marshall
0:10.0,J. Wall makes free throw 1 of 2,1,94-92,,
0:10.0,,,94-92,,J. Grant enters the game for K. Marshall
0:10.0,,,94-92,,C. Landry enters the game for H. Thompson
0:10.0,J. Wall makes free throw 2 of 2,1,95-92,,
0:10.0,,,95-92,,Philadelphia full timeout
0:10.0,,,95-92,,H. Thompson enters the game for J. Grant
0:10.0,,,95-92,,K. Marshall enters the game for C. Landry
0:08.0,,,95-92,,I. Canaan misses 3-pt shot from 27 ft
0:07.0,Defensive rebound by Team,,95-92,,
0:07.0,Washington full timeout,,95-92,,
0:07.0,J. Dudley enters the game for G. Temple,,95-92,,
0:07.0,,,95-92,,T. McConnell enters the game for K. Marshall
0:07.0,,,95-92,,J. Grant enters the game for I. Smith
0:05.0,,,95-92,,Personal foul by T. McConnell
0:05.0,J. Wall makes free throw 1 of 2,1,96-92,,
0:05.0,G. Temple enters the game for J. Dudley,,96-92,,
0:05.0,,,96-92,,I. Smith enters the game for T. McConnell
0:05.0,,,96-92,,K. Marshall enters the game for N. Noel
0:05.0,R. Sessions enters the game for M. Gortat,,96-92,,
0:05.0,J. Wall makes free throw 2 of 2,1,97-92,,
0:01.0,,,97-94,2,I. Smith makes 2-pt shot from 2 ft
0:01.0,,,97-94,,Personal foul by I. Smith
0:01.0,J. Wall makes free throw 1 of 2,1,98-94,,
0:01.0,J. Wall makes free throw 2 of 2,1,99-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
