time,Toronto,pts.away,score,pts.home,Indiana
2:15.0,Defensive rebound by A. Bennett,,76-101,,
1:55.0,N. Powell makes 3-pt shot from 25 ft (assist by J. Johnson),3,79-101,,
1:42.0,,,79-103,2,G. Robinson makes 2-pt shot at rim (assist by R. Stuckey)
1:30.0,,,79-103,,Personal foul by S. Hill (drawn by J. Johnson)
1:30.0,J. Johnson makes free throw 1 of 2,1,80-103,,
1:30.0,,,80-103,,J. Young enters the game for G. Hill
1:30.0,,,80-103,,C. Budinger enters the game for R. Stuckey
1:30.0,,,80-103,,L. Allen enters the game for J. Hill
1:30.0,J. Johnson makes free throw 2 of 2,1,81-103,,
1:22.0,,,81-103,,Turnover by L. Allen (bad pass; steal by T. Ross)
1:20.0,T. Ross makes 2-pt shot at rim,2,83-103,,
1:11.0,,,83-103,,Turnover by J. Young (offensive foul)
1:11.0,,,83-103,,Offensive charge foul by J. Young
1:00.0,T. Ross makes 3-pt shot from 24 ft (assist by N. Powell),3,86-103,,
0:50.0,,,86-103,,Shooting foul by C. Joseph (drawn by C. Budinger)
0:50.0,,,86-103,,C. Budinger misses free throw 1 of 2
0:50.0,,,86-103,,Offensive rebound by Team
0:50.0,,,86-104,1,C. Budinger makes free throw 2 of 2
0:38.0,J. Johnson misses 3-pt shot from 23 ft,,86-104,,
0:38.0,Offensive rebound by N. Powell,,86-104,,
0:35.0,N. Powell misses 2-pt shot from 18 ft,,86-104,,
0:34.0,Offensive rebound by A. Bennett,,86-104,,
0:34.0,A. Bennett makes 2-pt shot at rim,2,88-104,,
0:18.0,,,88-106,2,J. Young makes 2-pt shot from 18 ft
0:07.0,N. Powell makes 2-pt shot from 1 ft,2,90-106,,
0:07.0,Shooting foul by J. Young (drawn by N. Powell),,90-106,,
0:07.0,N. Powell misses free throw 1 of 1,,90-106,,
0:07.0,,,90-106,,Defensive rebound by G. Robinson
0:00.0,End of 4th quarter,,,,End of 4th quarter
