time,Oklahoma City,pts.away,score,pts.home,Houston
8:19.0,A. Roberson enters the game for K. Durant,,93-94,,
8:19.0,S. Ibaka enters the game for D. Waiters,,93-94,,
8:19.0,S. Adams enters the game for E. Kanter,,93-94,,
8:19.0,,,93-95,1,K. McDaniels makes free throw 2 of 2
7:55.0,S. Ibaka makes 2-pt shot at rim,2,95-95,,
7:36.0,,,95-95,,P. Beverley misses 3-pt shot from 22 ft
7:36.0,Defensive rebound by S. Adams,,95-95,,
7:23.0,R. Westbrook misses 3-pt shot from 24 ft,,95-95,,
7:22.0,Offensive rebound by S. Ibaka,,95-95,,
7:16.0,A. Morrow makes 3-pt shot from 23 ft (assist by S. Ibaka),3,98-95,,
6:55.0,,,98-95,,T. Ariza misses 3-pt shot from 23 ft
6:54.0,Defensive rebound by R. Westbrook,,98-95,,
6:50.0,Shooting foul by J. Harden (drawn by S. Ibaka),,98-95,,
6:50.0,S. Ibaka makes free throw 1 of 2,1,99-95,,
6:50.0,,,99-95,,C. Brewer enters the game for T. Ariza
6:50.0,S. Ibaka makes free throw 2 of 2,1,100-95,,
6:32.0,,,100-95,,P. Beverley misses 2-pt shot from 15 ft
6:31.0,Defensive rebound by S. Ibaka,,100-95,,
6:26.0,,,100-95,,Personal foul by D. Howard
6:26.0,,,100-95,,C. Capela enters the game for D. Howard
6:14.0,A. Roberson misses 2-pt shot from 2 ft (block by C. Capela),,100-95,,
6:11.0,,,100-95,,Defensive rebound by K. McDaniels
6:09.0,,,100-97,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
5:50.0,R. Westbrook makes 2-pt shot from 1 ft,2,102-97,,
5:36.0,,,102-99,2,K. McDaniels makes 2-pt shot from 2 ft (assist by J. Harden)
5:27.0,A. Morrow misses 3-pt shot from 25 ft,,102-99,,
5:27.0,,,102-99,,Defensive rebound by Team
5:27.0,,,102-99,,Houston full timeout
5:27.0,,,102-99,,T. Ariza enters the game for C. Brewer
5:26.0,K. Durant enters the game for A. Morrow,,102-99,,
5:10.0,,,102-99,,J. Harden misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by K. Durant,,102-99,,
4:52.0,K. Durant misses 3-pt shot from 25 ft,,102-99,,
4:52.0,,,102-99,,Defensive rebound by J. Harden
4:46.0,,,102-99,,Shooting foul by A. Roberson (drawn by J. Harden)
4:46.0,,,102-100,1,J. Harden makes free throw 1 of 2
4:46.0,,,102-101,1,J. Harden makes free throw 2 of 2
4:26.0,R. Westbrook misses 2-pt shot from 12 ft,,102-101,,
4:25.0,,,102-101,,Defensive rebound by J. Harden
4:16.0,,,102-104,3,P. Beverley makes 3-pt shot from 24 ft (assist by T. Ariza)
3:56.0,D. Waiters enters the game for A. Roberson,,102-104,,
3:48.0,K. Durant misses 3-pt shot from 24 ft,,102-104,,
3:47.0,,,102-104,,Defensive rebound by C. Capela
3:27.0,,,102-104,,J. Harden misses 3-pt shot from 24 ft
3:26.0,,,102-104,,Offensive rebound by P. Beverley
3:09.0,,,102-106,2,J. Harden makes 2-pt shot from 10 ft
3:07.0,Oklahoma City full timeout,,102-106,,
2:44.0,R. Westbrook makes 2-pt shot from 9 ft,2,104-106,,
2:19.0,,,104-108,2,P. Beverley makes 2-pt shot from 13 ft
1:59.0,K. Durant misses 2-pt shot from 6 ft (block by C. Capela),,104-108,,
1:56.0,,,104-108,,Defensive rebound by K. McDaniels
1:37.0,,,104-108,,J. Harden misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by S. Adams,,104-108,,
1:27.0,,,104-108,,Personal foul by C. Capela
1:12.0,Turnover by Team (shot clock),,104-108,,
0:53.0,Personal foul by D. Waiters,,104-108,,
0:42.0,,,104-110,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
0:42.0,Oklahoma City full timeout,,104-110,,
0:42.0,A. Morrow enters the game for D. Waiters,,104-110,,
0:38.0,Turnover by K. Durant (lost ball; steal by J. Harden),,104-110,,
0:33.0,,,104-112,2,P. Beverley makes 2-pt shot at rim (assist by J. Harden)
0:33.0,Oklahoma City full timeout,,104-112,,
0:27.0,R. Westbrook misses 3-pt shot from 24 ft,,104-112,,
0:26.0,Offensive rebound by S. Adams,,104-112,,
0:25.0,Shooting foul by C. Capela (drawn by A. Morrow),,104-112,,
0:25.0,,,104-112,,D. Howard enters the game for C. Capela
0:25.0,A. Morrow misses free throw 1 of 3,,104-112,,
0:25.0,Offensive rebound by Team,,104-112,,
0:25.0,A. Morrow makes free throw 2 of 3,1,105-112,,
0:25.0,A. Roberson enters the game for S. Adams,,105-112,,
0:25.0,A. Morrow makes free throw 3 of 3,1,106-112,,
0:25.0,,,106-112,,Houston full timeout
0:25.0,D. Waiters enters the game for A. Morrow,,106-112,,
0:25.0,,,106-112,,M. Beasley enters the game for D. Howard
0:25.0,,,106-112,,J. Terry enters the game for K. McDaniels
0:25.0,Away from play foul by K. Durant,,106-112,,
0:25.0,,,106-113,1,J. Harden makes free throw 1 of 1
0:24.0,Personal take foul by A. Roberson,,106-113,,
0:24.0,,,106-114,1,J. Harden makes free throw 1 of 2
0:24.0,A. Morrow enters the game for A. Roberson,,106-114,,
0:24.0,,,106-114,,K. McDaniels enters the game for J. Terry
0:24.0,,,106-115,1,J. Harden makes free throw 2 of 2
0:11.0,D. Waiters misses 3-pt shot from 23 ft,,106-115,,
0:11.0,Offensive rebound by R. Westbrook,,106-115,,
0:11.0,R. Westbrook makes 2-pt shot from 1 ft,2,108-115,,
0:10.0,Personal take foul by R. Westbrook,,108-115,,
0:10.0,,,108-115,,T. Ariza misses free throw 1 of 2
0:10.0,,,108-115,,Offensive rebound by Team
0:10.0,,,108-116,1,T. Ariza makes free throw 2 of 2
0:06.0,D. Waiters makes 2-pt shot from 3 ft (assist by R. Westbrook),2,110-116,,
0:05.0,Personal take foul by R. Westbrook,,110-116,,
0:05.0,,,110-117,1,M. Beasley makes free throw 1 of 2
0:05.0,,,110-118,1,M. Beasley makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
