time,Atlanta,pts.away,score,pts.home,Philadelphia
6:45.0,J. Holiday misses free throw 2 of 2,,114-83,,
6:41.0,Offensive rebound by M. Muscala,,114-83,,
6:41.0,M. Muscala misses 2-pt shot at rim,,114-83,,
6:40.0,,,114-83,,Defensive rebound by J. Okafor
6:37.0,,,114-86,3,R. Covington makes 3-pt shot from 25 ft (assist by K. Marshall)
6:22.0,Turnover by T. Hardaway (lost ball),,114-86,,
6:22.0,,,114-86,,R. Holmes enters the game for J. Okafor
6:07.0,,,114-86,,J. Sampson misses 2-pt shot from 8 ft
6:06.0,,,114-86,,Offensive rebound by J. Sampson
5:55.0,,,114-88,2,R. Covington makes 2-pt shot from 8 ft (assist by J. Grant)
5:43.0,S. Mack makes 2-pt shot from 9 ft,2,116-88,,
5:36.0,Personal block foul by M. Muscala (drawn by K. Marshall),,116-88,,
5:36.0,Official timeout,,116-88,,
5:31.0,,,116-90,2,J. Grant makes 2-pt shot from 5 ft
5:12.0,M. Scott makes 2-pt shot from 10 ft (assist by J. Holiday),2,118-90,,
5:00.0,,,118-90,,K. Marshall misses 2-pt shot from 5 ft
4:58.0,Defensive rebound by M. Muscala,,118-90,,
4:43.0,M. Scott misses 3-pt shot from 26 ft,,118-90,,
4:41.0,,,118-90,,Defensive rebound by R. Covington
4:28.0,,,118-90,,R. Holmes misses 2-pt shot from 14 ft
4:26.0,Defensive rebound by Team,,118-90,,
4:25.0,,,118-90,,Personal foul by R. Covington (drawn by M. Scott)
4:12.0,M. Muscala makes 2-pt shot from 9 ft (assist by S. Mack),2,120-90,,
4:00.0,,,120-90,,Shooting foul by M. Muscala (drawn by J. Grant)
4:00.0,,,120-90,,J. Grant misses free throw 1 of 2
4:00.0,,,120-90,,Offensive rebound by Team
4:00.0,,,120-91,1,J. Grant makes free throw 2 of 2
3:47.0,S. Mack misses 2-pt shot from 9 ft,,120-91,,
3:46.0,,,120-91,,Defensive rebound by R. Covington
3:37.0,,,120-91,,R. Holmes misses 2-pt shot from 2 ft
3:35.0,Defensive rebound by S. Mack,,120-91,,
3:23.0,M. Scott misses 2-pt shot from 7 ft,,120-91,,
3:21.0,,,120-91,,Defensive rebound by R. Holmes
3:17.0,,,120-91,,Philadelphia full timeout
3:17.0,,,120-91,,H. Thompson enters the game for J. Grant
3:11.0,,,120-91,,H. Thompson misses 2-pt shot from 17 ft
3:09.0,Defensive rebound by M. Scott,,120-91,,
2:48.0,S. Mack makes 3-pt shot from 22 ft (assist by M. Scott),3,123-91,,
2:37.0,,,123-91,,K. Marshall misses 2-pt shot from 19 ft
2:35.0,Defensive rebound by M. Scott,,123-91,,
2:31.0,S. Mack makes 3-pt shot from 24 ft (assist by T. Hardaway),3,126-91,,
2:18.0,,,126-93,2,R. Holmes makes 2-pt shot from 2 ft
2:00.0,S. Mack misses 3-pt shot from 25 ft,,126-93,,
1:58.0,,,126-93,,Defensive rebound by R. Holmes
1:50.0,,,126-93,,R. Holmes misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by M. Scott,,126-93,,
1:41.0,Turnover by J. Holiday (bad pass),,126-93,,
1:22.0,,,126-93,,R. Covington misses 3-pt shot from 26 ft
1:21.0,,,126-93,,Offensive rebound by Team
1:21.0,Loose ball foul by S. Mack (drawn by J. Sampson),,126-93,,
1:21.0,,,126-94,1,J. Sampson makes free throw 1 of 2
1:21.0,,,126-95,1,J. Sampson makes free throw 2 of 2
1:12.0,,,126-95,,Personal foul by R. Covington (drawn by J. Holiday)
1:04.0,Turnover by M. Muscala (lost ball),,126-95,,
0:56.0,,,126-98,3,R. Covington makes 3-pt shot from 25 ft (assist by K. Marshall)
0:49.0,,,126-98,,Personal foul by R. Covington (drawn by M. Scott)
0:49.0,M. Scott misses free throw 1 of 2,,126-98,,
0:49.0,Offensive rebound by Team,,126-98,,
0:49.0,M. Scott misses free throw 2 of 2,,126-98,,
0:49.0,,,126-98,,Defensive rebound by R. Holmes
0:36.0,,,126-98,,R. Covington misses 2-pt shot from 3 ft
0:34.0,,,126-98,,Offensive rebound by J. Sampson
0:31.0,,,126-98,,J. Sampson misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by Team,,126-98,,
0:14.0,J. Holiday misses 3-pt shot from 23 ft,,126-98,,
0:12.0,,,126-98,,Defensive rebound by R. Covington
0:01.0,,,126-98,,H. Thompson misses 3-pt shot from 27 ft
0:00.0,,,126-98,,Offensive rebound by R. Holmes
0:00.0,End of 4th quarter,,,,End of 4th quarter
