time,Portland,pts.away,score,pts.home,Memphis
0:00.0,A. Crabbe makes 2-pt shot from 1 ft,2,102-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:43.0,,,102-102,,Personal foul by T. Allen (drawn by C. McCollum)
4:30.0,G. Henderson misses 2-pt shot from 17 ft,,102-102,,
4:29.0,,,102-102,,Defensive rebound by Z. Randolph
4:12.0,,,102-102,,Z. Randolph misses 2-pt shot from 4 ft (block by E. Davis)
4:12.0,,,102-102,,Offensive rebound by Team
4:10.0,Personal foul by E. Davis (drawn by Z. Randolph),,102-102,,
3:56.0,Personal foul by E. Davis (drawn by M. Barnes),,102-102,,
3:48.0,,,102-102,,M. Conley misses 2-pt shot from 5 ft
3:46.0,Defensive rebound by D. Lillard,,102-102,,
3:34.0,C. McCollum makes 2-pt shot from 1 ft,2,104-102,,
3:15.0,,,104-102,,Z. Randolph misses 2-pt shot from 3 ft
3:15.0,,,104-102,,Offensive rebound by Team
3:15.0,Personal foul by D. Lillard (drawn by M. Barnes),,104-102,,
3:06.0,,,104-102,,J. Green misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by C. McCollum,,104-102,,
2:56.0,C. McCollum makes 2-pt shot from 14 ft,2,106-102,,
2:36.0,,,106-102,,Z. Randolph misses 2-pt shot from 1 ft (block by C. McCollum)
2:35.0,,,106-102,,Offensive rebound by J. Green
2:33.0,,,106-102,,Memphis full timeout
2:27.0,,,106-102,,M. Conley misses 2-pt shot from 1 ft
2:27.0,,,106-102,,Offensive rebound by Team
2:27.0,,,106-102,,Turnover by Team (shot clock)
2:12.0,C. McCollum makes 2-pt shot from 12 ft,2,108-102,,
1:58.0,,,108-102,,M. Conley misses 2-pt shot from 21 ft
1:58.0,Defensive rebound by E. Davis,,108-102,,
1:51.0,C. McCollum misses 2-pt shot at rim (block by J. Green),,108-102,,
1:48.0,,,108-102,,Defensive rebound by M. Conley
1:41.0,,,108-104,2,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Conley)
1:18.0,A. Aminu misses 2-pt shot from 15 ft,,108-104,,
1:18.0,,,108-104,,Defensive rebound by Team
1:17.0,,,108-104,,M. Chalmers enters the game for T. Allen
1:09.0,,,108-104,,M. Barnes misses 3-pt shot from 24 ft
1:09.0,,,108-104,,Offensive rebound by Z. Randolph
1:00.0,,,108-106,2,M. Conley makes 2-pt shot from 7 ft
0:44.0,D. Lillard misses 3-pt shot from 25 ft,,108-106,,
0:43.0,,,108-106,,Defensive rebound by M. Barnes
0:31.0,,,108-106,,Turnover by M. Barnes (offensive goaltending)
0:31.0,Portland full timeout,,108-106,,
0:31.0,,,108-106,,T. Allen enters the game for M. Chalmers
0:31.0,A. Crabbe enters the game for A. Aminu,,108-106,,
0:31.0,Portland full timeout,,108-106,,
0:15.0,C. McCollum misses 2-pt shot from 8 ft (block by J. Green),,108-106,,
0:14.0,,,108-106,,Defensive rebound by Z. Randolph
0:11.0,,,108-106,,T. Allen misses 2-pt shot from 1 ft
0:09.0,,,108-106,,Offensive rebound by J. Green
0:09.0,,,108-106,,J. Green misses 2-pt shot at rim
0:08.0,Defensive rebound by E. Davis,,108-106,,
0:08.0,,,108-106,,Personal foul by M. Barnes (drawn by E. Davis)
0:08.0,M. Leonard enters the game for E. Davis,,108-106,,
0:07.0,,,108-106,,Personal take foul by M. Barnes (drawn by E. Davis)
0:07.0,,,108-106,,V. Carter enters the game for M. Barnes
0:07.0,E. Davis enters the game for M. Leonard,,108-106,,
0:07.0,D. Lillard makes free throw 1 of 2,1,109-106,,
0:07.0,D. Lillard makes free throw 2 of 2,1,110-106,,
0:07.0,,,110-106,,Memphis full timeout
0:07.0,,,110-106,,C. Lee enters the game for T. Allen
0:07.0,A. Aminu enters the game for C. McCollum,,110-106,,
0:05.0,,,110-106,,J. Green misses 3-pt shot from 22 ft
0:04.0,Defensive rebound by E. Davis,,110-106,,
0:03.0,,,110-106,,Personal take foul by M. Conley (drawn by E. Davis)
0:03.0,E. Davis makes free throw 1 of 2,1,111-106,,
0:03.0,E. Davis makes free throw 2 of 2,1,112-106,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
