time,Houston,pts.away,score,pts.home,LA Clippers
8:16.0,,,91-102,,Turnover by Team (shot clock)
8:16.0,Official timeout,,91-102,,
8:16.0,,,91-102,,C. Paul enters the game for P. Prigioni
8:16.0,J. Harden enters the game for C. Brewer,,91-102,,
7:58.0,D. Howard makes 2-pt shot at rim (assist by T. Ariza),2,93-102,,
7:37.0,,,93-102,,A. Rivers misses 3-pt shot from 26 ft
7:35.0,Defensive rebound by D. Howard,,93-102,,
7:27.0,T. Lawson misses 2-pt shot from 2 ft,,93-102,,
7:27.0,Offensive rebound by D. Howard,,93-102,,
7:27.0,,,93-102,,Loose ball foul by C. Paul (drawn by D. Howard)
7:27.0,J. Terry enters the game for T. Lawson,,93-102,,
7:27.0,,,93-102,,L. Mbah a Moute enters the game for W. Johnson
7:27.0,,,93-102,,J. Redick enters the game for A. Rivers
7:13.0,M. Thornton makes 3-pt shot from 27 ft (assist by D. Howard),3,96-102,,
7:13.0,,,96-102,,LA Clippers full timeout
7:13.0,,,96-102,,D. Jordan enters the game for C. Aldrich
7:02.0,,,96-104,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
6:39.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,98-104,,
6:17.0,,,98-106,2,J. Crawford makes 2-pt shot from 6 ft
6:05.0,,,98-106,,Personal foul by J. Redick (drawn by J. Harden)
6:05.0,J. Harden misses free throw 1 of 2,,98-106,,
6:05.0,Offensive rebound by Team,,98-106,,
6:05.0,J. Harden misses free throw 2 of 2,,98-106,,
6:04.0,,,98-106,,Defensive rebound by D. Jordan
5:51.0,,,98-106,,Turnover by J. Redick (bad pass)
5:30.0,J. Terry misses 3-pt shot from 28 ft,,98-106,,
5:29.0,,,98-106,,Defensive rebound by C. Paul
5:20.0,,,98-109,3,C. Paul makes 3-pt shot from 27 ft
5:05.0,Turnover by M. Thornton (bad pass; steal by L. Mbah a Moute),,98-109,,
4:52.0,,,98-109,,J. Redick misses 2-pt shot from 17 ft
4:51.0,Defensive rebound by D. Howard,,98-109,,
4:44.0,M. Thornton misses 3-pt shot from 26 ft,,98-109,,
4:43.0,,,98-109,,Defensive rebound by L. Mbah a Moute
4:17.0,,,98-112,3,C. Paul makes 3-pt shot from 27 ft
4:08.0,Houston full timeout,,98-112,,
3:57.0,T. Ariza makes 2-pt shot from 3 ft,2,100-112,,
3:38.0,,,100-112,,J. Redick misses 3-pt shot from 26 ft
3:37.0,Defensive rebound by Team,,100-112,,
3:26.0,T. Ariza misses 3-pt shot from 23 ft,,100-112,,
3:23.0,Offensive rebound by D. Howard,,100-112,,
3:23.0,D. Howard makes 2-pt shot from 1 ft,2,102-112,,
3:02.0,,,102-114,2,C. Paul makes 2-pt shot from 15 ft
2:50.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,104-114,,
2:27.0,,,104-114,,Turnover by C. Paul (lost ball; steal by M. Thornton)
2:21.0,J. Terry misses 3-pt shot from 25 ft,,104-114,,
2:21.0,Offensive rebound by D. Howard,,104-114,,
2:21.0,Shooting foul by J. Redick (drawn by D. Howard),,104-114,,
2:21.0,D. Howard makes free throw 1 of 2,1,105-114,,
2:21.0,D. Howard makes free throw 2 of 2,1,106-114,,
2:08.0,,,106-116,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
1:55.0,M. Thornton makes 2-pt shot from 3 ft (assist by J. Harden),2,108-116,,
1:41.0,,,108-116,,J. Redick misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by M. Thornton,,108-116,,
1:35.0,D. Howard makes 2-pt shot at rim (assist by M. Thornton),2,110-116,,
1:35.0,Shooting foul by D. Jordan (drawn by D. Howard),,110-116,,
1:35.0,,,110-116,,P. Pierce enters the game for L. Mbah a Moute
1:35.0,D. Howard misses free throw 1 of 1,,110-116,,
1:33.0,,,110-116,,Defensive rebound by P. Pierce
1:27.0,Personal foul by J. Harden (drawn by J. Crawford),,110-116,,
1:05.0,,,110-116,,C. Paul misses 2-pt shot from 5 ft (block by J. Terry)
1:01.0,Defensive rebound by D. Howard,,110-116,,
0:53.0,M. Thornton makes 2-pt shot from 1 ft (assist by J. Harden),2,112-116,,
0:53.0,,,112-116,,LA Clippers full timeout
0:37.0,,,112-116,,C. Paul misses 2-pt shot at rim
0:36.0,Defensive rebound by M. Thornton,,112-116,,
0:19.0,T. Ariza makes 2-pt shot from 1 ft (assist by M. Thornton),2,114-116,,
0:16.0,Personal take foul by J. Harden (drawn by J. Redick),,114-116,,
0:16.0,,,114-117,1,J. Redick makes free throw 1 of 2
0:16.0,,,114-117,,L. Mbah a Moute enters the game for P. Pierce
0:16.0,,,114-117,,A. Rivers enters the game for J. Crawford
0:16.0,,,114-118,1,J. Redick makes free throw 2 of 2
0:16.0,Houston full timeout,,114-118,,
0:14.0,M. Thornton makes 3-pt shot from 25 ft (assist by T. Ariza),3,117-118,,
0:14.0,,,117-118,,LA Clippers full timeout
0:14.0,,,117-118,,W. Johnson enters the game for L. Mbah a Moute
0:14.0,,,117-118,,J. Crawford enters the game for D. Jordan
0:14.0,,,117-118,,P. Pierce enters the game for A. Rivers
0:13.0,Personal take foul by J. Terry (drawn by J. Redick),,117-118,,
0:13.0,,,117-119,1,J. Redick makes free throw 1 of 2
0:13.0,,,117-119,,D. Jordan enters the game for P. Pierce
0:13.0,,,117-119,,L. Mbah a Moute enters the game for W. Johnson
0:13.0,,,117-119,,A. Rivers enters the game for J. Crawford
0:13.0,,,117-120,1,J. Redick makes free throw 2 of 2
0:13.0,Houston full timeout,,117-120,,
0:11.0,,,117-120,,Personal foul by L. Mbah a Moute (drawn by T. Ariza)
0:11.0,T. Ariza makes free throw 1 of 2,1,118-120,,
0:11.0,,,118-120,,P. Pierce enters the game for L. Mbah a Moute
0:11.0,,,118-120,,W. Johnson enters the game for D. Jordan
0:11.0,,,118-120,,J. Crawford enters the game for A. Rivers
0:11.0,T. Ariza makes free throw 2 of 2,1,119-120,,
0:11.0,,,119-120,,LA Clippers full timeout
0:10.0,Personal take foul by M. Thornton (drawn by J. Redick),,119-120,,
0:10.0,,,119-121,1,J. Redick makes free throw 1 of 2
0:10.0,,,119-121,,A. Rivers enters the game for P. Pierce
0:10.0,,,119-121,,L. Mbah a Moute enters the game for J. Crawford
0:10.0,,,119-121,,D. Jordan enters the game for W. Johnson
0:10.0,,,119-122,1,J. Redick makes free throw 2 of 2
0:10.0,Houston full timeout,,119-122,,
0:07.0,M. Thornton makes 3-pt shot from 26 ft (assist by T. Ariza),3,122-122,,
0:03.0,,,122-122,,C. Paul misses 2-pt shot from 19 ft
0:00.0,Defensive rebound by J. Harden,,122-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:32.0,M. Thornton misses 3-pt shot from 26 ft,,122-122,,
4:32.0,,,122-122,,Defensive rebound by C. Paul
4:13.0,,,122-125,3,J. Crawford makes 3-pt shot from 26 ft (assist by J. Redick)
3:47.0,T. Ariza misses 2-pt shot from 4 ft,,122-125,,
3:46.0,Offensive rebound by D. Howard,,122-125,,
3:45.0,Turnover by D. Howard (lost ball; steal by C. Paul),,122-125,,
3:40.0,,,122-128,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
3:40.0,Houston full timeout,,122-128,,
3:19.0,J. Harden makes 2-pt shot from 2 ft,2,124-128,,
2:52.0,,,124-128,,J. Crawford misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by T. Ariza,,124-128,,
2:39.0,J. Harden misses 3-pt shot from 25 ft,,124-128,,
2:38.0,,,124-128,,Defensive rebound by D. Jordan
2:15.0,,,124-131,3,C. Paul makes 3-pt shot from 26 ft
2:01.0,Shooting foul by J. Redick (drawn by J. Harden),,124-131,,
2:01.0,J. Harden makes free throw 1 of 2,1,125-131,,
2:01.0,J. Harden misses free throw 2 of 2,,125-131,,
2:00.0,,,125-131,,Defensive rebound by C. Paul
1:39.0,,,125-133,2,J. Crawford makes 2-pt shot from 19 ft (assist by C. Paul)
1:29.0,D. Howard makes 2-pt shot at rim (assist by J. Terry),2,127-133,,
1:09.0,,,127-133,,Shooting foul by M. Thornton (drawn by C. Paul)
1:09.0,,,127-134,1,C. Paul makes free throw 1 of 2
1:09.0,,,127-135,1,C. Paul makes free throw 2 of 2
1:09.0,Houston full timeout,,127-135,,
1:01.0,M. Thornton misses 3-pt shot from 26 ft,,127-135,,
1:00.0,,,127-135,,Defensive rebound by Team
0:39.0,Personal foul by J. Terry (drawn by J. Redick),,127-135,,
0:39.0,,,127-135,,LA Clippers full timeout
0:39.0,,,127-136,1,J. Redick makes free throw 1 of 2
0:39.0,,,127-137,1,J. Redick makes free throw 2 of 2
0:30.0,M. Thornton makes 2-pt shot from 4 ft,2,129-137,,
0:28.0,Personal take foul by T. Ariza (drawn by C. Paul),,129-137,,
0:28.0,,,129-138,1,C. Paul makes free throw 1 of 2
0:28.0,,,129-138,,C. Paul misses free throw 2 of 2
0:27.0,Defensive rebound by J. Harden,,129-138,,
0:17.0,M. Thornton makes 3-pt shot from 25 ft (assist by J. Harden),3,132-138,,
0:10.0,Personal take foul by D. Howard (drawn by C. Paul),,132-138,,
0:10.0,,,132-139,1,C. Paul makes free throw 1 of 2
0:10.0,,,132-140,1,C. Paul makes free throw 2 of 2
0:00.0,End of 1st overtime,,,,End of 1st overtime
