time,Milwaukee,pts.away,score,pts.home,New York
5:50.0,,,88-83,2,K. Porzingis makes 2-pt shot at rim
5:32.0,J. Henson makes 2-pt shot from 3 ft (assist by K. Middleton),2,90-83,,
5:17.0,,,90-83,,C. Anthony misses 2-pt shot from 3 ft (block by J. Henson)
5:14.0,Defensive rebound by G. Antetokounmpo,,90-83,,
5:13.0,,,90-83,,Personal foul by L. Galloway (drawn by G. Antetokounmpo)
5:13.0,,,90-83,,L. Thomas enters the game for D. Williams
5:05.0,G. Antetokounmpo misses 2-pt shot from 14 ft,,90-83,,
5:03.0,,,90-83,,Defensive rebound by S. Vujacic
4:55.0,,,90-83,,Turnover by C. Anthony (lost ball; steal by J. Bayless)
4:51.0,J. Bayless makes 2-pt shot from 2 ft,2,92-83,,
4:32.0,,,92-83,,Turnover by K. Porzingis (lost ball; steal by J. Henson)
4:20.0,J. Henson misses 2-pt shot from 2 ft,,92-83,,
4:18.0,,,92-83,,Defensive rebound by C. Anthony
4:08.0,,,92-83,,C. Anthony misses 2-pt shot from 2 ft
4:07.0,Defensive rebound by G. Antetokounmpo,,92-83,,
3:47.0,G. Vasquez misses 3-pt shot from 23 ft,,92-83,,
3:45.0,,,92-83,,Defensive rebound by S. Vujacic
3:34.0,,,92-83,,K. Porzingis misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by Team,,92-83,,
3:32.0,Milwaukee full timeout,,92-83,,
3:32.0,,,92-83,,J. Grant enters the game for S. Vujacic
3:32.0,G. Monroe enters the game for J. Henson,,92-83,,
3:11.0,K. Middleton misses 2-pt shot from 16 ft,,92-83,,
3:10.0,,,92-83,,Defensive rebound by C. Anthony
3:05.0,,,92-83,,Shooting foul by K. Middleton (drawn by J. Grant)
3:05.0,,,92-84,1,J. Grant makes free throw 1 of 2
3:05.0,,,92-84,,J. Grant misses free throw 2 of 2
3:04.0,Defensive rebound by G. Antetokounmpo,,92-84,,
2:39.0,G. Antetokounmpo misses 2-pt shot from 4 ft,,92-84,,
2:37.0,,,92-84,,Defensive rebound by J. Grant
2:26.0,,,92-84,,K. Porzingis misses 2-pt shot from 13 ft
2:24.0,,,92-84,,Offensive rebound by L. Galloway
2:23.0,,,92-86,2,L. Galloway makes 2-pt shot from 6 ft
1:57.0,K. Middleton makes 3-pt shot from 24 ft (assist by G. Monroe),3,95-86,,
1:57.0,,,95-86,,New York full timeout
1:57.0,,,95-86,,R. Lopez enters the game for K. Porzingis
1:57.0,,,95-86,,S. Vujacic enters the game for L. Thomas
1:37.0,,,95-86,,Turnover by C. Anthony (step out of bounds)
1:17.0,G. Monroe misses 2-pt shot from 4 ft,,95-86,,
1:15.0,,,95-86,,Defensive rebound by L. Galloway
1:11.0,,,95-86,,Shooting foul by J. Bayless (drawn by J. Grant)
1:11.0,,,95-87,1,J. Grant makes free throw 1 of 2
1:11.0,,,95-88,1,J. Grant makes free throw 2 of 2
1:00.0,G. Vasquez misses 2-pt shot from 5 ft,,95-88,,
0:59.0,,,95-88,,Defensive rebound by L. Galloway
0:53.0,,,95-88,,Shooting foul by G. Vasquez (drawn by L. Galloway)
0:53.0,,,95-89,1,L. Galloway makes free throw 1 of 2
0:53.0,,,95-90,1,L. Galloway makes free throw 2 of 2
0:30.0,J. Bayless misses 2-pt shot from 3 ft,,95-90,,
0:27.0,Offensive rebound by G. Monroe,,95-90,,
0:20.0,,,95-90,,Personal take foul by S. Vujacic (drawn by K. Middleton)
0:20.0,,,95-90,,Personal take foul by S. Vujacic (drawn by K. Middleton)
0:20.0,K. Middleton makes free throw 1 of 2,1,96-90,,
0:20.0,K. Middleton makes free throw 2 of 2,1,97-90,,
0:20.0,,,97-90,,New York full timeout
0:18.0,,,97-90,,S. Vujacic misses 3-pt shot from 24 ft
0:15.0,Defensive rebound by G. Antetokounmpo,,97-90,,
0:15.0,,,97-90,,Personal take foul by J. Grant (drawn by G. Antetokounmpo)
0:15.0,G. Antetokounmpo makes free throw 1 of 2,1,98-90,,
0:15.0,J. O'Bryant enters the game for G. Monroe,,98-90,,
0:15.0,C. Copeland enters the game for K. Middleton,,98-90,,
0:15.0,T. Ennis enters the game for G. Vasquez,,98-90,,
0:15.0,G. Antetokounmpo makes free throw 2 of 2,1,99-90,,
0:11.0,,,99-92,2,S. Vujacic makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
