time,Utah,pts.away,score,pts.home,Dallas
1:20.0,,,103-102,,D. Nowitzki enters the game for W. Matthews
1:20.0,C. Johnson enters the game for R. Neto,,103-102,,
1:06.0,,,103-104,2,D. Williams makes 2-pt shot from 20 ft (assist by R. Felton)
0:52.0,Turnover by R. Gobert (lost ball),,103-104,,
0:38.0,,,103-104,,R. Felton misses 2-pt shot from 22 ft
0:37.0,Defensive rebound by R. Hood,,103-104,,
0:26.0,R. Hood misses 2-pt shot from 11 ft,,103-104,,
0:25.0,,,103-104,,Defensive rebound by Z. Pachulia
0:20.0,Personal take foul by R. Hood (drawn by D. Williams),,103-104,,
0:20.0,,,103-105,1,D. Williams makes free throw 1 of 2
0:20.0,,,103-106,1,D. Williams makes free throw 2 of 2
0:20.0,Utah full timeout,,103-106,,
0:20.0,,,103-106,,W. Matthews enters the game for D. Nowitzki
0:20.0,J. Ingles enters the game for R. Gobert,,103-106,,
0:17.0,G. Hayward makes 2-pt shot from 1 ft,2,105-106,,
0:15.0,Personal take foul by G. Hayward (drawn by D. Williams),,105-106,,
0:15.0,,,105-107,1,D. Williams makes free throw 1 of 2
0:15.0,R. Neto enters the game for C. Johnson,,105-107,,
0:15.0,R. Gobert enters the game for D. Favors,,105-107,,
0:15.0,,,105-108,1,D. Williams makes free throw 2 of 2
0:08.0,G. Hayward makes 2-pt shot from 1 ft,2,107-108,,
0:07.0,Personal take foul by R. Neto (drawn by R. Felton),,107-108,,
0:07.0,D. Favors enters the game for R. Neto,,107-108,,
0:07.0,,,107-109,1,R. Felton makes free throw 1 of 2
0:07.0,,,107-110,1,R. Felton makes free throw 2 of 2
0:07.0,Utah full timeout,,107-110,,
0:07.0,T. Lyles enters the game for D. Favors,,107-110,,
0:07.0,C. Johnson enters the game for J. Ingles,,107-110,,
0:02.0,R. Hood makes 3-pt shot from 23 ft (assist by T. Lyles),3,110-110,,
0:02.0,,,110-110,,Dallas full timeout
0:02.0,,,110-110,,D. Nowitzki enters the game for R. Felton
0:02.0,D. Favors enters the game for T. Lyles,,110-110,,
0:00.0,,,110-110,,D. Williams misses 2-pt shot from 21 ft
0:00.0,,,110-110,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,R. Hood makes 2-pt shot from 14 ft,2,112-110,,
4:21.0,,,112-113,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
3:57.0,D. Favors misses 2-pt shot from 13 ft,,112-113,,
3:56.0,Offensive rebound by R. Gobert,,112-113,,
3:55.0,R. Gobert makes 2-pt shot at rim,2,114-113,,
3:33.0,,,114-113,,Turnover by W. Matthews (lost ball; steal by D. Favors)
3:27.0,G. Hayward makes 2-pt shot from 3 ft (assist by D. Favors),2,116-113,,
3:08.0,,,116-115,2,C. Parsons makes 2-pt shot from 6 ft
2:45.0,Shooting foul by W. Matthews (drawn by R. Hood),,116-115,,
2:45.0,R. Hood misses free throw 1 of 2,,116-115,,
2:45.0,Offensive rebound by Team,,116-115,,
2:45.0,R. Hood makes free throw 2 of 2,1,117-115,,
2:24.0,,,117-115,,Shooting foul by G. Hayward (drawn by C. Parsons)
2:24.0,,,117-116,1,C. Parsons makes free throw 1 of 2
2:24.0,,,117-116,,C. Parsons misses free throw 2 of 2
2:23.0,Defensive rebound by C. Johnson,,117-116,,
2:03.0,G. Hayward makes 2-pt shot from 19 ft,2,119-116,,
1:47.0,,,119-119,3,C. Parsons makes 3-pt shot from 24 ft (assist by D. Williams)
1:30.0,C. Johnson misses 3-pt shot from 23 ft,,119-119,,
1:29.0,Offensive rebound by C. Johnson,,119-119,,
1:21.0,R. Hood misses 2-pt shot from 19 ft,,119-119,,
1:20.0,Offensive rebound by D. Favors,,119-119,,
1:00.0,R. Hood misses 3-pt shot from 24 ft,,119-119,,
0:59.0,,,119-119,,Defensive rebound by D. Nowitzki
0:44.0,,,119-119,,C. Parsons misses 2-pt shot from 18 ft
0:43.0,Defensive rebound by R. Hood,,119-119,,
0:39.0,R. Hood misses 2-pt shot at rim (block by C. Parsons),,119-119,,
0:39.0,,,119-119,,Defensive rebound by Team
0:39.0,Jump ball: R. Gobert vs. Z. Pachulia (D. Nowitzki gains possession),,,,Jump ball: R. Gobert vs. Z. Pachulia (D. Nowitzki gains possession)
0:37.0,,,119-119,,Dallas full timeout
0:25.0,,,119-119,,C. Parsons misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by R. Hood,,119-119,,
0:04.0,,,119-119,,Personal foul by W. Matthews (drawn by R. Hood)
0:04.0,Utah full timeout,,119-119,,
0:04.0,J. Ingles enters the game for C. Johnson,,119-119,,
0:04.0,,,119-119,,R. Felton enters the game for D. Nowitzki
0:00.0,G. Hayward makes 2-pt shot from 17 ft,2,121-119,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
