time,Atlanta,pts.away,score,pts.home,Milwaukee
6:42.0,,,83-81,,Offensive rebound by G. Monroe
6:42.0,,,83-81,,G. Monroe misses 2-pt shot from 1 ft
6:41.0,Defensive rebound by T. Sefolosha,,83-81,,
6:33.0,P. Millsap makes 2-pt shot from 3 ft (assist by J. Teague),2,85-81,,
6:16.0,,,85-83,2,K. Middleton makes 2-pt shot from 3 ft
6:05.0,A. Horford misses 3-pt shot from 26 ft,,85-83,,
6:04.0,,,85-83,,Defensive rebound by G. Antetokounmpo
5:54.0,,,85-85,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
5:54.0,Atlanta full timeout,,85-85,,
5:54.0,K. Korver enters the game for T. Sefolosha,,85-85,,
5:33.0,P. Millsap makes 2-pt shot from 3 ft,2,87-85,,
5:19.0,,,87-85,,Shooting foul by K. Bazemore (drawn by K. Middleton)
5:19.0,,,87-86,1,K. Middleton makes free throw 1 of 2
5:19.0,T. Sefolosha enters the game for K. Bazemore,,87-86,,
5:19.0,,,87-87,1,K. Middleton makes free throw 2 of 2
5:10.0,J. Teague makes 2-pt shot at rim,2,89-87,,
4:57.0,,,89-87,,K. Middleton misses 2-pt shot from 20 ft
4:55.0,Defensive rebound by A. Horford,,89-87,,
4:45.0,A. Horford makes 2-pt shot from 1 ft (assist by P. Millsap),2,91-87,,
4:29.0,,,91-87,,J. Parker misses 2-pt shot from 1 ft
4:27.0,,,91-87,,Offensive rebound by G. Monroe
4:27.0,,,91-87,,G. Monroe misses 2-pt shot at rim
4:27.0,,,91-87,,Offensive rebound by G. Monroe
4:27.0,,,91-87,,Shooting foul by P. Millsap (drawn by G. Monroe)
4:27.0,,,91-87,,G. Monroe misses free throw 1 of 2
4:27.0,,,91-87,,Offensive rebound by Team
4:27.0,M. Scott enters the game for P. Millsap,,91-87,,
4:27.0,,,91-88,1,G. Monroe makes free throw 2 of 2
4:21.0,,,91-88,,Personal block foul by M. Carter-Williams (drawn by J. Teague)
4:21.0,,,91-88,,J. Henson enters the game for G. Monroe
4:14.0,J. Teague misses 2-pt shot from 16 ft,,91-88,,
4:13.0,Offensive rebound by A. Horford,,91-88,,
4:05.0,J. Teague misses 2-pt shot at rim,,91-88,,
4:03.0,,,91-88,,Defensive rebound by J. Parker
3:58.0,,,91-88,,J. Parker misses 2-pt shot from 1 ft
3:56.0,Defensive rebound by A. Horford,,91-88,,
3:42.0,A. Horford misses 2-pt shot from 14 ft,,91-88,,
3:41.0,,,91-88,,Defensive rebound by K. Middleton
3:35.0,Personal take foul by T. Sefolosha (drawn by J. Henson),,91-88,,
3:35.0,,,91-89,1,J. Henson makes free throw 1 of 2
3:35.0,P. Millsap enters the game for M. Scott,,91-89,,
3:35.0,,,91-89,,J. Henson misses free throw 2 of 2
3:34.0,Defensive rebound by K. Korver,,91-89,,
3:13.0,Turnover by J. Teague (bad pass; steal by K. Middleton),,91-89,,
3:10.0,,,91-91,2,K. Middleton makes 2-pt shot at rim
2:53.0,,,91-91,,Personal foul by G. Antetokounmpo (drawn by P. Millsap)
2:53.0,,,91-91,,Milwaukee full timeout
2:47.0,P. Millsap makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,93-91,,
2:23.0,,,93-93,2,K. Middleton makes 2-pt shot from 19 ft
1:57.0,P. Millsap misses 2-pt shot from 1 ft,,93-93,,
1:56.0,,,93-93,,Defensive rebound by J. Henson
1:41.0,,,93-93,,K. Middleton misses 2-pt shot from 20 ft
1:40.0,Defensive rebound by T. Sefolosha,,93-93,,
1:18.0,J. Teague misses 3-pt shot from 28 ft,,93-93,,
1:17.0,,,93-93,,Defensive rebound by G. Antetokounmpo
1:17.0,Loose ball foul by P. Millsap (drawn by G. Antetokounmpo),,93-93,,
1:17.0,K. Bazemore enters the game for P. Millsap,,93-93,,
1:17.0,,,93-94,1,G. Antetokounmpo makes free throw 1 of 2
1:17.0,,,93-95,1,G. Antetokounmpo makes free throw 2 of 2
1:06.0,A. Horford makes 2-pt shot from 16 ft (assist by J. Teague),2,95-95,,
0:44.0,,,95-95,,Turnover by M. Carter-Williams (bad pass; steal by K. Korver)
0:44.0,Atlanta full timeout,,95-95,,
0:35.0,K. Korver misses 3-pt shot from 27 ft,,95-95,,
0:35.0,,,95-95,,Defensive rebound by Team
0:35.0,,,95-95,,Milwaukee full timeout
0:35.0,,,95-95,,G. Monroe enters the game for J. Henson
0:12.0,,,95-95,,Milwaukee full timeout
0:11.0,,,95-95,,Turnover by G. Antetokounmpo (bad pass)
0:11.0,Atlanta full timeout,,95-95,,
0:11.0,,,95-95,,J. Henson enters the game for G. Monroe
0:07.0,,,95-95,,Personal take foul by J. Henson (drawn by J. Teague)
0:07.0,Atlanta full timeout,,95-95,,
0:07.0,T. Hardaway enters the game for T. Sefolosha,,95-95,,
0:00.0,J. Teague misses 2-pt shot from 5 ft (block by M. Carter-Williams),,95-95,,
0:00.0,Offensive rebound by Team,,95-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:35.0,K. Bazemore misses 3-pt shot from 25 ft,,95-95,,
4:34.0,,,95-95,,Defensive rebound by Team
4:19.0,,,95-95,,Shooting foul by K. Bazemore (drawn by J. Henson)
4:19.0,M. Scott enters the game for K. Bazemore,,95-95,,
4:19.0,,,95-96,1,J. Henson makes free throw 1 of 2
4:19.0,,,95-97,1,J. Henson makes free throw 2 of 2
3:58.0,A. Horford makes 2-pt shot from 14 ft (assist by J. Teague),2,97-97,,
3:40.0,,,97-97,,M. Carter-Williams misses 2-pt shot from 4 ft
3:38.0,Defensive rebound by A. Horford,,97-97,,
3:20.0,J. Teague makes 2-pt shot at rim,2,99-97,,
3:04.0,,,99-100,3,M. Carter-Williams makes 3-pt shot from 26 ft
2:46.0,T. Sefolosha misses 3-pt shot from 26 ft,,99-100,,
2:45.0,,,99-100,,Defensive rebound by J. Parker
2:35.0,,,99-100,,Shooting foul by J. Teague (drawn by G. Antetokounmpo)
2:35.0,,,99-100,,G. Antetokounmpo misses free throw 1 of 2
2:35.0,,,99-100,,Offensive rebound by Team
2:35.0,,,99-101,1,G. Antetokounmpo makes free throw 2 of 2
2:17.0,M. Scott misses 3-pt shot from 23 ft (block by G. Antetokounmpo),,99-101,,
2:15.0,,,99-101,,Defensive rebound by M. Carter-Williams
2:13.0,Violation by K. Korver (kicked ball),,99-101,,
2:03.0,,,99-101,,Turnover by K. Middleton (traveling)
1:53.0,A. Horford misses 3-pt shot from 26 ft,,99-101,,
1:52.0,,,99-101,,Defensive rebound by J. Parker
1:35.0,,,99-103,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Henson)
1:35.0,Atlanta full timeout,,99-103,,
1:35.0,D. Schroder enters the game for T. Sefolosha,,99-103,,
1:28.0,Turnover by D. Schroder (bad pass; steal by M. Carter-Williams),,99-103,,
1:07.0,,,99-103,,M. Carter-Williams misses 2-pt shot from 15 ft (block by K. Korver)
1:06.0,,,99-103,,Offensive rebound by G. Antetokounmpo
1:06.0,,,99-106,3,G. Antetokounmpo makes 3-pt shot from 23 ft
0:57.0,K. Korver misses 2-pt shot from 19 ft (block by J. Henson),,99-106,,
0:57.0,Offensive rebound by Team,,99-106,,
0:48.0,D. Schroder misses 3-pt shot from 24 ft,,99-106,,
0:46.0,,,99-106,,Defensive rebound by J. Parker
0:28.0,,,99-106,,K. Middleton misses 2-pt shot from 14 ft
0:28.0,Defensive rebound by Team,,99-106,,
0:28.0,Atlanta full timeout,,99-106,,
0:24.0,K. Korver makes 2-pt shot from 13 ft,2,101-106,,
0:23.0,Personal take foul by K. Korver (drawn by K. Middleton),,101-106,,
0:23.0,,,101-106,,Milwaukee full timeout
0:23.0,,,101-106,,G. Monroe enters the game for J. Henson
0:23.0,,,101-106,,Turnover by M. Carter-Williams (bad pass)
0:23.0,,,101-106,,J. Henson enters the game for G. Monroe
0:18.0,M. Scott misses 3-pt shot from 23 ft,,101-106,,
0:17.0,,,101-106,,Defensive rebound by G. Antetokounmpo
0:13.0,Personal take foul by K. Korver (drawn by K. Middleton),,101-106,,
0:13.0,,,101-107,1,K. Middleton makes free throw 1 of 2
0:13.0,,,101-108,1,K. Middleton makes free throw 2 of 2
0:06.0,A. Horford misses 2-pt shot from 21 ft,,101-108,,
0:05.0,Offensive rebound by D. Schroder,,101-108,,
0:00.0,M. Scott misses 3-pt shot from 25 ft,,101-108,,
0:00.0,Offensive rebound by Team,,101-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
