time,Houston,pts.away,score,pts.home,LA Lakers
1:48.0,,,112-91,2,R. Kelly makes 2-pt shot from 19 ft (assist by D. Russell)
1:34.0,K. McDaniels misses 2-pt shot from 5 ft,,112-91,,
1:32.0,,,112-91,,Defensive rebound by T. Black
1:23.0,,,112-91,,A. Brown misses 3-pt shot from 23 ft
1:22.0,,,112-91,,Offensive rebound by Team
1:17.0,,,112-91,,D. Russell misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by T. Jones,,112-91,,
1:03.0,K. McDaniels misses 2-pt shot from 14 ft,,112-91,,
1:01.0,,,112-91,,Defensive rebound by R. Kelly
0:50.0,,,112-94,3,A. Brown makes 3-pt shot from 25 ft (assist by M. Huertas)
0:35.0,Turnover by K. McDaniels (bad pass; steal by D. Russell),,112-94,,
0:35.0,Personal take foul by M. Thornton (drawn by D. Russell),,112-94,,
0:20.0,,,112-94,,Shooting foul by T. Jones (drawn by T. Black)
0:20.0,,,112-95,1,T. Black makes free throw 1 of 2
0:20.0,,,112-95,,T. Black misses free throw 2 of 2
0:19.0,Defensive rebound by M. Harrell,,112-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
