time,Toronto,pts.away,score,pts.home,Charlotte
2:43.0,,,83-89,,Defensive rebound by M. Williams
2:33.0,Personal foul by B. Biyombo (drawn by K. Walker),,83-89,,
2:33.0,,,83-90,1,K. Walker makes free throw 1 of 2
2:33.0,,,83-90,,K. Walker misses free throw 2 of 2
2:31.0,Defensive rebound by B. Biyombo,,83-90,,
2:13.0,D. DeRozan makes 2-pt shot from 1 ft,2,85-90,,
1:52.0,,,85-90,,K. Walker misses 2-pt shot from 9 ft (block by C. Joseph)
1:50.0,,,85-90,,Offensive rebound by M. Williams
1:47.0,,,85-90,,J. Lin misses 3-pt shot from 24 ft
1:45.0,Defensive rebound by B. Biyombo,,85-90,,
1:36.0,K. Lowry misses 2-pt shot from 5 ft (block by K. Walker),,85-90,,
1:34.0,Offensive rebound by C. Joseph,,85-90,,
1:28.0,D. DeRozan misses 2-pt shot from 1 ft,,85-90,,
1:28.0,Jump ball: B. Biyombo vs. C. Zeller (T. Ross gains possession),,,,Jump ball: B. Biyombo vs. C. Zeller (T. Ross gains possession)
1:28.0,Offensive rebound by Team,,85-90,,
1:26.0,Toronto full timeout,,85-90,,
1:19.0,K. Lowry misses 3-pt shot from 25 ft,,85-90,,
1:18.0,,,85-90,,Defensive rebound by P. Hairston
1:04.0,,,85-90,,K. Walker misses 2-pt shot from 1 ft
1:03.0,Defensive rebound by B. Biyombo,,85-90,,
0:56.0,K. Lowry makes 3-pt shot from 23 ft (assist by D. DeRozan),3,88-90,,
0:37.0,,,88-90,,Turnover by J. Lin (bad pass; steal by C. Joseph)
0:26.0,D. DeRozan makes 2-pt shot from 12 ft,2,90-90,,
0:26.0,,,90-90,,Charlotte full timeout
0:26.0,,,90-90,,J. Lamb enters the game for P. Hairston
0:02.0,,,90-90,,Turnover by K. Walker (lost ball; steal by C. Joseph)
0:01.0,Toronto full timeout,,90-90,,
0:01.0,L. Scola enters the game for T. Ross,,90-90,,
0:01.0,,,90-90,,P. Hairston enters the game for J. Lamb
0:00.0,K. Lowry misses 3-pt shot from 24 ft,,90-90,,
0:00.0,Offensive rebound by Team,,90-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:44.0,K. Lowry makes 2-pt shot from 7 ft,2,92-90,,
4:22.0,,,92-93,3,J. Lin makes 3-pt shot from 25 ft (assist by M. Williams)
4:00.0,K. Lowry misses 2-pt shot from 14 ft,,92-93,,
3:59.0,,,92-93,,Defensive rebound by K. Walker
3:44.0,,,92-93,,K. Walker misses 2-pt shot from 17 ft
3:43.0,Defensive rebound by B. Biyombo,,92-93,,
3:22.0,D. DeRozan misses 2-pt shot from 9 ft,,92-93,,
3:21.0,,,92-93,,Defensive rebound by J. Lin
3:11.0,,,92-93,,Turnover by J. Lin (lost ball)
2:51.0,Shooting foul by C. Zeller (drawn by B. Biyombo),,92-93,,
2:51.0,,,92-93,,S. Hawes enters the game for C. Zeller
2:51.0,B. Biyombo makes free throw 1 of 2,1,93-93,,
2:51.0,B. Biyombo misses free throw 2 of 2,,93-93,,
2:48.0,,,93-93,,Defensive rebound by S. Hawes
2:24.0,,,93-93,,K. Walker misses 3-pt shot from 28 ft
2:24.0,,,93-93,,Offensive rebound by Team
2:24.0,,,93-93,,Turnover by Team (shot clock)
2:07.0,D. DeRozan misses 2-pt shot from 16 ft,,93-93,,
2:06.0,,,93-93,,Defensive rebound by M. Williams
1:56.0,,,93-95,2,K. Walker makes 2-pt shot from 1 ft (assist by S. Hawes)
1:56.0,,,93-95,,Shooting foul by B. Biyombo (drawn by K. Walker)
1:56.0,,,93-96,1,K. Walker makes free throw 1 of 1
1:56.0,Toronto full timeout,,93-96,,
1:45.0,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan),3,96-96,,
1:30.0,,,96-99,3,P. Hairston makes 3-pt shot from 23 ft (assist by S. Hawes)
1:07.0,T. Ross misses 3-pt shot from 24 ft,,96-99,,
1:07.0,,,96-99,,Defensive rebound by Team
1:07.0,Loose ball foul by K. Lowry (drawn by J. Lin),,96-99,,
1:07.0,,,96-100,1,J. Lin makes free throw 1 of 2
1:07.0,,,96-101,1,J. Lin makes free throw 2 of 2
1:07.0,Toronto full timeout,,96-101,,
1:02.0,K. Lowry misses 3-pt shot from 25 ft,,96-101,,
1:00.0,,,96-101,,Defensive rebound by J. Lin
0:42.0,,,96-103,2,K. Walker makes 2-pt shot at rim
0:32.0,C. Joseph makes 3-pt shot from 23 ft (assist by K. Lowry),3,99-103,,
0:31.0,Personal take foul by C. Joseph (drawn by K. Walker),,99-103,,
0:31.0,,,99-104,1,K. Walker makes free throw 1 of 2
0:31.0,,,99-105,1,K. Walker makes free throw 2 of 2
0:31.0,Toronto full timeout,,99-105,,
0:26.0,K. Lowry misses 3-pt shot from 25 ft,,99-105,,
0:24.0,,,99-105,,Defensive rebound by J. Lin
0:18.0,Personal take foul by C. Joseph (drawn by K. Walker),,99-105,,
0:18.0,,,99-106,1,K. Walker makes free throw 1 of 2
0:18.0,,,99-107,1,K. Walker makes free throw 2 of 2
0:13.0,Turnover by C. Joseph (bad pass; steal by K. Walker),,99-107,,
0:13.0,Personal take foul by B. Biyombo (drawn by M. Williams),,99-107,,
0:13.0,L. Nogueira enters the game for B. Biyombo,,99-107,,
0:13.0,,,99-108,1,M. Williams makes free throw 1 of 2
0:13.0,,,99-109,1,M. Williams makes free throw 2 of 2
0:06.0,K. Lowry misses 3-pt shot from 29 ft,,99-109,,
0:04.0,,,99-109,,Defensive rebound by S. Hawes
0:00.0,End of 1st overtime,,,,End of 1st overtime
