time,LA Lakers,pts.away,score,pts.home,Sacramento
1:50.0,J. Clarkson misses 2-pt shot from 4 ft (block by Q. Acy),,111-112,,
1:50.0,Offensive rebound by B. Bass,,111-112,,
1:50.0,B. Bass makes 2-pt shot at rim,2,113-112,,
1:46.0,Personal foul by D. Russell (drawn by R. Rondo),,113-112,,
1:46.0,,,113-112,,R. Rondo misses free throw 1 of 2
1:46.0,,,113-112,,Offensive rebound by Team
1:46.0,L. Williams enters the game for D. Russell,,113-112,,
1:46.0,,,113-113,1,R. Rondo makes free throw 2 of 2
1:34.0,J. Clarkson makes 2-pt shot from 22 ft,2,115-113,,
1:29.0,Personal foul by B. Bass (drawn by D. Cousins),,115-113,,
1:29.0,,,115-113,,D. Cousins misses free throw 1 of 2
1:29.0,,,115-113,,Offensive rebound by Team
1:29.0,,,115-114,1,D. Cousins makes free throw 2 of 2
1:10.0,Offensive charge foul by J. Randle,,115-114,,
1:10.0,Turnover by J. Randle (offensive foul),,115-114,,
0:56.0,,,115-114,,M. Belinelli misses 2-pt shot from 20 ft
0:53.0,Defensive rebound by A. Brown,,115-114,,
0:32.0,J. Clarkson misses 2-pt shot from 5 ft,,115-114,,
0:30.0,,,115-114,,Defensive rebound by D. Cousins
0:22.0,,,115-116,2,R. Rondo makes 2-pt shot from 7 ft
0:22.0,LA Lakers full timeout,,115-116,,
0:07.0,Turnover by J. Clarkson (lost ball; steal by R. Rondo),,115-116,,
0:07.0,Personal foul by J. Clarkson (drawn by D. Cousins),,115-116,,
0:07.0,,,115-117,1,D. Cousins makes free throw 1 of 2
0:07.0,,,115-118,1,D. Cousins makes free throw 2 of 2
0:07.0,LA Lakers full timeout,,115-118,,
0:04.0,L. Williams misses 3-pt shot from 24 ft,,115-118,,
0:03.0,,,115-118,,Defensive rebound by Q. Acy
0:00.0,End of 4th quarter,,,,End of 4th quarter
