time,LA Clippers,pts.away,score,pts.home,Utah
2:22.0,,,94-93,,Turnover by G. Hayward (bad pass; steal by J. Redick)
2:03.0,Shooting foul by T. Booker (drawn by L. Mbah a Moute),,94-93,,
2:03.0,LA Clippers full timeout,,94-93,,
2:03.0,,,94-93,,T. Burke enters the game for R. Neto
2:03.0,L. Mbah a Moute makes free throw 1 of 2,1,95-93,,
2:03.0,L. Mbah a Moute makes free throw 2 of 2,1,96-93,,
1:54.0,,,96-95,2,R. Hood makes 2-pt shot from 2 ft
1:36.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,99-95,,
1:22.0,,,99-98,3,J. Ingles makes 3-pt shot from 23 ft (assist by T. Booker)
1:03.0,J. Redick makes 3-pt shot from 24 ft,3,102-98,,
1:03.0,,,102-98,,Utah full timeout
0:46.0,,,102-100,2,G. Hayward makes 2-pt shot from 15 ft
0:28.0,P. Pierce makes 3-pt shot from 24 ft (assist by C. Paul),3,105-100,,
0:28.0,,,105-100,,Utah full timeout
0:24.0,,,105-100,,J. Ingles misses 3-pt shot from 27 ft
0:24.0,,,105-100,,Offensive rebound by T. Booker
0:22.0,,,105-102,2,T. Booker makes 2-pt shot from 1 ft
0:17.0,,,105-102,,Personal foul by J. Ingles (drawn by J. Redick)
0:17.0,,,105-102,,C. Johnson enters the game for T. Burke
0:17.0,LA Clippers full timeout,,105-102,,
0:17.0,J. Crawford enters the game for L. Mbah a Moute,,105-102,,
0:17.0,W. Johnson enters the game for D. Jordan,,105-102,,
0:16.0,,,105-102,,Personal foul by R. Hood (drawn by J. Redick)
0:16.0,J. Redick makes free throw 1 of 2,1,106-102,,
0:16.0,D. Jordan enters the game for W. Johnson,,106-102,,
0:16.0,L. Mbah a Moute enters the game for J. Crawford,,106-102,,
0:16.0,,,106-102,,T. Burke enters the game for C. Johnson
0:16.0,J. Redick makes free throw 2 of 2,1,107-102,,
0:06.0,,,107-104,2,J. Ingles makes 2-pt shot from 22 ft
0:06.0,LA Clippers full timeout,,107-104,,
0:06.0,,,107-104,,C. Johnson enters the game for T. Burke
0:06.0,J. Crawford enters the game for L. Mbah a Moute,,107-104,,
0:06.0,W. Johnson enters the game for D. Jordan,,107-104,,
0:04.0,,,107-104,,Personal foul by R. Hood (drawn by C. Paul)
0:04.0,C. Paul makes free throw 1 of 2,1,108-104,,
0:04.0,C. Paul makes free throw 2 of 2,1,109-104,,
0:04.0,,,109-104,,Utah full timeout
0:04.0,,,109-104,,T. Burke enters the game for C. Johnson
0:04.0,D. Jordan enters the game for W. Johnson,,109-104,,
0:03.0,,,109-104,,Turnover by R. Hood (step out of bounds)
0:00.0,End of 4th quarter,,,,End of 4th quarter
