time,Utah,pts.away,score,pts.home,New Orleans
0:23.0,D. Favors enters the game for T. Booker,,94-98,,
0:23.0,,,94-99,1,N. Cole makes free throw 2 of 2
0:16.0,R. Hood misses 3-pt shot from 26 ft,,94-99,,
0:15.0,,,94-99,,Defensive rebound by A. Davis
0:11.0,Personal take foul by G. Hayward (drawn by J. Holiday),,94-99,,
0:11.0,,,94-99,,J. Holiday misses free throw 1 of 2
0:11.0,,,94-99,,Offensive rebound by Team
0:11.0,R. Gobert enters the game for J. Ingles,,94-99,,
0:11.0,,,94-99,,A. Gee enters the game for R. Anderson
0:11.0,,,94-100,1,J. Holiday makes free throw 2 of 2
0:11.0,Utah full timeout,,94-100,,
0:11.0,J. Ingles enters the game for R. Gobert,,94-100,,
0:11.0,Utah full timeout,,94-100,,
0:08.0,R. Hood makes 2-pt shot from 2 ft (assist by J. Ingles),2,96-100,,
0:08.0,,,96-100,,New Orleans full timeout
0:08.0,,,96-100,,R. Anderson enters the game for A. Gee
0:08.0,,,96-100,,T. Douglas enters the game for D. Cunningham
0:08.0,R. Gobert enters the game for J. Ingles,,96-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
