time,Utah,pts.away,score,pts.home,Portland
3:16.0,T. Lyles enters the game for T. Booker,,78-95,,
2:56.0,,,78-95,,P. Connaughton misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by T. Burke,,78-95,,
2:39.0,T. Burke makes 2-pt shot from 15 ft,2,80-95,,
2:18.0,,,80-97,2,N. Vonleh makes 2-pt shot from 4 ft (assist by G. Henderson)
1:54.0,Shooting foul by M. Leonard (drawn by T. Lyles),,80-97,,
1:54.0,,,80-97,,C. Kaman enters the game for M. Leonard
1:54.0,T. Lyles makes free throw 1 of 2,1,81-97,,
1:54.0,T. Lyles misses free throw 2 of 2,,81-97,,
1:52.0,,,81-97,,Defensive rebound by P. Connaughton
1:34.0,,,81-99,2,C. Kaman makes 2-pt shot from 3 ft
1:21.0,Shooting foul by T. Frazier (drawn by R. Neto),,81-99,,
1:21.0,R. Neto misses free throw 1 of 2,,81-99,,
1:21.0,Offensive rebound by Team,,81-99,,
1:21.0,R. Neto makes free throw 2 of 2,1,82-99,,
1:01.0,,,82-99,,N. Vonleh misses 2-pt shot from 10 ft
1:00.0,,,82-99,,Offensive rebound by P. Connaughton
0:59.0,,,82-99,,P. Connaughton misses 2-pt shot from 9 ft
0:59.0,Defensive rebound by Team,,82-99,,
0:43.0,T. Burke makes 3-pt shot from 25 ft (assist by J. Ingles),3,85-99,,
0:33.0,,,85-99,,C. Kaman misses 2-pt shot from 16 ft
0:33.0,,,85-99,,Offensive rebound by N. Vonleh
0:30.0,,,85-99,,N. Vonleh misses 2-pt shot at rim
0:26.0,Defensive rebound by Team,,85-99,,
0:03.0,T. Burke misses 2-pt shot from 2 ft,,85-99,,
0:03.0,,,85-99,,Defensive rebound by T. Frazier
0:00.0,End of 4th quarter,,,,End of 4th quarter
