time,Charlotte,pts.away,score,pts.home,Indiana
3:02.0,,,88-87,,Indiana full timeout
2:47.0,,,88-87,,G. Hill misses 2-pt shot from 9 ft (block by C. Zeller)
2:46.0,Defensive rebound by N. Batum,,88-87,,
2:27.0,C. Lee misses 3-pt shot from 23 ft,,88-87,,
2:26.0,,,88-87,,Defensive rebound by I. Mahinmi
2:09.0,,,88-87,,Turnover by M. Turner (lost ball; steal by N. Batum)
1:56.0,,,88-87,,Personal foul by I. Mahinmi (drawn by K. Walker)
1:56.0,K. Walker makes free throw 1 of 2,1,89-87,,
1:56.0,K. Walker makes free throw 2 of 2,1,90-87,,
1:49.0,,,90-87,,Shooting foul by N. Batum (drawn by I. Mahinmi)
1:49.0,,,90-88,1,I. Mahinmi makes free throw 1 of 2
1:49.0,,,90-88,,S. Hill enters the game for M. Turner
1:49.0,,,90-88,,I. Mahinmi misses free throw 2 of 2
1:48.0,Defensive rebound by M. Williams,,90-88,,
1:36.0,K. Walker misses 2-pt shot from 5 ft,,90-88,,
1:36.0,Offensive rebound by C. Zeller,,90-88,,
1:36.0,C. Zeller makes 2-pt shot from 2 ft,2,92-88,,
1:24.0,,,92-91,3,P. George makes 3-pt shot from 25 ft (assist by G. Hill)
1:07.0,M. Williams makes 2-pt shot from 5 ft (assist by N. Batum),2,94-91,,
0:49.0,,,94-93,2,P. George makes 2-pt shot from 4 ft
0:36.0,K. Walker misses 2-pt shot from 5 ft,,94-93,,
0:34.0,,,94-93,,Defensive rebound by G. Hill
0:34.0,Jump ball: G. Hill vs. C. Zeller (P. George gains possession),,,,Jump ball: G. Hill vs. C. Zeller (P. George gains possession)
0:31.0,,,94-93,,M. Turner enters the game for S. Hill
0:16.0,,,94-95,2,M. Ellis makes 2-pt shot from 5 ft
0:16.0,Charlotte full timeout,,94-95,,
0:16.0,,,94-95,,S. Hill enters the game for M. Turner
0:10.0,Charlotte full timeout,,94-95,,
0:02.0,K. Walker makes 2-pt shot from 3 ft,2,96-95,,
0:02.0,,,96-95,,Indiana full timeout
0:02.0,,,96-95,,C. Budinger enters the game for I. Mahinmi
0:02.0,,,96-95,,M. Turner enters the game for S. Hill
0:00.0,,,96-95,,P. George misses 2-pt shot from 18 ft
0:00.0,,,96-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
