time,Denver,pts.away,score,pts.home,Oklahoma City
0:47.0,,,110-122,2,R. Westbrook makes 2-pt shot at rim
0:40.0,,,110-122,,Personal foul by K. Durant (drawn by J. Lauvergne)
0:40.0,J. Lauvergne makes free throw 1 of 2,1,111-122,,
0:40.0,,,111-122,,E. Kanter enters the game for S. Adams
0:40.0,J. Lauvergne makes free throw 2 of 2,1,112-122,,
0:18.0,,,112-122,,R. Westbrook misses 2-pt shot from 6 ft
0:18.0,,,112-122,,Offensive rebound by E. Kanter
0:16.0,,,112-122,,Turnover by E. Kanter (bad pass; steal by G. Harris)
0:10.0,W. Barton misses 3-pt shot from 25 ft,,112-122,,
0:08.0,,,112-122,,Defensive rebound by D. Waiters
0:00.0,End of 4th quarter,,,,End of 4th quarter
