time,Cleveland,pts.away,score,pts.home,New York
3:05.0,L. James makes 2-pt shot from 2 ft,2,103-89,,
3:05.0,Shooting foul by D. Williams (drawn by L. James),,103-89,,
3:05.0,,,103-89,,Technical foul by C. Anthony
3:05.0,M. Dellavedova makes technical free throw,1,104-89,,
3:05.0,L. James makes free throw 1 of 1,1,105-89,,
2:52.0,,,105-89,,C. Anthony misses 2-pt shot from 11 ft
2:51.0,Defensive rebound by T. Thompson,,105-89,,
2:47.0,,,105-89,,Personal foul by C. Anthony
2:47.0,Official timeout,,105-89,,
2:47.0,I. Shumpert enters the game for M. Dellavedova,,105-89,,
2:47.0,L. James makes free throw 1 of 2,1,106-89,,
2:47.0,L. James makes free throw 2 of 2,1,107-89,,
2:34.0,Personal foul by I. Shumpert,,107-89,,
2:34.0,,,107-90,1,C. Anthony makes free throw 1 of 2
2:34.0,,,107-91,1,C. Anthony makes free throw 2 of 2
2:12.0,L. James misses 2-pt shot from 22 ft,,107-91,,
2:11.0,,,107-91,,Defensive rebound by D. Williams
2:03.0,,,107-91,,Shooting foul by J. Smith (drawn by C. Anthony)
2:03.0,,,107-92,1,C. Anthony makes free throw 1 of 2
2:03.0,,,107-93,1,C. Anthony makes free throw 2 of 2
1:42.0,L. James misses 2-pt shot from 3 ft,,107-93,,
1:41.0,,,107-93,,Defensive rebound by D. Williams
1:25.0,,,107-93,,K. Porzingis misses 2-pt shot from 2 ft
1:24.0,Defensive rebound by L. James,,107-93,,
1:14.0,Cleveland full timeout,,107-93,,
1:14.0,,,107-93,,S. Vujacic enters the game for A. Afflalo
1:14.0,,,107-93,,L. Amundson enters the game for C. Anthony
1:14.0,S. Kaun enters the game for L. James,,107-93,,
1:14.0,J. McRae enters the game for K. Love,,107-93,,
1:14.0,M. Williams enters the game for J. Smith,,107-93,,
1:14.0,C. Frye enters the game for T. Thompson,,107-93,,
1:02.0,J. McRae misses 2-pt shot from 18 ft,,107-93,,
1:01.0,,,107-93,,Defensive rebound by D. Williams
0:52.0,,,107-93,,Turnover by S. Vujacic (lost ball; steal by M. Williams)
0:28.0,Turnover by Team (shot clock),,107-93,,
0:20.0,,,107-93,,L. Galloway misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by Team,,107-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
