time,Memphis,pts.away,score,pts.home,Philadelphia
3:36.0,,,97-81,,T. Wroten enters the game for I. Canaan
3:35.0,Turnover by M. Barnes (bad pass; steal by N. Noel),,97-81,,
3:31.0,Flagrant foul type 1 by M. Barnes (drawn by N. Noel),,97-81,,
3:31.0,,,97-82,1,N. Noel makes flagrant free throw 1 of 2
3:31.0,,,97-83,1,N. Noel makes flagrant free throw 2 of 2
3:13.0,,,97-83,,T. Wroten misses 3-pt shot from 28 ft
3:11.0,Defensive rebound by M. Barnes,,97-83,,
2:49.0,M. Gasol misses 2-pt shot from 18 ft,,97-83,,
2:47.0,Offensive rebound by Z. Randolph,,97-83,,
2:24.0,M. Barnes makes 2-pt shot from 14 ft (assist by Z. Randolph),2,99-83,,
2:09.0,,,99-83,,Turnover by H. Thompson (bad pass; steal by M. Conley)
2:04.0,M. Barnes makes 2-pt shot from 2 ft (assist by M. Conley),2,101-83,,
2:03.0,,,101-83,,Philadelphia full timeout
2:03.0,J. Green enters the game for Z. Randolph,,101-83,,
2:03.0,V. Carter enters the game for M. Gasol,,101-83,,
1:50.0,,,101-83,,N. Stauskas enters the game for J. Okafor
1:50.0,,,101-83,,J. Grant enters the game for N. Noel
1:50.0,,,101-83,,R. Holmes enters the game for H. Thompson
1:50.0,M. Chalmers enters the game for M. Conley,,101-83,,
1:47.0,,,101-83,,N. Stauskas misses 3-pt shot from 29 ft
1:44.0,,,101-83,,Offensive rebound by R. Holmes
1:43.0,,,101-83,,Turnover by R. Holmes (lost ball; steal by M. Chalmers)
1:40.0,Turnover by M. Chalmers (bad pass),,101-83,,
1:34.0,,,101-83,,Shooting foul by J. Green (drawn by J. Grant)
1:34.0,,,101-84,1,J. Grant makes free throw 1 of 2
1:34.0,T. Allen enters the game for C. Lee,,101-84,,
1:34.0,,,101-85,1,J. Grant makes free throw 2 of 2
1:23.0,M. Chalmers misses 2-pt shot from 17 ft,,101-85,,
1:20.0,,,101-85,,Defensive rebound by J. Sampson
1:14.0,Shooting block foul by T. Allen (drawn by J. Sampson),,101-85,,
1:14.0,,,101-86,1,J. Sampson makes free throw 1 of 2
1:14.0,,,101-87,1,J. Sampson makes free throw 2 of 2
0:53.0,M. Barnes misses 3-pt shot from 27 ft,,101-87,,
0:51.0,,,101-87,,Defensive rebound by N. Stauskas
0:44.0,Shooting block foul by V. Carter (drawn by T. Wroten),,101-87,,
0:44.0,,,101-88,1,T. Wroten makes free throw 1 of 2
0:44.0,,,101-89,1,T. Wroten makes free throw 2 of 2
0:30.0,J. Green makes 2-pt shot from 3 ft (assist by M. Chalmers),2,103-89,,
0:24.0,,,103-89,,Shooting foul by M. Barnes (drawn by J. Sampson)
0:24.0,,,103-90,1,J. Sampson makes free throw 1 of 2
0:24.0,,,103-90,,J. Sampson misses free throw 2 of 2
0:24.0,Defensive rebound by M. Barnes,,103-90,,
0:12.0,Shooting foul by R. Holmes (drawn by T. Allen),,103-90,,
0:12.0,T. Allen makes free throw 1 of 2,1,104-90,,
0:12.0,T. Allen misses free throw 2 of 2,,104-90,,
0:12.0,,,104-90,,Defensive rebound by J. Grant
0:02.0,,,104-90,,J. Sampson misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by M. Chalmers,,104-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
