time,Boston,pts.away,score,pts.home,Atlanta
7:53.0,Offensive rebound by A. Bradley,,74-80,,
7:50.0,A. Bradley makes 2-pt shot from 17 ft,2,76-80,,
7:50.0,,,76-80,,Away from play foul by K. Korver
7:50.0,I. Thomas enters the game for J. Jerebko,,76-80,,
7:50.0,M. Smart makes free throw 1 of 1,1,77-80,,
7:37.0,,,77-80,,J. Teague misses 3-pt shot from 26 ft
7:36.0,Defensive rebound by J. Crowder,,77-80,,
7:23.0,M. Smart makes 3-pt shot from 24 ft (assist by I. Thomas),3,80-80,,
7:14.0,Personal foul by J. Sullinger,,80-80,,
7:00.0,,,80-80,,J. Teague misses 2-pt shot at rim
6:58.0,Defensive rebound by J. Sullinger,,80-80,,
6:49.0,J. Crowder makes 3-pt shot from 23 ft (assist by M. Smart),3,83-80,,
6:42.0,Personal foul by A. Bradley,,83-80,,
6:42.0,Boston full timeout,,83-80,,
6:42.0,E. Turner enters the game for A. Bradley,,83-80,,
6:42.0,,,83-80,,T. Sefolosha enters the game for K. Korver
6:42.0,,,83-81,1,J. Teague makes free throw 1 of 2
6:42.0,,,83-82,1,J. Teague makes free throw 2 of 2
6:22.0,J. Sullinger misses 2-pt shot from 19 ft,,83-82,,
6:21.0,,,83-82,,Defensive rebound by J. Teague
6:06.0,Personal foul by J. Sullinger,,83-82,,
6:06.0,,,83-83,1,A. Horford makes free throw 1 of 2
6:06.0,A. Johnson enters the game for J. Sullinger,,83-83,,
6:06.0,,,83-84,1,A. Horford makes free throw 2 of 2
5:56.0,I. Thomas misses 2-pt shot from 18 ft,,83-84,,
5:56.0,Offensive rebound by Team,,83-84,,
5:56.0,,,83-84,,Loose ball foul by T. Sefolosha
5:53.0,I. Thomas makes 3-pt shot from 24 ft (assist by E. Turner),3,86-84,,
5:28.0,,,86-86,2,K. Bazemore makes 2-pt shot from 1 ft
5:09.0,,,86-86,,Personal foul by T. Sefolosha
5:00.0,Turnover by E. Turner (bad pass),,86-86,,
4:41.0,,,86-86,,A. Horford misses 3-pt shot from 24 ft
4:40.0,Defensive rebound by A. Johnson,,86-86,,
4:38.0,,,86-86,,Personal foul by J. Teague
4:26.0,J. Crowder misses 2-pt shot from 16 ft,,86-86,,
4:24.0,,,86-86,,Defensive rebound by A. Horford
4:07.0,,,86-88,2,J. Teague makes 2-pt shot from 2 ft
3:52.0,Shooting foul by J. Teague (drawn by I. Thomas),,86-88,,
3:52.0,I. Thomas misses free throw 1 of 3,,86-88,,
3:52.0,Offensive rebound by Team,,86-88,,
3:52.0,I. Thomas makes free throw 2 of 3,1,87-88,,
3:52.0,,,87-88,,K. Korver enters the game for T. Sefolosha
3:52.0,I. Thomas makes free throw 3 of 3,1,88-88,,
3:39.0,,,88-88,,P. Millsap misses 2-pt shot from 7 ft
3:38.0,Defensive rebound by A. Johnson,,88-88,,
3:33.0,E. Turner misses 2-pt shot from 1 ft (block by P. Millsap),,88-88,,
3:31.0,,,88-88,,Defensive rebound by J. Teague
3:26.0,,,88-90,2,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague)
3:02.0,Turnover by A. Johnson (lost ball; steal by J. Teague),,88-90,,
2:56.0,,,88-92,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
2:32.0,Shooting foul by P. Millsap (drawn by I. Thomas),,88-92,,
2:32.0,,,88-92,,Atlanta full timeout
2:32.0,I. Thomas makes free throw 1 of 2,1,89-92,,
2:32.0,I. Thomas makes free throw 2 of 2,1,90-92,,
2:11.0,,,90-94,2,J. Teague makes 2-pt shot from 1 ft
1:54.0,Shooting foul by A. Horford (drawn by I. Thomas),,90-94,,
1:54.0,I. Thomas misses free throw 1 of 2,,90-94,,
1:54.0,Offensive rebound by Team,,90-94,,
1:54.0,I. Thomas makes free throw 2 of 2,1,91-94,,
1:36.0,,,91-94,,A. Horford misses 2-pt shot from 20 ft
1:33.0,,,91-94,,Offensive rebound by A. Horford
1:33.0,,,91-94,,Shooting foul by E. Turner (drawn by A. Horford)
1:33.0,,,91-95,1,A. Horford makes free throw 1 of 2
1:33.0,,,91-95,,T. Sefolosha enters the game for K. Korver
1:33.0,,,91-96,1,A. Horford makes free throw 2 of 2
1:33.0,Boston full timeout,,91-96,,
1:33.0,J. Jerebko enters the game for A. Johnson,,91-96,,
1:29.0,M. Smart misses 3-pt shot from 25 ft,,91-96,,
1:27.0,Offensive rebound by Team,,91-96,,
1:24.0,J. Jerebko misses 3-pt shot from 24 ft,,91-96,,
1:22.0,,,91-96,,Defensive rebound by K. Bazemore
1:08.0,,,91-96,,Turnover by J. Teague (lost ball; steal by M. Smart)
1:02.0,E. Turner misses 2-pt shot from 2 ft,,91-96,,
1:02.0,Offensive rebound by M. Smart,,91-96,,
1:02.0,M. Smart makes 2-pt shot at rim,2,93-96,,
1:02.0,,,93-96,,Atlanta full timeout
1:02.0,,,93-96,,K. Korver enters the game for T. Sefolosha
1:02.0,A. Johnson enters the game for I. Thomas,,93-96,,
0:48.0,,,93-96,,K. Korver misses 2-pt shot from 21 ft
0:46.0,Defensive rebound by M. Smart,,93-96,,
0:46.0,Boston full timeout,,93-96,,
0:46.0,,,93-96,,T. Sefolosha enters the game for K. Korver
0:46.0,I. Thomas enters the game for A. Johnson,,93-96,,
0:39.0,E. Turner misses 3-pt shot from 24 ft,,93-96,,
0:37.0,,,93-96,,Defensive rebound by A. Horford
0:37.0,Personal foul by M. Smart,,93-96,,
0:37.0,,,93-97,1,K. Bazemore makes free throw 1 of 2
0:37.0,,,93-98,1,K. Bazemore makes free throw 2 of 2
0:29.0,I. Thomas misses 2-pt shot from 1 ft (block by A. Horford),,93-98,,
0:27.0,,,93-98,,Defensive rebound by K. Bazemore
0:26.0,Personal foul by M. Smart,,93-98,,
0:26.0,,,93-98,,K. Bazemore misses free throw 1 of 2
0:26.0,,,93-98,,Offensive rebound by Team
0:26.0,J. Sullinger enters the game for J. Jerebko,,93-98,,
0:26.0,,,93-99,1,K. Bazemore makes free throw 2 of 2
0:17.0,I. Thomas makes 2-pt shot from 1 ft (assist by J. Crowder),2,95-99,,
0:17.0,,,95-99,,Atlanta full timeout
0:17.0,A. Johnson enters the game for J. Sullinger,,95-99,,
0:17.0,,,95-99,,K. Korver enters the game for P. Millsap
0:16.0,Personal take foul by I. Thomas,,95-99,,
0:16.0,,,95-99,,J. Teague misses free throw 1 of 2
0:16.0,,,95-99,,Offensive rebound by Team
0:16.0,,,95-99,,P. Millsap enters the game for K. Korver
0:16.0,J. Sullinger enters the game for A. Johnson,,95-99,,
0:16.0,,,95-100,1,J. Teague makes free throw 2 of 2
0:16.0,Boston full timeout,,95-100,,
0:12.0,I. Thomas misses 3-pt shot from 22 ft,,95-100,,
0:09.0,Offensive rebound by I. Thomas,,95-100,,
0:07.0,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas),3,98-100,,
0:05.0,Personal take foul by J. Sullinger,,98-100,,
0:05.0,J. Jerebko enters the game for J. Sullinger,,98-100,,
0:05.0,,,98-101,1,J. Teague makes free throw 1 of 2
0:05.0,,,98-102,1,J. Teague makes free throw 2 of 2
0:00.0,I. Thomas makes 3-pt shot from 30 ft,3,101-102,,
0:00.0,,,101-102,,Atlanta full timeout
0:00.0,,,101-102,,K. Korver enters the game for J. Teague
0:00.0,,,101-102,,Turnover by T. Sefolosha (lost ball; steal by M. Smart)
0:00.0,End of 4th quarter,,,,End of 4th quarter
