time,Atlanta,pts.away,score,pts.home,Toronto
5:09.0,,,89-97,,Defensive rebound by B. Biyombo
4:53.0,,,89-97,,K. Lowry misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by A. Horford,,89-97,,
4:42.0,A. Horford misses 2-pt shot from 5 ft,,89-97,,
4:42.0,,,89-97,,Defensive rebound by B. Biyombo
4:30.0,,,89-97,,Turnover by D. DeRozan (lost ball; steal by J. Teague)
4:21.0,J. Teague misses 3-pt shot from 24 ft,,89-97,,
4:20.0,,,89-97,,Defensive rebound by B. Biyombo
4:02.0,,,89-99,2,C. Joseph makes 2-pt shot from 2 ft
3:38.0,Turnover by J. Teague (lost ball; steal by K. Lowry),,89-99,,
3:33.0,,,89-101,2,K. Lowry makes 2-pt shot from 2 ft
3:28.0,Atlanta full timeout,,89-101,,
3:28.0,P. Millsap enters the game for J. Teague,,89-101,,
3:28.0,K. Bazemore enters the game for T. Sefolosha,,89-101,,
3:22.0,A. Horford misses 3-pt shot from 25 ft,,89-101,,
3:22.0,Offensive rebound by Team,,89-101,,
3:22.0,,,89-101,,Loose ball foul by K. Lowry
3:22.0,P. Millsap makes free throw 1 of 2,1,90-101,,
3:22.0,P. Millsap makes free throw 2 of 2,1,91-101,,
3:05.0,,,91-101,,D. DeRozan misses 2-pt shot from 8 ft
3:05.0,Defensive rebound by D. Schroder,,91-101,,
2:54.0,K. Bazemore misses 3-pt shot from 25 ft,,91-101,,
2:53.0,,,91-101,,Defensive rebound by D. DeRozan
2:30.0,,,91-101,,P. Patterson misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by K. Korver,,91-101,,
2:16.0,D. Schroder makes 2-pt shot from 2 ft,2,93-101,,
1:54.0,,,93-101,,Offensive foul by C. Joseph
1:54.0,,,93-101,,Turnover by C. Joseph (offensive foul)
1:42.0,,,93-101,,Personal foul by D. DeRozan
1:42.0,P. Millsap misses free throw 1 of 2,,93-101,,
1:42.0,Offensive rebound by Team,,93-101,,
1:42.0,P. Millsap makes free throw 2 of 2,1,94-101,,
1:42.0,,,94-101,,Toronto full timeout
1:26.0,,,94-101,,Shooting foul by P. Millsap (drawn by D. DeRozan)
1:26.0,,,94-102,1,D. DeRozan makes free throw 1 of 2
1:26.0,,,94-102,,D. DeRozan misses free throw 2 of 2
1:25.0,Defensive rebound by K. Bazemore,,94-102,,
1:10.0,P. Millsap misses 2-pt shot from 2 ft (block by B. Biyombo),,94-102,,
1:10.0,Offensive rebound by Team,,94-102,,
1:05.0,A. Horford makes 2-pt shot from 21 ft (assist by K. Korver),2,96-102,,
0:42.0,,,96-102,,P. Patterson misses 2-pt shot from 9 ft
0:42.0,Defensive rebound by K. Bazemore,,96-102,,
0:33.0,Turnover by D. Schroder (offensive foul),,96-102,,
0:33.0,Offensive charge foul by D. Schroder,,96-102,,
0:33.0,,,96-102,,J. Valanciunas enters the game for B. Biyombo
0:26.0,Personal foul by K. Bazemore,,96-102,,
0:26.0,,,96-103,1,D. DeRozan makes free throw 1 of 2
0:26.0,,,96-103,,B. Biyombo enters the game for J. Valanciunas
0:26.0,,,96-104,1,D. DeRozan makes free throw 2 of 2
0:26.0,Atlanta full timeout,,96-104,,
0:22.0,Turnover by P. Millsap (bad pass),,96-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
