time,Memphis,pts.away,score,pts.home,Portland
6:50.0,,,80-68,3,A. Crabbe makes 3-pt shot from 24 ft
6:25.0,M. Conley misses 3-pt shot from 24 ft,,80-68,,
6:24.0,,,80-68,,Defensive rebound by M. Leonard
6:18.0,,,80-68,,C. McCollum misses 2-pt shot from 6 ft (block by M. Gasol)
6:18.0,,,80-68,,Offensive rebound by Team
6:11.0,,,80-71,3,D. Lillard makes 3-pt shot from 26 ft
5:50.0,T. Allen misses 2-pt shot from 7 ft,,80-71,,
5:48.0,Offensive rebound by T. Allen,,80-71,,
5:38.0,Memphis full timeout,,80-71,,
5:38.0,Official timeout,,80-71,,
5:38.0,C. Lee enters the game for J. Green,,80-71,,
5:28.0,M. Gasol misses 2-pt shot from 6 ft,,80-71,,
5:27.0,,,80-71,,Defensive rebound by C. McCollum
5:16.0,,,80-71,,A. Aminu misses 3-pt shot from 24 ft
5:14.0,Defensive rebound by T. Allen,,80-71,,
5:02.0,M. Conley makes 2-pt shot from 2 ft,2,82-71,,
4:54.0,,,82-73,2,A. Crabbe makes 2-pt shot from 19 ft (assist by D. Lillard)
4:37.0,M. Conley misses 2-pt shot from 12 ft,,82-73,,
4:37.0,Offensive rebound by Z. Randolph,,82-73,,
4:36.0,Z. Randolph makes 2-pt shot from 3 ft,2,84-73,,
4:21.0,,,84-76,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
3:55.0,Z. Randolph makes 2-pt shot from 19 ft,2,86-76,,
3:44.0,,,86-76,,D. Lillard misses 3-pt shot from 27 ft
3:43.0,Defensive rebound by Z. Randolph,,86-76,,
3:26.0,M. Gasol makes 2-pt shot from 7 ft (assist by M. Conley),2,88-76,,
3:26.0,,,88-76,,Portland full timeout
3:21.0,,,88-76,,Turnover by M. Leonard (lost ball; steal by Z. Randolph)
2:59.0,Z. Randolph misses 2-pt shot from 10 ft,,88-76,,
2:58.0,,,88-76,,Defensive rebound by M. Leonard
2:47.0,,,88-76,,D. Lillard misses 3-pt shot from 24 ft
2:45.0,Defensive rebound by Z. Randolph,,88-76,,
2:34.0,M. Conley misses 2-pt shot from 3 ft,,88-76,,
2:34.0,,,88-76,,Defensive rebound by M. Leonard
2:22.0,,,88-76,,C. McCollum misses 2-pt shot from 1 ft
2:22.0,Defensive rebound by M. Gasol,,88-76,,
2:03.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,90-76,,
1:51.0,,,90-76,,C. McCollum misses 2-pt shot from 2 ft
1:50.0,Defensive rebound by Z. Randolph,,90-76,,
1:36.0,,,90-76,,Personal foul by A. Aminu (drawn by Z. Randolph)
1:29.0,M. Gasol misses 2-pt shot from 20 ft,,90-76,,
1:28.0,Offensive rebound by Z. Randolph,,90-76,,
1:09.0,M. Conley misses 2-pt shot from 19 ft,,90-76,,
1:08.0,,,90-76,,Defensive rebound by A. Crabbe
1:05.0,,,90-78,2,M. Leonard makes 2-pt shot from 1 ft (assist by D. Lillard)
1:04.0,,,90-78,,Personal take foul by C. McCollum (drawn by M. Conley)
1:04.0,M. Conley misses free throw 1 of 2,,90-78,,
1:04.0,Offensive rebound by Team,,90-78,,
1:04.0,M. Chalmers enters the game for Z. Randolph,,90-78,,
1:04.0,,,90-78,,T. Frazier enters the game for A. Aminu
1:04.0,,,90-78,,P. Connaughton enters the game for C. McCollum
1:04.0,,,90-78,,N. Vonleh enters the game for D. Lillard
1:04.0,R. Hollins enters the game for M. Gasol,,90-78,,
1:04.0,M. Conley makes free throw 2 of 2,1,91-78,,
1:00.0,J. Green enters the game for M. Conley,,91-78,,
0:46.0,,,91-78,,Turnover by T. Frazier (traveling)
0:26.0,R. Hollins misses 2-pt shot from 5 ft,,91-78,,
0:26.0,Offensive rebound by Team,,91-78,,
0:23.0,M. Chalmers misses 3-pt shot from 25 ft,,91-78,,
0:21.0,Offensive rebound by R. Hollins,,91-78,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
