time,LA Lakers,pts.away,score,pts.home,LA Clippers
3:03.0,,,86-98,,J. Redick enters the game for A. Rivers
2:37.0,J. Randle makes 2-pt shot from 9 ft,2,88-98,,
2:19.0,,,88-100,2,C. Paul makes 2-pt shot from 9 ft
2:06.0,Turnover by J. Randle (lost ball; steal by J. Redick),,88-100,,
2:00.0,,,88-103,3,C. Paul makes 3-pt shot from 26 ft
1:47.0,R. Hibbert makes 2-pt shot from 17 ft (assist by A. Brown),2,90-103,,
1:39.0,,,90-103,,LA Clippers full timeout
1:39.0,,,90-103,,A. Rivers enters the game for D. Jordan
1:39.0,,,90-103,,P. Prigioni enters the game for J. Redick
1:39.0,,,90-103,,J. Ayres enters the game for C. Paul
1:39.0,,,90-103,,C. Wilcox enters the game for J. Crawford
1:28.0,,,90-105,2,C. Wilcox makes 2-pt shot from 12 ft
1:14.0,A. Brown misses 2-pt shot from 18 ft,,90-105,,
1:12.0,,,90-105,,Defensive rebound by C. Wilcox
1:00.0,,,90-105,,Turnover by A. Rivers (bad pass)
0:48.0,R. Hibbert misses 2-pt shot from 14 ft,,90-105,,
0:47.0,,,90-105,,Defensive rebound by L. Stephenson
0:32.0,,,90-105,,C. Wilcox misses 2-pt shot from 17 ft
0:30.0,Defensive rebound by J. Clarkson,,90-105,,
0:24.0,J. Clarkson misses 3-pt shot from 27 ft,,90-105,,
0:23.0,Offensive rebound by R. Hibbert,,90-105,,
0:12.0,J. Randle makes 3-pt shot from 25 ft (assist by A. Brown),3,93-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
