time,San Antonio,pts.away,score,pts.home,New Orleans
1:11.0,,,90-102,,A. Davis misses 2-pt shot from 2 ft (block by K. Anderson)
1:09.0,Defensive rebound by J. Simmons,,90-102,,
1:02.0,R. McCallum misses 2-pt shot from 1 ft (block by A. Davis),,90-102,,
1:01.0,,,90-102,,Defensive rebound by I. Smith
0:38.0,,,90-102,,T. Douglas misses 3-pt shot from 25 ft
0:37.0,,,90-102,,Offensive rebound by R. Anderson
0:36.0,,,90-104,2,R. Anderson makes 2-pt shot from 1 ft
0:25.0,J. Simmons misses 2-pt shot at rim,,90-104,,
0:23.0,,,90-104,,Defensive rebound by R. Anderson
0:02.0,,,90-104,,Turnover by Team (shot clock)
0:02.0,,,90-104,,A. Ajinca enters the game for A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
