time,LA Lakers,pts.away,score,pts.home,San Antonio
1:59.0,,,99-101,2,T. Parker makes 2-pt shot from 17 ft
1:42.0,K. Bryant misses 2-pt shot from 15 ft,,99-101,,
1:41.0,,,99-101,,Defensive rebound by K. Leonard
1:24.0,,,99-101,,T. Parker misses 2-pt shot from 17 ft
1:22.0,Defensive rebound by J. Randle,,99-101,,
1:12.0,Shooting foul by D. West (drawn by J. Randle),,99-101,,
1:12.0,LA Lakers full timeout,,99-101,,
1:12.0,J. Randle misses free throw 1 of 2,,99-101,,
1:12.0,Offensive rebound by Team,,99-101,,
1:12.0,J. Randle makes free throw 2 of 2,1,100-101,,
1:02.0,Violation by B. Bass (def goaltending),,100-101,,
1:02.0,,,100-103,2,T. Parker makes 2-pt shot from 1 ft (assist by L. Aldridge)
0:51.0,K. Bryant misses 3-pt shot from 24 ft,,100-103,,
0:49.0,Offensive rebound by J. Randle,,100-103,,
0:47.0,Turnover by J. Randle (bad pass),,100-103,,
0:47.0,LA Lakers full timeout,,100-103,,
0:47.0,N. Young enters the game for J. Randle,,100-103,,
0:47.0,,,100-103,,San Antonio full timeout
0:47.0,,,100-103,,K. Anderson enters the game for D. West
0:32.0,,,100-105,2,L. Aldridge makes 2-pt shot from 4 ft (assist by D. Green)
0:32.0,,,100-105,,Shooting foul by J. Clarkson (drawn by L. Aldridge)
0:32.0,,,100-105,,L. Aldridge misses free throw 1 of 1
0:31.0,Defensive rebound by Team,,100-105,,
0:31.0,,,100-105,,Loose ball foul by K. Leonard (drawn by K. Bryant)
0:31.0,K. Bryant makes free throw 1 of 2,1,101-105,,
0:31.0,K. Bryant makes free throw 2 of 2,1,102-105,,
0:16.0,,,102-105,,San Antonio full timeout
0:16.0,,,102-105,,B. Diaw enters the game for K. Anderson
0:09.0,,,102-105,,D. Green misses 2-pt shot from 18 ft
0:07.0,,,102-105,,Offensive rebound by K. Leonard
0:01.0,Personal foul by K. Bryant (drawn by B. Diaw),,102-105,,
0:01.0,,,102-105,,B. Diaw misses free throw 1 of 2
0:01.0,,,102-105,,Offensive rebound by Team
0:01.0,,,102-106,1,B. Diaw makes free throw 2 of 2
0:01.0,LA Lakers full timeout,,102-106,,
0:00.0,L. Williams misses 3-pt shot from 25 ft,,102-106,,
0:00.0,Offensive rebound by Team,,102-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
