time,Cleveland,pts.away,score,pts.home,Chicago
0:36.0,Defensive rebound by Team,,99-104,,
0:31.0,L. James makes 2-pt shot from 1 ft,2,101-104,,
0:09.0,,,101-104,,J. Butler misses 2-pt shot from 16 ft
0:09.0,Defensive rebound by J. Smith,,101-104,,
0:09.0,,,101-104,,Loose ball foul by C. Felicio
0:09.0,J. Smith makes free throw 1 of 2,1,102-104,,
0:09.0,,,102-104,,P. Gasol enters the game for J. Holiday
0:09.0,T. Thompson enters the game for K. Irving,,102-104,,
0:09.0,J. Smith misses free throw 2 of 2,,102-104,,
0:05.0,Offensive rebound by J. Smith,,102-104,,
0:03.0,M. Dellavedova misses 3-pt shot from 25 ft,,102-104,,
0:03.0,,,102-104,,Defensive rebound by P. Gasol
0:03.0,,,102-104,,N. Mirotic enters the game for C. Felicio
0:03.0,K. Irving enters the game for K. Love,,102-104,,
0:03.0,,,102-104,,Chicago full timeout
0:02.0,Personal foul by T. Thompson,,102-104,,
0:02.0,,,102-104,,P. Gasol misses free throw 1 of 2
0:02.0,,,102-104,,Offensive rebound by Team
0:02.0,K. Love enters the game for T. Thompson,,102-104,,
0:02.0,,,102-105,1,P. Gasol makes free throw 2 of 2
0:02.0,Cleveland full timeout,,102-105,,
0:02.0,,,102-105,,J. Holiday enters the game for N. Mirotic
0:00.0,J. Smith misses 3-pt shot from 25 ft (block by J. Holiday),,102-105,,
0:00.0,Offensive rebound by Team,,102-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
