time,Charlotte,pts.away,score,pts.home,Indiana
0:42.0,B. Roberts makes 2-pt shot from 1 ft,2,115-90,,
0:34.0,,,115-90,,J. Young misses 2-pt shot from 20 ft
0:33.0,,,115-90,,Offensive rebound by C. Budinger
0:33.0,,,115-92,2,C. Budinger makes 2-pt shot at rim
0:23.0,B. Roberts makes 2-pt shot at rim,2,117-92,,
0:23.0,Shooting foul by J. Young (drawn by B. Roberts),,117-92,,
0:23.0,B. Roberts misses free throw 1 of 1,,117-92,,
0:23.0,,,117-92,,Defensive rebound by L. Allen
0:07.0,,,117-95,3,G. Robinson makes 3-pt shot from 26 ft (assist by S. Hill)
0:00.0,End of 4th quarter,,,,End of 4th quarter
