time,Indiana,pts.away,score,pts.home,New York
2:50.0,Offensive rebound by Team,,84-83,,
2:50.0,I. Mahinmi makes free throw 2 of 2,1,85-83,,
2:31.0,,,85-83,,Shooting foul by M. Turner (drawn by S. Vujacic)
2:31.0,,,85-84,1,S. Vujacic makes free throw 1 of 2
2:31.0,,,85-85,1,S. Vujacic makes free throw 2 of 2
2:21.0,Turnover by M. Ellis (lost ball; steal by S. Vujacic),,85-85,,
2:16.0,,,85-85,,Turnover by S. Vujacic (lost ball; steal by P. George)
2:12.0,P. George misses 2-pt shot from 2 ft (block by R. Lopez),,85-85,,
2:11.0,,,85-85,,Defensive rebound by S. Vujacic
1:58.0,,,85-85,,New York full timeout
1:51.0,,,85-85,,A. Afflalo misses 2-pt shot from 22 ft
1:50.0,Defensive rebound by I. Mahinmi,,85-85,,
1:27.0,M. Ellis misses 3-pt shot from 25 ft,,85-85,,
1:26.0,,,85-85,,Defensive rebound by A. Afflalo
1:18.0,Personal foul by G. Hill,,85-85,,
1:18.0,,,85-86,1,A. Afflalo makes free throw 1 of 2
1:18.0,,,85-87,1,A. Afflalo makes free throw 2 of 2
0:59.0,Shooting foul by K. Seraphin (drawn by I. Mahinmi),,85-87,,
0:59.0,I. Mahinmi makes free throw 1 of 2,1,86-87,,
0:59.0,I. Mahinmi makes free throw 2 of 2,1,87-87,,
0:47.0,,,87-87,,S. Vujacic misses 3-pt shot from 24 ft
0:46.0,Defensive rebound by M. Ellis,,87-87,,
0:39.0,Indiana full timeout,,87-87,,
0:31.0,M. Ellis misses 2-pt shot from 2 ft (block by K. Seraphin),,87-87,,
0:30.0,Offensive rebound by Team,,87-87,,
0:30.0,Indiana full timeout,,87-87,,
0:24.0,P. George makes 2-pt shot from 19 ft,2,89-87,,
0:24.0,,,89-87,,New York full timeout
0:20.0,,,89-87,,S. Vujacic misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by M. Ellis,,89-87,,
0:17.0,,,89-87,,Personal foul by L. Galloway
0:17.0,M. Ellis makes free throw 1 of 2,1,90-87,,
0:17.0,M. Ellis makes free throw 2 of 2,1,91-87,,
0:17.0,,,91-87,,New York full timeout
0:17.0,,,91-87,,Turnover by A. Afflalo (step out of bounds)
0:17.0,S. Hill enters the game for I. Mahinmi,,91-87,,
0:16.0,Turnover by G. Hill (lost ball),,91-87,,
0:16.0,I. Mahinmi enters the game for M. Turner,,91-87,,
0:11.0,,,91-87,,A. Afflalo misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by G. Hill,,91-87,,
0:09.0,,,91-87,,Personal foul by S. Vujacic
0:09.0,G. Hill misses free throw 1 of 2,,91-87,,
0:09.0,Offensive rebound by Team,,91-87,,
0:09.0,G. Hill makes free throw 2 of 2,1,92-87,,
0:02.0,,,92-87,,A. Afflalo misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by P. George,,92-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
