time,Dallas,pts.away,score,pts.home,Denver
5:52.0,D. Lee misses 2-pt shot from 2 ft (block by K. Faried),,93-87,,
5:50.0,,,93-87,,Defensive rebound by E. Mudiay
5:45.0,,,93-87,,D. Augustin misses 2-pt shot from 1 ft
5:43.0,,,93-87,,Offensive rebound by K. Faried
5:37.0,,,93-87,,E. Mudiay misses 3-pt shot from 25 ft
5:36.0,,,93-87,,Offensive rebound by K. Faried
5:29.0,,,93-87,,Turnover by D. Augustin (lost ball; steal by W. Matthews)
5:17.0,Offensive charge foul by D. Lee,,93-87,,
5:17.0,Turnover by D. Lee (offensive foul),,93-87,,
5:05.0,,,93-87,,E. Mudiay misses 2-pt shot from 2 ft
5:04.0,Defensive rebound by W. Matthews,,93-87,,
4:59.0,Turnover by J. Barea (step out of bounds),,93-87,,
4:45.0,,,93-90,3,G. Harris makes 3-pt shot from 25 ft (assist by D. Augustin)
4:34.0,Dallas full timeout,,93-90,,
4:34.0,D. Nowitzki enters the game for D. Lee,,93-90,,
4:18.0,W. Matthews misses 3-pt shot from 26 ft,,93-90,,
4:17.0,,,93-90,,Defensive rebound by E. Mudiay
3:57.0,,,93-92,2,G. Harris makes 2-pt shot from 3 ft
3:44.0,D. Nowitzki misses 3-pt shot from 25 ft,,93-92,,
3:43.0,,,93-92,,Defensive rebound by W. Barton
3:24.0,,,93-92,,W. Barton misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by C. Parsons,,93-92,,
3:12.0,J. Barea misses 3-pt shot from 24 ft,,93-92,,
3:11.0,,,93-92,,Defensive rebound by D. Augustin
3:06.0,,,93-95,3,D. Augustin makes 3-pt shot from 26 ft
2:39.0,D. Williams makes 3-pt shot from 25 ft (assist by J. Barea),3,96-95,,
2:21.0,,,96-97,2,E. Mudiay makes 2-pt shot from 10 ft
2:00.0,D. Williams makes 3-pt shot from 25 ft (assist by J. Barea),3,99-97,,
1:48.0,,,99-97,,Shooting foul by D. Nowitzki (drawn by W. Barton)
1:48.0,,,99-97,,W. Barton misses free throw 1 of 2
1:48.0,,,99-97,,Offensive rebound by Team
1:48.0,,,99-98,1,W. Barton makes free throw 2 of 2
1:27.0,D. Nowitzki misses 3-pt shot from 26 ft,,99-98,,
1:25.0,,,99-98,,Defensive rebound by W. Barton
1:21.0,,,99-100,2,W. Barton makes 2-pt shot from 6 ft
1:21.0,Dallas full timeout,,99-100,,
1:10.0,D. Williams makes 3-pt shot from 25 ft (assist by W. Matthews),3,102-100,,
0:59.0,,,102-102,2,K. Faried makes 2-pt shot from 1 ft (assist by E. Mudiay)
0:41.0,D. Williams makes 2-pt shot from 3 ft,2,104-102,,
0:41.0,,,104-102,,Denver full timeout
0:41.0,R. Felton enters the game for D. Nowitzki,,104-102,,
0:41.0,D. Lee enters the game for J. Barea,,104-102,,
0:29.0,,,104-102,,E. Mudiay misses 2-pt shot from 10 ft
0:28.0,Defensive rebound by C. Parsons,,104-102,,
0:24.0,,,104-102,,Personal take foul by W. Barton (drawn by W. Matthews)
0:24.0,D. Nowitzki enters the game for D. Lee,,104-102,,
0:21.0,D. Williams makes 2-pt shot from 2 ft (assist by C. Parsons),2,106-102,,
0:21.0,,,106-102,,Denver full timeout
0:21.0,D. Lee enters the game for D. Nowitzki,,106-102,,
0:21.0,,,106-102,,D. Arthur enters the game for D. Augustin
0:08.0,Shooting block foul by W. Matthews (drawn by W. Barton),,106-102,,
0:08.0,,,106-103,1,W. Barton makes free throw 1 of 2
0:08.0,D. Nowitzki enters the game for R. Felton,,106-103,,
0:08.0,Z. Pachulia enters the game for C. Parsons,,106-103,,
0:08.0,,,106-104,1,W. Barton makes free throw 2 of 2
0:08.0,Dallas full timeout,,106-104,,
0:08.0,C. Parsons enters the game for Z. Pachulia,,106-104,,
0:08.0,R. Felton enters the game for D. Lee,,106-104,,
0:08.0,,,106-104,,D. Augustin enters the game for D. Arthur
0:07.0,Turnover by C. Parsons (bad pass; steal by E. Mudiay),,106-104,,
0:03.0,,,106-106,2,K. Faried makes 2-pt shot from 2 ft (assist by E. Mudiay)
0:00.0,R. Felton misses 3-pt shot from 40 ft,,106-106,,
0:00.0,Offensive rebound by Team,,106-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,,,106-106,,E. Mudiay misses 2-pt shot from 14 ft
4:44.0,Defensive rebound by W. Matthews,,106-106,,
4:30.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by C. Parsons),2,108-106,,
4:10.0,,,108-106,,W. Barton misses 2-pt shot from 11 ft
4:09.0,,,108-106,,Offensive rebound by K. Faried
4:04.0,,,108-106,,E. Mudiay misses 2-pt shot at rim
4:03.0,Defensive rebound by W. Matthews,,108-106,,
4:02.0,,,108-106,,Personal foul by K. Faried (drawn by W. Matthews)
3:42.0,W. Matthews misses 3-pt shot from 26 ft,,108-106,,
3:41.0,,,108-106,,Defensive rebound by K. Faried
3:30.0,,,108-108,2,W. Barton makes 2-pt shot from 2 ft
3:13.0,D. Williams misses 2-pt shot from 3 ft,,108-108,,
3:13.0,,,108-108,,Defensive rebound by E. Mudiay
3:11.0,Personal foul by W. Matthews (drawn by E. Mudiay),,108-108,,
2:55.0,,,108-108,,W. Barton misses 2-pt shot from 22 ft
2:53.0,Defensive rebound by D. Nowitzki,,108-108,,
2:36.0,D. Nowitzki misses 2-pt shot from 20 ft,,108-108,,
2:35.0,,,108-108,,Defensive rebound by G. Harris
2:15.0,,,108-108,,E. Mudiay misses 2-pt shot from 13 ft
2:14.0,Defensive rebound by C. Parsons,,108-108,,
2:04.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by D. Williams),3,111-108,,
2:03.0,,,111-108,,Denver full timeout
1:40.0,,,111-108,,K. Faried misses 2-pt shot from 5 ft
1:39.0,Defensive rebound by C. Parsons,,111-108,,
1:22.0,W. Matthews misses 3-pt shot from 24 ft,,111-108,,
1:21.0,,,111-108,,Defensive rebound by K. Faried
0:59.0,,,111-108,,E. Mudiay misses 3-pt shot from 27 ft
0:57.0,,,111-108,,Offensive rebound by G. Harris
0:54.0,,,111-111,3,D. Augustin makes 3-pt shot from 26 ft (assist by G. Harris)
0:54.0,Dallas full timeout,,111-111,,
0:35.0,Shooting foul by W. Barton (drawn by W. Matthews),,111-111,,
0:35.0,W. Matthews makes free throw 1 of 3,1,112-111,,
0:35.0,W. Matthews makes free throw 2 of 3,1,113-111,,
0:35.0,D. Lee enters the game for D. Nowitzki,,113-111,,
0:35.0,W. Matthews makes free throw 3 of 3,1,114-111,,
0:35.0,,,114-111,,Denver full timeout
0:29.0,,,114-114,3,D. Augustin makes 3-pt shot from 24 ft
0:29.0,Dallas full timeout,,114-114,,
0:29.0,D. Nowitzki enters the game for D. Lee,,114-114,,
0:18.0,D. Williams misses 2-pt shot from 3 ft,,114-114,,
0:17.0,,,114-114,,Defensive rebound by Team
0:17.0,D. Lee enters the game for D. Nowitzki,,114-114,,
0:04.0,Personal take foul by R. Felton (drawn by D. Augustin),,114-114,,
0:04.0,,,114-114,,Denver full timeout
0:04.0,,,114-114,,N. Jokic enters the game for K. Faried
0:01.0,,,114-114,,Shooting foul by R. Felton (drawn by D. Augustin)
0:01.0,,,114-115,1,D. Augustin makes free throw 1 of 2
0:01.0,,,114-115,,K. Faried enters the game for W. Barton
0:01.0,D. Nowitzki enters the game for R. Felton,,114-115,,
0:01.0,Z. Pachulia enters the game for C. Parsons,,114-115,,
0:01.0,,,114-116,1,D. Augustin makes free throw 2 of 2
0:01.0,Dallas full timeout,,114-116,,
0:01.0,R. Felton enters the game for Z. Pachulia,,114-116,,
0:01.0,C. Parsons enters the game for D. Lee,,114-116,,
0:01.0,,,114-116,,W. Barton enters the game for D. Augustin
0:00.0,W. Matthews misses 3-pt shot from 22 ft (block by E. Mudiay),,114-116,,
0:00.0,Offensive rebound by Team,,114-116,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
