time,Golden State,pts.away,score,pts.home,Phoenix
5:17.0,S. Livingston makes free throw 2 of 2,1,121-99,,
5:09.0,,,121-99,,Turnover by D. Booker (bad pass; steal by I. Clark)
5:05.0,I. Clark makes 2-pt shot at rim,2,123-99,,
4:51.0,,,123-101,2,T. Warren makes 2-pt shot from 16 ft (assist by E. Bledsoe)
4:22.0,L. Barbosa makes 3-pt shot from 23 ft (assist by D. Green),3,126-101,,
4:14.0,,,126-101,,Shooting foul by D. Green (drawn by A. Goodwin)
4:14.0,,,126-102,1,A. Goodwin makes free throw 1 of 2
4:14.0,J. Thompson enters the game for D. Green,,126-102,,
4:14.0,B. Rush enters the game for S. Livingston,,126-102,,
4:14.0,,,126-102,,A. Len enters the game for E. Bledsoe
4:14.0,,,126-102,,S. Weems enters the game for B. Knight
4:14.0,,,126-102,,A. Goodwin misses free throw 2 of 2
4:12.0,Defensive rebound by K. Thompson,,126-102,,
3:55.0,Turnover by K. Thompson (bad pass; steal by T. Warren),,126-102,,
3:53.0,,,126-104,2,T. Warren makes 2-pt shot at rim
3:49.0,Golden State full timeout,,126-104,,
3:49.0,D. Green enters the game for K. Thompson,,126-104,,
3:33.0,I. Clark makes 2-pt shot from 10 ft,2,128-104,,
3:13.0,,,128-104,,Shooting foul by J. Thompson (drawn by A. Goodwin)
3:13.0,,,128-105,1,A. Goodwin makes free throw 1 of 2
3:13.0,,,128-106,1,A. Goodwin makes free throw 2 of 2
2:57.0,I. Clark misses 2-pt shot from 2 ft,,128-106,,
2:55.0,Offensive rebound by D. Green,,128-106,,
2:55.0,D. Green makes 2-pt shot at rim,2,130-106,,
2:50.0,Personal take foul by D. Green (drawn by D. Booker),,130-106,,
2:50.0,,,130-107,1,D. Booker makes free throw 1 of 2
2:50.0,F. Ezeli enters the game for D. Green,,130-107,,
2:50.0,,,130-107,,D. Booker misses free throw 2 of 2
2:49.0,Defensive rebound by F. Ezeli,,130-107,,
2:36.0,Turnover by I. Clark (bad pass; steal by A. Goodwin),,130-107,,
2:33.0,,,130-107,,Shooting foul by F. Ezeli (drawn by A. Goodwin)
2:33.0,,,130-108,1,A. Goodwin makes free throw 1 of 2
2:33.0,,,130-108,,A. Goodwin misses free throw 2 of 2
2:32.0,Defensive rebound by J. Thompson,,130-108,,
2:24.0,,,130-108,,Personal foul by T. Warren (drawn by J. Thompson)
2:20.0,B. Rush makes 3-pt shot from 26 ft (assist by J. Thompson),3,133-108,,
2:04.0,,,133-110,2,D. Booker makes 2-pt shot from 2 ft (assist by S. Weems)
2:04.0,,,133-110,,Shooting foul by I. Clark (drawn by D. Booker)
2:04.0,,,133-111,1,D. Booker makes free throw 1 of 1
1:52.0,B. Rush misses 2-pt shot from 18 ft,,133-111,,
1:49.0,,,133-111,,Defensive rebound by S. Weems
1:45.0,,,133-111,,D. Booker misses 2-pt shot from 6 ft (block by F. Ezeli)
1:43.0,Defensive rebound by F. Ezeli,,133-111,,
1:38.0,B. Rush misses 3-pt shot from 24 ft,,133-111,,
1:36.0,,,133-111,,Defensive rebound by A. Goodwin
1:33.0,,,133-113,2,A. Goodwin makes 2-pt shot from 2 ft
1:33.0,,,133-113,,Shooting foul by I. Clark (drawn by A. Goodwin)
1:33.0,,,133-114,1,A. Goodwin makes free throw 1 of 1
1:20.0,B. Rush misses 2-pt shot at rim,,133-114,,
1:17.0,,,133-114,,Defensive rebound by A. Len
1:10.0,,,133-114,,T. Warren misses 2-pt shot from 17 ft
1:08.0,Defensive rebound by J. Thompson,,133-114,,
0:58.0,I. Clark misses 3-pt shot from 24 ft,,133-114,,
0:56.0,,,133-114,,Defensive rebound by T. Warren
0:45.0,,,133-114,,Shooting foul by F. Ezeli (drawn by A. Len)
0:45.0,,,133-115,1,A. Len makes free throw 1 of 2
0:45.0,,,133-116,1,A. Len makes free throw 2 of 2
0:34.0,F. Ezeli makes 2-pt shot from 17 ft (assist by I. Clark),2,135-116,,
0:21.0,,,135-116,,T. Warren misses 2-pt shot from 2 ft
0:18.0,,,135-116,,Offensive rebound by A. Len
0:18.0,,,135-116,,A. Len misses 2-pt shot from 2 ft
0:15.0,Defensive rebound by B. Rush,,135-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
