time,Utah,pts.away,score,pts.home,Phoenix
2:03.0,,,91-80,,M. Morris misses 2-pt shot from 2 ft (block by R. Gobert)
2:03.0,,,91-80,,Offensive rebound by Team
2:03.0,Loose ball foul by G. Hayward (drawn by T. Chandler),,91-80,,
2:03.0,,,91-81,1,T. Chandler makes free throw 1 of 2
2:03.0,,,91-82,1,T. Chandler makes free throw 2 of 2
2:03.0,,,91-82,,Personal take foul by A. Goodwin (drawn by R. Gobert)
2:03.0,R. Gobert makes free throw 1 of 2,1,92-82,,
2:03.0,R. Gobert makes free throw 2 of 2,1,93-82,,
1:52.0,,,93-85,3,D. Booker makes 3-pt shot from 25 ft (assist by A. Goodwin)
1:41.0,,,93-85,,Personal foul by M. Morris (drawn by D. Favors)
1:41.0,D. Favors misses free throw 1 of 2,,93-85,,
1:41.0,Offensive rebound by Team,,93-85,,
1:41.0,D. Favors makes free throw 2 of 2,1,94-85,,
1:34.0,,,94-88,3,D. Booker makes 3-pt shot from 24 ft (assist by A. Goodwin)
1:22.0,,,94-88,,Personal foul by T. Chandler (drawn by R. Gobert)
1:22.0,R. Gobert makes free throw 1 of 2,1,95-88,,
1:22.0,R. Gobert makes free throw 2 of 2,1,96-88,,
1:22.0,,,96-88,,Phoenix full timeout
1:22.0,,,96-88,,M. Teletovic enters the game for T. Chandler
1:22.0,T. Booker enters the game for D. Favors,,96-88,,
1:17.0,Personal foul by R. Neto (drawn by M. Morris),,96-88,,
1:17.0,,,96-88,,M. Morris misses free throw 1 of 2
1:17.0,,,96-88,,Offensive rebound by Team
1:17.0,,,96-88,,T. Chandler enters the game for M. Teletovic
1:17.0,D. Favors enters the game for T. Booker,,96-88,,
1:17.0,,,96-89,1,M. Morris makes free throw 2 of 2
0:59.0,R. Hood misses 2-pt shot from 3 ft,,96-89,,
0:58.0,Offensive rebound by Team,,96-89,,
0:46.0,D. Favors misses 3-pt shot from 26 ft,,96-89,,
0:46.0,,,96-89,,Defensive rebound by T. Chandler
0:41.0,,,96-89,,A. Goodwin misses 3-pt shot from 26 ft
0:40.0,Defensive rebound by R. Hood,,96-89,,
0:30.0,D. Favors makes 2-pt shot at rim (assist by R. Gobert),2,98-89,,
0:30.0,,,98-89,,Phoenix full timeout
0:30.0,,,98-89,,M. Teletovic enters the game for T. Chandler
0:30.0,T. Booker enters the game for D. Favors,,98-89,,
0:23.0,,,98-89,,D. Booker misses 2-pt shot from 19 ft
0:21.0,Defensive rebound by G. Hayward,,98-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
