time,Atlanta,pts.away,score,pts.home,Boston
4:23.0,A. Horford misses 2-pt shot from 6 ft,,98-104,,
4:22.0,Offensive rebound by A. Horford,,98-104,,
4:18.0,Turnover by J. Teague (lost ball; steal by E. Turner),,98-104,,
4:13.0,,,98-104,,Turnover by E. Turner (lost ball; steal by J. Teague)
4:12.0,,,98-104,,Personal foul by E. Turner
3:50.0,K. Bazemore makes 2-pt shot from 3 ft,2,100-104,,
3:30.0,,,100-104,,J. Jerebko misses 3-pt shot from 24 ft
3:29.0,Defensive rebound by K. Bazemore,,100-104,,
3:20.0,K. Bazemore misses 2-pt shot from 4 ft (block by J. Jerebko),,100-104,,
3:19.0,,,100-104,,Defensive rebound by J. Jerebko
3:14.0,,,100-104,,M. Smart misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by A. Horford,,100-104,,
3:07.0,A. Horford misses 2-pt shot from 2 ft (block by M. Smart),,100-104,,
3:06.0,,,100-104,,Defensive rebound by J. Jerebko
3:02.0,Shooting block foul by K. Bazemore (drawn by I. Thomas),,100-104,,
3:02.0,,,100-105,1,I. Thomas makes free throw 1 of 2
3:02.0,,,100-105,,A. Johnson enters the game for J. Crowder
3:02.0,,,100-105,,I. Thomas misses free throw 2 of 2
3:02.0,Defensive rebound by K. Bazemore,,100-105,,
2:56.0,Atlanta full timeout,,100-105,,
2:56.0,T. Sefolosha enters the game for K. Bazemore,,100-105,,
2:47.0,,,100-105,,Personal foul by M. Smart
2:34.0,K. Korver misses 3-pt shot from 41 ft,,100-105,,
2:33.0,Offensive rebound by Team,,100-105,,
2:33.0,Turnover by Team (shot clock),,100-105,,
2:19.0,,,100-105,,Turnover by E. Turner (lost ball; steal by K. Korver)
2:15.0,Shooting foul by J. Jerebko (drawn by T. Sefolosha),,100-105,,
2:15.0,T. Sefolosha makes free throw 1 of 2,1,101-105,,
2:15.0,,,101-105,,J. Crowder enters the game for A. Johnson
2:15.0,K. Bazemore enters the game for K. Korver,,101-105,,
2:15.0,T. Sefolosha misses free throw 2 of 2,,101-105,,
2:15.0,,,101-105,,Defensive rebound by E. Turner
1:53.0,,,101-108,3,I. Thomas makes 3-pt shot from 25 ft
1:46.0,,,101-108,,Personal foul by E. Turner
1:46.0,J. Teague makes free throw 1 of 2,1,102-108,,
1:46.0,J. Teague makes free throw 2 of 2,1,103-108,,
1:31.0,,,103-108,,J. Crowder misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by A. Horford,,103-108,,
1:13.0,J. Teague misses 3-pt shot from 25 ft,,103-108,,
1:12.0,,,103-108,,Defensive rebound by Team
0:54.0,,,103-108,,J. Jerebko misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by K. Bazemore,,103-108,,
0:48.0,Atlanta full timeout,,103-108,,
0:48.0,K. Korver enters the game for T. Sefolosha,,103-108,,
0:43.0,Turnover by P. Millsap (lost ball; steal by I. Thomas),,103-108,,
0:43.0,Personal take foul by K. Bazemore,,103-108,,
0:43.0,,,103-109,1,I. Thomas makes free throw 1 of 2
0:43.0,,,103-110,1,I. Thomas makes free throw 2 of 2
0:43.0,Atlanta full timeout,,103-110,,
0:43.0,T. Sefolosha enters the game for K. Bazemore,,103-110,,
0:37.0,J. Teague misses 3-pt shot from 24 ft,,103-110,,
0:35.0,,,103-110,,Defensive rebound by I. Thomas
0:15.0,,,103-110,,I. Thomas misses 2-pt shot from 2 ft (block by A. Horford)
0:14.0,,,103-110,,Offensive rebound by Team
0:14.0,,,103-110,,Boston full timeout
0:12.0,,,103-110,,Shooting foul by K. Korver (drawn by E. Turner)
0:12.0,K. Hinrich enters the game for K. Korver,,103-110,,
0:12.0,,,103-111,1,E. Turner makes free throw 1 of 2
0:12.0,,,103-111,,T. Rozier enters the game for I. Thomas
0:12.0,,,103-111,,E. Turner misses free throw 2 of 2
0:12.0,Defensive rebound by A. Horford,,103-111,,
0:02.0,J. Teague misses 2-pt shot from 2 ft,,103-111,,
0:01.0,,,103-111,,Defensive rebound by J. Crowder
0:00.0,End of 4th quarter,,,,End of 4th quarter
