time,Chicago,pts.away,score,pts.home,Cleveland
2:31.0,,,86-76,,L. James misses 2-pt shot from 2 ft
2:30.0,Defensive rebound by J. Butler,,86-76,,
2:13.0,P. Gasol misses 2-pt shot from 10 ft,,86-76,,
2:11.0,,,86-76,,Defensive rebound by K. Irving
2:06.0,,,86-76,,Shooting foul by D. Rose (drawn by J. Smith)
2:06.0,,,86-77,1,J. Smith makes free throw 1 of 2
2:06.0,,,86-78,1,J. Smith makes free throw 2 of 2
1:49.0,Shooting foul by L. James (drawn by T. Gibson),,86-78,,
1:49.0,T. Gibson makes 2-pt shot from 2 ft (assist by D. Rose),2,88-78,,
1:49.0,T. Gibson makes free throw 1 of 1,1,89-78,,
1:49.0,,,89-78,,Cleveland full timeout
1:35.0,,,89-78,,K. Love misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by J. Butler,,89-78,,
1:10.0,T. Gibson makes 2-pt shot from 18 ft,2,91-78,,
1:10.0,,,91-78,,Cleveland full timeout
0:59.0,,,91-78,,Shooting foul by P. Gasol (drawn by L. James)
0:59.0,,,91-80,2,L. James makes 2-pt shot at rim
0:59.0,,,91-81,1,L. James makes free throw 1 of 1
0:58.0,,,91-81,,Personal foul by K. Love (drawn by P. Gasol)
0:58.0,P. Gasol makes free throw 1 of 2,1,92-81,,
0:58.0,P. Gasol makes free throw 2 of 2,1,93-81,,
0:48.0,,,93-81,,J. Smith misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by T. Snell,,93-81,,
0:30.0,J. Butler makes 3-pt shot from 24 ft,3,96-81,,
0:10.0,,,96-83,2,M. Dellavedova makes 2-pt shot from 15 ft (assist by K. Love)
0:00.0,End of 4th quarter,,,,End of 4th quarter
