time,Portland,pts.away,score,pts.home,Golden State
4:55.0,,,105-117,,Defensive rebound by Team
4:46.0,,,105-120,3,S. Curry makes 3-pt shot from 27 ft
4:36.0,D. Lillard misses 3-pt shot from 27 ft,,105-120,,
4:35.0,,,105-120,,Defensive rebound by B. Rush
4:25.0,,,105-123,3,K. Thompson makes 3-pt shot from 22 ft (assist by D. Green)
4:25.0,Portland full timeout,,105-123,,
4:09.0,D. Lillard misses 2-pt shot from 18 ft,,105-123,,
4:08.0,,,105-123,,Defensive rebound by D. Green
3:51.0,,,105-123,,K. Thompson misses 3-pt shot from 23 ft
3:50.0,Defensive rebound by A. Aminu,,105-123,,
3:42.0,C. McCollum makes 2-pt shot from 1 ft (assist by A. Aminu),2,107-123,,
3:32.0,,,107-125,2,L. Barbosa makes 2-pt shot from 2 ft (assist by S. Curry)
3:26.0,D. Lillard misses 2-pt shot from 14 ft,,107-125,,
3:24.0,,,107-125,,Defensive rebound by S. Curry
3:11.0,,,107-128,3,B. Rush makes 3-pt shot from 26 ft (assist by K. Thompson)
3:09.0,Portland full timeout,,107-128,,
3:09.0,B. Roberts enters the game for D. Lillard,,107-128,,
3:09.0,P. Connaughton enters the game for C. McCollum,,107-128,,
3:09.0,L. Montero enters the game for A. Aminu,,107-128,,
3:09.0,N. Vonleh enters the game for M. Harkless,,107-128,,
3:07.0,,,107-128,,M. Speights enters the game for D. Green
3:07.0,,,107-128,,I. Clark enters the game for K. Thompson
3:07.0,,,107-128,,J. McAdoo enters the game for S. Curry
2:50.0,A. Crabbe makes 2-pt shot from 1 ft (assist by B. Roberts),2,109-128,,
2:21.0,,,109-128,,J. McAdoo misses 2-pt shot from 16 ft
2:21.0,Defensive rebound by P. Connaughton,,109-128,,
1:59.0,A. Crabbe misses 3-pt shot from 26 ft,,109-128,,
1:58.0,,,109-128,,Defensive rebound by M. Speights
1:42.0,,,109-131,3,B. Rush makes 3-pt shot from 25 ft (assist by I. Clark)
1:20.0,L. Montero misses 3-pt shot from 27 ft,,109-131,,
1:17.0,,,109-131,,Defensive rebound by M. Speights
1:06.0,,,109-133,2,L. Barbosa makes 2-pt shot from 19 ft (assist by M. Speights)
0:47.0,,,109-133,,Personal foul by B. Rush
0:47.0,N. Vonleh makes free throw 1 of 2,1,110-133,,
0:47.0,N. Vonleh makes free throw 2 of 2,1,111-133,,
0:36.0,,,111-136,3,M. Speights makes 3-pt shot from 26 ft (assist by B. Rush)
0:19.0,Turnover by L. Montero (bad pass),,111-136,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
