time,Sacramento,pts.away,score,pts.home,Utah
7:07.0,Defensive rebound by W. Cauley-Stein,,85-80,,
6:48.0,D. Collison misses 2-pt shot from 4 ft,,85-80,,
6:47.0,Offensive rebound by W. Cauley-Stein,,85-80,,
6:46.0,W. Cauley-Stein makes 2-pt shot at rim,2,87-80,,
6:25.0,,,87-80,,Turnover by T. Burke (lost ball; steal by R. Gay)
6:15.0,R. Gay misses 3-pt shot from 23 ft,,87-80,,
6:14.0,,,87-80,,Defensive rebound by R. Hood
6:09.0,,,87-80,,Utah full timeout
6:09.0,,,87-80,,G. Hayward enters the game for C. Johnson
5:55.0,,,87-80,,G. Hayward misses 2-pt shot from 11 ft
5:55.0,Defensive rebound by W. Cauley-Stein,,87-80,,
5:39.0,R. Gay misses 3-pt shot from 24 ft,,87-80,,
5:37.0,Offensive rebound by Team,,87-80,,
5:18.0,D. Cousins makes 3-pt shot from 23 ft (assist by R. Rondo),3,90-80,,
4:56.0,,,90-82,2,R. Hood makes 2-pt shot from 16 ft
4:41.0,Shooting foul by R. Hood (drawn by D. Cousins),,90-82,,
4:41.0,D. Cousins misses free throw 1 of 2,,90-82,,
4:41.0,Offensive rebound by Team,,90-82,,
4:41.0,D. Cousins makes free throw 2 of 2,1,91-82,,
4:30.0,Personal foul by R. Rondo (drawn by R. Gobert),,91-82,,
4:23.0,,,91-82,,Turnover by R. Hood (lost ball; steal by R. Rondo)
4:15.0,Turnover by D. Cousins (lost ball),,91-82,,
4:05.0,,,91-84,2,T. Burke makes 2-pt shot from 22 ft
3:49.0,R. Rondo misses 2-pt shot from 12 ft,,91-84,,
3:48.0,Offensive rebound by W. Cauley-Stein,,91-84,,
3:41.0,R. Gay misses 2-pt shot from 11 ft,,91-84,,
3:40.0,Offensive rebound by D. Cousins,,91-84,,
3:39.0,Turnover by Team (shot clock),,91-84,,
3:22.0,,,91-84,,Shooting foul by R. Gay (drawn by G. Hayward)
3:22.0,,,91-85,1,G. Hayward makes free throw 1 of 2
3:22.0,,,91-85,,G. Hayward misses free throw 2 of 2
3:22.0,Defensive rebound by R. Gay,,91-85,,
3:03.0,D. Cousins misses 2-pt shot from 2 ft (block by R. Gobert),,91-85,,
3:02.0,Offensive rebound by R. Gay,,91-85,,
3:00.0,R. Gay misses 2-pt shot from 3 ft,,91-85,,
2:59.0,Offensive rebound by D. Cousins,,91-85,,
2:59.0,D. Cousins misses 2-pt shot at rim,,91-85,,
2:59.0,,,91-85,,Defensive rebound by Team
2:59.0,,,91-85,,Utah full timeout
2:59.0,O. Casspi enters the game for D. Collison,,91-85,,
2:41.0,,,91-85,,R. Hood misses 2-pt shot from 3 ft (block by W. Cauley-Stein)
2:40.0,Defensive rebound by W. Cauley-Stein,,91-85,,
2:25.0,Shooting foul by T. Lyles (drawn by D. Cousins),,91-85,,
2:25.0,D. Cousins makes free throw 1 of 2,1,92-85,,
2:25.0,D. Cousins makes free throw 2 of 2,1,93-85,,
2:13.0,,,93-85,,Shooting foul by R. Gay (drawn by R. Hood)
2:13.0,,,93-86,1,R. Hood makes free throw 1 of 3
2:13.0,,,93-87,1,R. Hood makes free throw 2 of 3
2:13.0,,,93-88,1,R. Hood makes free throw 3 of 3
1:59.0,D. Cousins makes 2-pt shot from 3 ft,2,95-88,,
1:46.0,,,95-90,2,T. Burke makes 2-pt shot from 12 ft
1:46.0,,,95-90,,Shooting foul by R. Rondo (drawn by T. Burke)
1:46.0,,,95-90,,T. Burke misses free throw 1 of 1
1:44.0,Defensive rebound by D. Cousins,,95-90,,
1:30.0,,,95-90,,Personal foul by G. Hayward (drawn by R. Gay)
1:20.0,R. Gay makes 3-pt shot from 24 ft (assist by R. Rondo),3,98-90,,
1:20.0,,,98-90,,Utah full timeout
1:16.0,Personal foul by R. Gay (drawn by G. Hayward),,98-90,,
1:16.0,,,98-91,1,G. Hayward makes free throw 1 of 2
1:16.0,,,98-92,1,G. Hayward makes free throw 2 of 2
0:57.0,D. Cousins misses 2-pt shot from 4 ft,,98-92,,
0:57.0,Offensive rebound by R. Gay,,98-92,,
0:57.0,R. Gay makes 2-pt shot from 1 ft,2,100-92,,
0:45.0,,,100-92,,T. Burke misses 3-pt shot from 25 ft
0:43.0,,,100-92,,Offensive rebound by R. Gobert
0:40.0,,,100-95,3,R. Hood makes 3-pt shot from 24 ft (assist by T. Lyles)
0:33.0,,,100-95,,Personal foul by R. Gobert (drawn by R. Gay)
0:33.0,R. Gay misses free throw 1 of 2,,100-95,,
0:33.0,Offensive rebound by Team,,100-95,,
0:33.0,R. Gay makes free throw 2 of 2,1,101-95,,
0:29.0,,,101-97,2,G. Hayward makes 2-pt shot from 1 ft
0:29.0,,,101-97,,Shooting foul by W. Cauley-Stein (drawn by G. Hayward)
0:29.0,,,101-98,1,G. Hayward makes free throw 1 of 1
0:29.0,Sacramento full timeout,,101-98,,
0:29.0,M. Belinelli enters the game for W. Cauley-Stein,,101-98,,
0:29.0,D. Collison enters the game for O. Casspi,,101-98,,
0:09.0,R. Rondo misses 2-pt shot from 20 ft,,101-98,,
0:09.0,,,101-98,,Defensive rebound by G. Hayward
0:09.0,,,101-98,,Utah full timeout
0:09.0,,,101-98,,J. Ingles enters the game for T. Lyles
0:09.0,W. Cauley-Stein enters the game for M. Belinelli,,101-98,,
0:05.0,,,101-101,3,J. Ingles makes 3-pt shot from 24 ft (assist by G. Hayward)
0:04.0,Sacramento full timeout,,101-101,,
0:04.0,,,101-101,,T. Lyles enters the game for J. Ingles
0:04.0,,,101-101,,C. Johnson enters the game for T. Burke
0:04.0,M. Belinelli enters the game for W. Cauley-Stein,,101-101,,
0:01.0,R. Gay makes 2-pt shot from 17 ft,2,103-101,,
0:00.0,,,103-101,,T. Lyles misses 3-pt shot from 54 ft
0:00.0,,,103-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
