time,Chicago,pts.away,score,pts.home,Milwaukee
5:54.0,J. Butler misses 2-pt shot from 8 ft,,91-85,,
5:53.0,,,91-85,,Defensive rebound by G. Monroe
5:49.0,,,91-87,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Carter-Williams)
5:49.0,,,91-87,,Shooting foul by N. Mirotic (drawn by G. Antetokounmpo)
5:49.0,Official timeout,,91-87,,
5:49.0,P. Gasol enters the game for J. Noah,,91-87,,
5:49.0,D. Rose enters the game for A. Brooks,,91-87,,
5:49.0,,,91-87,,G. Antetokounmpo misses free throw 1 of 1
5:48.0,Defensive rebound by J. Butler,,91-87,,
5:34.0,Turnover by J. Butler (lost ball; steal by G. Antetokounmpo),,91-87,,
5:30.0,,,91-89,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
5:11.0,,,91-89,,Personal foul by J. Parker (drawn by N. Mirotic)
5:02.0,Offensive foul by N. Mirotic,,91-89,,
5:02.0,Turnover by N. Mirotic (offensive foul),,91-89,,
4:52.0,,,91-89,,J. Parker misses 2-pt shot from 2 ft (block by P. Gasol)
4:49.0,,,91-89,,Offensive rebound by G. Monroe
4:48.0,,,91-91,2,G. Monroe makes 2-pt shot at rim
4:28.0,P. Gasol misses 2-pt shot from 10 ft,,91-91,,
4:27.0,,,91-91,,Defensive rebound by G. Antetokounmpo
4:19.0,,,91-91,,M. Carter-Williams misses 2-pt shot from 5 ft
4:18.0,Defensive rebound by P. Gasol,,91-91,,
3:58.0,J. Butler makes 2-pt shot from 19 ft,2,93-91,,
3:35.0,,,93-93,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
3:25.0,Chicago full timeout,,93-93,,
3:25.0,A. Brooks enters the game for N. Mirotic,,93-93,,
3:25.0,T. Gibson enters the game for D. Rose,,93-93,,
3:19.0,Shooting foul by K. Middleton (drawn by J. Butler),,93-93,,
3:19.0,J. Butler makes free throw 1 of 2,1,94-93,,
3:19.0,J. Butler makes free throw 2 of 2,1,95-93,,
3:03.0,Personal foul by A. Brooks (drawn by G. Monroe),,95-93,,
2:58.0,,,95-95,2,G. Monroe makes 2-pt shot at rim (assist by K. Middleton)
2:58.0,,,95-95,,Shooting foul by A. Brooks (drawn by G. Monroe)
2:58.0,,,95-96,1,G. Monroe makes free throw 1 of 1
2:37.0,T. Gibson misses 2-pt shot at rim (block by G. Antetokounmpo),,95-96,,
2:34.0,,,95-96,,Defensive rebound by M. Carter-Williams
2:26.0,,,95-99,3,K. Middleton makes 3-pt shot from 24 ft (assist by G. Antetokounmpo)
2:14.0,Shooting foul by G. Monroe (drawn by A. Brooks),,95-99,,
2:14.0,A. Brooks misses free throw 1 of 2,,95-99,,
2:14.0,Offensive rebound by Team,,95-99,,
2:14.0,A. Brooks makes free throw 2 of 2,1,96-99,,
1:50.0,,,96-99,,J. Parker misses 2-pt shot from 15 ft
1:49.0,Defensive rebound by P. Gasol,,96-99,,
1:31.0,J. Butler misses 3-pt shot from 26 ft,,96-99,,
1:27.0,Offensive rebound by T. Gibson,,96-99,,
1:23.0,Turnover by J. Butler (lost ball; steal by M. Carter-Williams),,96-99,,
1:17.0,,,96-99,,Milwaukee full timeout
1:07.0,,,96-99,,M. Carter-Williams misses 2-pt shot from 11 ft
1:06.0,Defensive rebound by T. Gibson,,96-99,,
0:49.0,A. Brooks misses 3-pt shot from 25 ft,,96-99,,
0:48.0,,,96-99,,Defensive rebound by Team
0:48.0,Loose ball foul by T. Gibson (drawn by G. Antetokounmpo),,96-99,,
0:48.0,,,96-100,1,G. Antetokounmpo makes free throw 1 of 2
0:48.0,N. Mirotic enters the game for T. Gibson,,96-100,,
0:48.0,,,96-100,,G. Antetokounmpo misses free throw 2 of 2
0:47.0,Defensive rebound by A. Brooks,,96-100,,
0:39.0,Shooting foul by M. Carter-Williams (drawn by J. Butler),,96-100,,
0:39.0,T. Gibson enters the game for N. Mirotic,,96-100,,
0:39.0,J. Butler misses free throw 1 of 3,,96-100,,
0:39.0,Offensive rebound by Team,,96-100,,
0:39.0,J. Butler makes free throw 2 of 3,1,97-100,,
0:39.0,J. Butler makes free throw 3 of 3,1,98-100,,
0:17.0,,,98-102,2,K. Middleton makes 2-pt shot from 16 ft
0:17.0,Chicago full timeout,,98-102,,
0:17.0,N. Mirotic enters the game for T. Gibson,,98-102,,
0:09.0,J. Butler misses 2-pt shot at rim,,98-102,,
0:09.0,,,98-102,,Defensive rebound by G. Antetokounmpo
0:09.0,Personal foul by P. Gasol (drawn by G. Antetokounmpo),,98-102,,
0:09.0,,,98-103,1,G. Antetokounmpo makes free throw 1 of 2
0:09.0,,,98-104,1,G. Antetokounmpo makes free throw 2 of 2
0:09.0,Chicago full timeout,,98-104,,
0:06.0,J. Butler misses 3-pt shot from 25 ft,,98-104,,
0:05.0,,,98-104,,Defensive rebound by G. Monroe
0:04.0,Personal foul by P. Gasol (drawn by G. Monroe),,98-104,,
0:04.0,,,98-105,1,G. Monroe makes free throw 1 of 2
0:04.0,,,98-106,1,G. Monroe makes free throw 2 of 2
0:00.0,P. Gasol makes 3-pt shot from 25 ft (assist by A. Brooks),3,101-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
