time,Denver,pts.away,score,pts.home,LA Lakers
3:36.0,,,110-92,2,K. Bryant makes 2-pt shot from 1 ft
3:20.0,,,110-92,,Technical foul by J. Clarkson
3:20.0,Technical foul by J. Nurkic,,110-92,,
3:20.0,,,110-92,,Personal foul by J. Clarkson
3:20.0,D. Augustin misses free throw 1 of 2,,110-92,,
3:20.0,Offensive rebound by Team,,110-92,,
3:20.0,D. Augustin makes free throw 2 of 2,1,111-92,,
3:11.0,,,111-94,2,J. Randle makes 2-pt shot from 7 ft
2:56.0,Turnover by J. Nurkic (3 sec),,111-94,,
2:48.0,,,111-96,2,K. Bryant makes 2-pt shot from 1 ft
2:48.0,,,111-96,,Shooting foul by A. Toupane (drawn by K. Bryant)
2:48.0,,,111-97,1,K. Bryant makes free throw 1 of 1
2:23.0,D. Augustin makes 2-pt shot from 2 ft,2,113-97,,
2:10.0,,,113-97,,K. Bryant misses 2-pt shot from 15 ft
2:07.0,Defensive rebound by D. Augustin,,113-97,,
1:44.0,J. Lauvergne misses 3-pt shot from 25 ft,,113-97,,
1:44.0,,,113-97,,Defensive rebound by J. Randle
1:44.0,Personal foul by J. Nurkic,,113-97,,
1:44.0,,,113-97,,J. Randle misses free throw 1 of 2
1:44.0,,,113-97,,Offensive rebound by Team
1:44.0,,,113-97,,M. World Peace enters the game for K. Bryant
1:44.0,G. Harris enters the game for A. Toupane,,113-97,,
1:44.0,,,113-98,1,J. Randle makes free throw 2 of 2
1:22.0,G. Harris misses 3-pt shot from 23 ft,,113-98,,
1:22.0,Offensive rebound by Team,,113-98,,
1:22.0,,,113-98,,Loose ball foul by M. World Peace
1:22.0,J. Nurkic makes free throw 1 of 2,1,114-98,,
1:22.0,J. Nurkic misses free throw 2 of 2,,114-98,,
1:20.0,,,114-98,,Defensive rebound by J. Randle
1:14.0,,,114-98,,J. Clarkson misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by J. Lauvergne,,114-98,,
1:02.0,Turnover by D. Augustin (lost ball; steal by L. Williams),,114-98,,
0:56.0,,,114-100,2,B. Bass makes 2-pt shot at rim (assist by J. Randle)
0:36.0,Shooting foul by B. Bass (drawn by J. Nurkic),,114-100,,
0:36.0,J. Nurkic makes free throw 1 of 2,1,115-100,,
0:36.0,J. Nurkic makes free throw 2 of 2,1,116-100,,
0:30.0,,,116-103,3,J. Clarkson makes 3-pt shot from 24 ft (assist by J. Randle)
0:06.0,J. Nurkic misses 3-pt shot from 23 ft,,116-103,,
0:05.0,,,116-103,,Defensive rebound by J. Randle
0:00.0,,,116-105,2,J. Randle makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
