time,Milwaukee,pts.away,score,pts.home,Brooklyn
1:35.0,Turnover by G. Monroe (bad pass; steal by B. Bogdanovic),,96-96,,
1:29.0,,,96-96,,Turnover by B. Bogdanovic (lost ball; steal by M. Carter-Williams)
1:13.0,K. Middleton makes 2-pt shot from 17 ft,2,98-96,,
0:51.0,,,98-96,,J. Johnson misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by K. Middleton,,98-96,,
0:32.0,Shooting foul by T. Robinson (drawn by M. Carter-Williams),,98-96,,
0:32.0,M. Carter-Williams misses free throw 1 of 2,,98-96,,
0:32.0,Offensive rebound by Team,,98-96,,
0:32.0,,,98-96,,B. Lopez enters the game for S. Larkin
0:32.0,M. Carter-Williams makes free throw 2 of 2,1,99-96,,
0:32.0,,,99-96,,Brooklyn full timeout
0:32.0,,,99-96,,A. Bargnani enters the game for T. Robinson
0:24.0,,,99-96,,J. Jack misses 2-pt shot from 6 ft
0:23.0,Defensive rebound by G. Monroe,,99-96,,
0:20.0,Milwaukee full timeout,,99-96,,
0:20.0,Milwaukee full timeout,,99-96,,
0:20.0,,,99-96,,M. Brown enters the game for A. Bargnani
0:20.0,,,99-96,,S. Larkin enters the game for B. Lopez
0:20.0,,,99-96,,Personal foul by J. Jack (drawn by J. Bayless)
0:20.0,J. Bayless makes free throw 1 of 2,1,100-96,,
0:20.0,,,100-96,,B. Lopez enters the game for M. Brown
0:20.0,,,100-96,,T. Robinson enters the game for S. Larkin
0:20.0,J. Bayless makes free throw 2 of 2,1,101-96,,
0:20.0,,,101-96,,Brooklyn full timeout
0:20.0,,,101-96,,A. Bargnani enters the game for T. Robinson
0:20.0,,,101-96,,T. Young enters the game for B. Bogdanovic
0:14.0,,,101-96,,J. Jack misses 2-pt shot from 1 ft (block by G. Antetokounmpo)
0:12.0,Defensive rebound by K. Middleton,,101-96,,
0:11.0,,,101-96,,Personal foul by A. Bargnani (drawn by K. Middleton)
0:11.0,G. Vasquez enters the game for M. Carter-Williams,,101-96,,
0:11.0,K. Middleton makes free throw 1 of 2,1,102-96,,
0:11.0,K. Middleton makes free throw 2 of 2,1,103-96,,
0:06.0,,,103-96,,Turnover by J. Jack (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
