time,Cleveland,pts.away,score,pts.home,Charlotte
1:32.0,Defensive rebound by L. James,,92-88,,
1:14.0,Turnover by L. James (bad pass; steal by K. Walker),,92-88,,
1:00.0,,,92-90,2,J. Lamb makes 2-pt shot from 19 ft (assist by N. Batum)
0:41.0,L. James misses 2-pt shot from 5 ft (block by K. Walker),,92-90,,
0:41.0,Offensive rebound by Team,,92-90,,
0:41.0,Cleveland full timeout,,92-90,,
0:38.0,L. James misses 2-pt shot from 20 ft,,92-90,,
0:35.0,,,92-90,,Defensive rebound by K. Walker
0:25.0,,,92-90,,Charlotte full timeout
0:20.0,,,92-90,,N. Batum misses 3-pt shot from 26 ft
0:19.0,Defensive rebound by L. James,,92-90,,
0:13.0,,,92-90,,Personal take foul by N. Batum (drawn by J. Smith)
0:13.0,J. Smith makes free throw 1 of 2,1,93-90,,
0:13.0,J. Smith makes free throw 2 of 2,1,94-90,,
0:13.0,,,94-90,,Charlotte full timeout
0:13.0,,,94-90,,S. Hawes enters the game for A. Jefferson
0:10.0,,,94-90,,N. Batum misses 3-pt shot from 27 ft
0:09.0,Defensive rebound by L. James,,94-90,,
0:09.0,,,94-90,,Personal foul by M. Williams (drawn by L. James)
0:09.0,L. James misses free throw 1 of 2,,94-90,,
0:09.0,Offensive rebound by Team,,94-90,,
0:09.0,,,94-90,,C. Zeller enters the game for S. Hawes
0:09.0,L. James makes free throw 2 of 2,1,95-90,,
0:09.0,,,95-90,,Charlotte full timeout
0:09.0,,,95-90,,Turnover by Team (5 sec inbounds)
0:09.0,Cleveland full timeout,,95-90,,
0:08.0,Turnover by L. James (bad pass),,95-90,,
0:03.0,,,95-90,,K. Walker misses 3-pt shot from 25 ft
0:02.0,,,95-90,,Offensive rebound by Team
0:01.0,,,95-90,,M. Williams misses 3-pt shot from 26 ft
0:00.0,,,95-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
