time,Toronto,pts.away,score,pts.home,Miami
3:12.0,,,73-93,,M. Chalmers misses 3-pt shot from 23 ft
3:11.0,Defensive rebound by C. Joseph,,73-93,,
3:01.0,K. Lowry misses 2-pt shot from 4 ft,,73-93,,
3:00.0,,,73-93,,Defensive rebound by C. Bosh
2:46.0,,,73-93,,Turnover by M. Chalmers (bad pass; steal by L. Nogueira)
2:39.0,L. Nogueira makes 2-pt shot from 2 ft (assist by K. Lowry),2,75-93,,
2:39.0,Shooting foul by T. Johnson (drawn by L. Nogueira),,75-93,,
2:39.0,,,75-93,,L. Deng enters the game for C. Bosh
2:39.0,,,75-93,,H. Whiteside enters the game for J. Winslow
2:39.0,D. Wright enters the game for K. Lowry,,75-93,,
2:39.0,L. Nogueira makes free throw 1 of 1,1,76-93,,
2:18.0,,,76-93,,H. Whiteside misses 2-pt shot from 15 ft
2:17.0,Defensive rebound by J. Johnson,,76-93,,
2:14.0,,,76-93,,Shooting block foul by J. Ennis (drawn by J. Johnson)
2:14.0,J. Johnson misses free throw 1 of 2,,76-93,,
2:14.0,Offensive rebound by Team,,76-93,,
2:14.0,A. Bennett enters the game for C. Joseph,,76-93,,
2:14.0,,,76-93,,U. Haslem enters the game for H. Whiteside
2:14.0,J. Johnson misses free throw 2 of 2,,76-93,,
2:13.0,Offensive rebound by N. Powell,,76-93,,
1:58.0,N. Powell misses 2-pt shot from 19 ft,,76-93,,
1:57.0,,,76-93,,Defensive rebound by T. Johnson
1:33.0,,,76-93,,M. Chalmers misses 2-pt shot from 7 ft
1:32.0,Defensive rebound by J. Johnson,,76-93,,
1:27.0,Turnover by J. Johnson (lost ball; steal by M. Chalmers),,76-93,,
1:02.0,,,76-93,,U. Haslem misses 2-pt shot from 17 ft
1:01.0,Defensive rebound by J. Johnson,,76-93,,
0:50.0,D. Wright misses 2-pt shot from 4 ft,,76-93,,
0:49.0,,,76-93,,Defensive rebound by L. Deng
0:28.0,,,76-96,3,L. Deng makes 3-pt shot from 23 ft (assist by M. Chalmers)
0:07.0,N. Powell misses 2-pt shot from 1 ft,,76-96,,
0:05.0,Offensive rebound by Team,,76-96,,
0:02.0,N. Powell misses 2-pt shot from 12 ft,,76-96,,
0:01.0,,,76-96,,Defensive rebound by U. Haslem
0:00.0,End of 4th quarter,,,,End of 4th quarter
