time,Phoenix,pts.away,score,pts.home,Denver
8:30.0,Jump ball: A. Goodwin vs. E. Mudiay (R. Price gains possession),,,,Jump ball: A. Goodwin vs. E. Mudiay (R. Price gains possession)
8:19.0,D. Booker makes 3-pt shot from 23 ft,3,81-88,,
8:14.0,,,81-90,2,N. Jokic makes 2-pt shot from 2 ft (assist by A. Toupane)
8:10.0,,,81-90,,Personal block foul by A. Toupane
8:10.0,Turnover by D. Booker (traveling),,81-90,,
7:52.0,,,81-90,,A. Toupane misses 3-pt shot from 24 ft
7:51.0,,,81-90,,Offensive rebound by N. Jokic
7:48.0,,,81-92,2,N. Jokic makes 2-pt shot from 4 ft
7:33.0,A. Goodwin makes 2-pt shot from 1 ft (assist by R. Price),2,83-92,,
7:14.0,,,83-92,,D. Arthur misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by J. Leuer,,83-92,,
7:04.0,D. Booker makes 2-pt shot from 1 ft,2,85-92,,
6:50.0,,,85-94,2,E. Mudiay makes 2-pt shot from 8 ft
6:50.0,,,85-94,,Shooting foul by A. Goodwin (drawn by E. Mudiay)
6:50.0,,,85-94,,G. Harris enters the game for A. Toupane
6:50.0,,,85-94,,E. Mudiay misses free throw 1 of 1
6:49.0,Defensive rebound by A. Goodwin,,85-94,,
6:29.0,A. Goodwin makes 2-pt shot from 2 ft (assist by D. Booker),2,87-94,,
6:10.0,,,87-96,2,E. Mudiay makes 2-pt shot from 1 ft
5:58.0,J. Leuer makes 2-pt shot from 1 ft (assist by D. Booker),2,89-96,,
5:35.0,,,89-96,,G. Harris misses 3-pt shot from 26 ft
5:35.0,Defensive rebound by M. Teletovic,,89-96,,
5:23.0,J. Leuer misses 3-pt shot from 27 ft,,89-96,,
5:23.0,,,89-96,,Defensive rebound by Team
5:23.0,,,89-96,,Denver full timeout
5:23.0,A. Len enters the game for J. Leuer,,89-96,,
5:09.0,,,89-98,2,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic)
4:55.0,,,89-98,,Personal foul by G. Harris
4:39.0,R. Price misses 3-pt shot from 26 ft,,89-98,,
4:39.0,,,89-98,,Defensive rebound by W. Barton
4:24.0,,,89-100,2,D. Arthur makes 2-pt shot from 2 ft (assist by N. Jokic)
4:05.0,D. Booker makes 2-pt shot from 18 ft,2,91-100,,
3:48.0,,,91-100,,Turnover by E. Mudiay (step out of bounds)
3:41.0,,,91-100,,Personal foul by W. Barton
3:34.0,D. Booker misses 3-pt shot from 26 ft,,91-100,,
3:33.0,,,91-100,,Defensive rebound by N. Jokic
3:16.0,,,91-102,2,E. Mudiay makes 2-pt shot from 2 ft (assist by D. Arthur)
3:10.0,Phoenix full timeout,,91-102,,
3:10.0,B. Knight enters the game for A. Goodwin,,91-102,,
3:10.0,,,91-102,,D. Augustin enters the game for W. Barton
3:07.0,Turnover by D. Booker (lost ball),,91-102,,
2:48.0,,,91-104,2,N. Jokic makes 2-pt shot from 2 ft (assist by D. Arthur)
2:34.0,M. Teletovic misses 2-pt shot from 15 ft,,91-104,,
2:33.0,,,91-104,,Defensive rebound by D. Augustin
2:17.0,,,91-104,,Shooting foul by A. Len (drawn by N. Jokic)
2:17.0,,,91-106,2,N. Jokic makes 2-pt shot from 2 ft (assist by D. Augustin)
2:17.0,P. Tucker enters the game for M. Teletovic,,91-106,,
2:17.0,,,91-107,1,N. Jokic makes free throw 1 of 1
2:13.0,,,91-107,,Personal block foul by E. Mudiay
2:13.0,B. Knight makes free throw 1 of 2,1,92-107,,
2:13.0,B. Knight makes free throw 2 of 2,1,93-107,,
1:58.0,,,93-109,2,E. Mudiay makes 2-pt shot from 1 ft
1:44.0,B. Knight misses 3-pt shot from 24 ft,,93-109,,
1:44.0,,,93-109,,Defensive rebound by D. Arthur
1:24.0,,,93-111,2,N. Jokic makes 2-pt shot at rim (assist by E. Mudiay)
1:24.0,Phoenix full timeout,,93-111,,
1:24.0,M. Teletovic enters the game for P. Tucker,,93-111,,
1:24.0,J. Leuer enters the game for A. Len,,93-111,,
1:24.0,,,93-111,,A. Toupane enters the game for D. Arthur
1:17.0,M. Teletovic misses 3-pt shot from 26 ft,,93-111,,
1:16.0,,,93-111,,Defensive rebound by N. Jokic
0:53.0,,,93-114,3,E. Mudiay makes 3-pt shot from 25 ft
0:47.0,J. Leuer makes 2-pt shot at rim (assist by B. Knight),2,95-114,,
0:47.0,Shooting foul by N. Jokic (drawn by J. Leuer),,95-114,,
0:47.0,J. Leuer makes free throw 1 of 1,1,96-114,,
0:27.0,,,96-116,2,A. Toupane makes 2-pt shot from 20 ft (assist by N. Jokic)
0:17.0,J. Leuer makes 2-pt shot at rim (assist by M. Teletovic),2,98-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
