time,Charlotte,pts.away,score,pts.home,New York
3:16.0,J. Lin misses 2-pt shot from 11 ft,,91-98,,
3:16.0,,,91-98,,Defensive rebound by C. Anthony
2:51.0,,,91-98,,K. Seraphin misses 2-pt shot from 19 ft
2:51.0,Defensive rebound by Team,,91-98,,
2:34.0,N. Batum makes 3-pt shot from 24 ft (assist by J. Lamb),3,94-98,,
2:23.0,Personal foul by N. Batum (drawn by C. Anthony),,94-98,,
2:13.0,,,94-98,,C. Anthony misses 2-pt shot from 11 ft
2:13.0,Defensive rebound by K. Walker,,94-98,,
1:53.0,N. Batum misses 3-pt shot from 25 ft (block by C. Anthony),,94-98,,
1:52.0,,,94-98,,Defensive rebound by K. Seraphin
1:33.0,,,94-98,,A. Afflalo misses 2-pt shot from 12 ft
1:32.0,Defensive rebound by J. Lamb,,94-98,,
1:22.0,,,94-98,,Personal foul by L. Galloway (drawn by K. Walker)
1:16.0,A. Jefferson misses 2-pt shot from 16 ft,,94-98,,
1:16.0,,,94-98,,Defensive rebound by L. Galloway
1:08.0,,,94-98,,New York full timeout
1:08.0,C. Zeller enters the game for J. Lamb,,94-98,,
1:08.0,,,94-98,,K. Porzingis enters the game for K. Seraphin
1:08.0,J. Lamb enters the game for A. Jefferson,,94-98,,
0:54.0,,,94-98,,L. Galloway misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by N. Batum,,94-98,,
0:44.0,J. Lamb misses 3-pt shot from 24 ft,,94-98,,
0:43.0,,,94-98,,Defensive rebound by Team
0:21.0,,,94-98,,C. Anthony misses 2-pt shot from 12 ft
0:21.0,Defensive rebound by J. Lamb,,94-98,,
0:14.0,N. Batum misses 3-pt shot from 24 ft,,94-98,,
0:14.0,,,94-98,,Defensive rebound by K. Porzingis
0:11.0,Personal foul by J. Lin (drawn by K. Porzingis),,94-98,,
0:11.0,,,94-99,1,K. Porzingis makes free throw 1 of 2
0:11.0,A. Jefferson enters the game for J. Lamb,,94-99,,
0:11.0,,,94-100,1,K. Porzingis makes free throw 2 of 2
0:11.0,Charlotte full timeout,,94-100,,
0:11.0,S. Hawes enters the game for C. Zeller,,94-100,,
0:06.0,N. Batum misses 2-pt shot from 19 ft,,94-100,,
0:05.0,,,94-100,,Defensive rebound by C. Anthony
0:04.0,Personal take foul by S. Hawes (drawn by C. Anthony),,94-100,,
0:04.0,,,94-101,1,C. Anthony makes free throw 1 of 2
0:04.0,,,94-101,,K. Seraphin enters the game for K. Porzingis
0:04.0,,,94-102,1,C. Anthony makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
