time,Boston,pts.away,score,pts.home,New Orleans
2:58.0,,,102-85,,Defensive rebound by A. Ajinca
2:45.0,,,102-85,,L. Babbitt misses 2-pt shot from 2 ft (block by K. Olynyk)
2:44.0,,,102-85,,Offensive rebound by A. Ajinca
2:44.0,,,102-85,,A. Ajinca misses 2-pt shot from 1 ft
2:43.0,Defensive rebound by E. Turner,,102-85,,
2:35.0,Boston full timeout,,102-85,,
2:35.0,J. Young enters the game for J. Crowder,,102-85,,
2:35.0,T. Rozier enters the game for I. Thomas,,102-85,,
2:35.0,,,102-85,,A. Gee enters the game for A. Davis
2:25.0,J. Sullinger makes 2-pt shot from 2 ft (assist by K. Olynyk),2,104-85,,
2:09.0,,,104-87,2,A. Ajinca makes 2-pt shot from 17 ft (assist by I. Smith)
1:54.0,J. Sullinger makes 3-pt shot from 25 ft (assist by J. Young),3,107-87,,
1:44.0,,,107-87,,A. Ajinca misses 2-pt shot from 18 ft
1:43.0,Defensive rebound by T. Rozier,,107-87,,
1:36.0,J. Young misses 3-pt shot from 24 ft,,107-87,,
1:35.0,,,107-87,,Defensive rebound by A. Ajinca
1:30.0,,,107-89,2,I. Smith makes 2-pt shot from 1 ft
1:18.0,K. Olynyk makes 2-pt shot from 2 ft (assist by E. Turner),2,109-89,,
1:04.0,,,109-89,,N. Cole misses 2-pt shot from 19 ft
1:04.0,Defensive rebound by T. Rozier,,109-89,,
0:51.0,T. Rozier misses 2-pt shot from 2 ft,,109-89,,
0:50.0,Offensive rebound by T. Rozier,,109-89,,
0:49.0,T. Rozier makes 2-pt shot from 1 ft,2,111-89,,
0:47.0,,,111-89,,Turnover by I. Smith (bad pass)
0:34.0,Turnover by J. Sullinger (lost ball; steal by N. Cole),,111-89,,
0:29.0,,,111-91,2,A. Gee makes 2-pt shot at rim (assist by N. Cole)
0:11.0,T. Rozier misses 3-pt shot from 25 ft,,111-91,,
0:11.0,,,111-91,,Defensive rebound by I. Smith
0:07.0,,,111-93,2,I. Smith makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
