time,Utah,pts.away,score,pts.home,New Orleans
2:47.0,G. Hayward makes free throw 1 of 2,1,98-86,,
2:47.0,G. Hayward makes free throw 2 of 2,1,99-86,,
2:32.0,,,99-89,3,J. Holiday makes 3-pt shot from 24 ft (assist by N. Cole)
2:10.0,R. Hood makes 2-pt shot from 8 ft,2,101-89,,
2:01.0,,,101-89,,Turnover by A. Davis (traveling)
1:51.0,R. Hood misses 2-pt shot from 20 ft,,101-89,,
1:50.0,,,101-89,,Defensive rebound by N. Cole
1:44.0,,,101-89,,Turnover by N. Cole (bad pass; steal by D. Favors)
1:27.0,Turnover by D. Favors (traveling),,101-89,,
1:27.0,,,101-89,,New Orleans full timeout
1:18.0,,,101-92,3,J. Holiday makes 3-pt shot from 25 ft (assist by N. Cole)
0:59.0,R. Gobert misses 2-pt shot from 6 ft (block by O. Asik),,101-92,,
0:59.0,,,101-92,,Defensive rebound by A. Davis
0:50.0,,,101-92,,J. Holiday misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by R. Gobert,,101-92,,
0:31.0,D. Favors makes 2-pt shot from 2 ft (assist by S. Mack),2,103-92,,
0:31.0,Shooting foul by A. Davis (drawn by D. Favors),,103-92,,
0:31.0,D. Favors makes free throw 1 of 1,1,104-92,,
0:31.0,,,104-92,,New Orleans full timeout
0:31.0,,,104-92,,L. Babbitt enters the game for O. Asik
0:30.0,,,104-94,2,A. Davis makes 2-pt shot at rim (assist by N. Cole)
0:26.0,Utah full timeout,,104-94,,
0:26.0,Utah full timeout,,104-94,,
0:26.0,J. Ingles enters the game for R. Gobert,,104-94,,
0:20.0,,,104-94,,Personal take foul by A. Davis (drawn by R. Hood)
0:20.0,R. Hood makes free throw 1 of 2,1,105-94,,
0:20.0,R. Hood makes free throw 2 of 2,1,106-94,,
0:20.0,,,106-94,,New Orleans full timeout
0:20.0,C. Johnson enters the game for J. Ingles,,106-94,,
0:13.0,,,106-94,,J. Holiday misses 3-pt shot from 23 ft
0:11.0,Defensive rebound by G. Hayward,,106-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
