time,LA Lakers,pts.away,score,pts.home,Houston
2:03.0,D. Russell misses 3-pt shot from 23 ft,,110-123,,
2:03.0,,,110-123,,Defensive rebound by D. Howard
1:56.0,,,110-123,,J. Harden misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by T. Black,,110-123,,
1:44.0,Turnover by K. Bryant (lost ball; steal by D. Howard),,110-123,,
1:41.0,Shooting block foul by J. Randle (drawn by P. Beverley),,110-123,,
1:41.0,,,110-124,1,P. Beverley makes free throw 1 of 2
1:41.0,M. World Peace enters the game for K. Bryant,,110-124,,
1:41.0,,,110-124,,K. McDaniels enters the game for T. Ariza
1:41.0,,,110-125,1,P. Beverley makes free throw 2 of 2
1:22.0,J. Randle misses 2-pt shot from 19 ft,,110-125,,
1:21.0,,,110-125,,Defensive rebound by J. Harden
1:01.0,,,110-127,2,P. Beverley makes 2-pt shot from 7 ft (assist by D. Motiejunas)
0:51.0,M. World Peace misses 2-pt shot from 14 ft,,110-127,,
0:50.0,,,110-127,,Defensive rebound by D. Howard
0:38.0,,,110-130,3,J. Harden makes 3-pt shot from 28 ft
0:34.0,,,110-130,,Personal take foul by P. Beverley
0:34.0,,,110-130,,C. Capela enters the game for D. Howard
0:34.0,,,110-130,,A. Goudelock enters the game for J. Harden
0:25.0,J. Randle misses 3-pt shot from 25 ft,,110-130,,
0:24.0,,,110-130,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
