time,Cleveland,pts.away,score,pts.home,Chicago
4:58.0,Technical foul by J. Smith (drawn by N. Mirotic),,83-85,,
4:58.0,,,83-86,1,J. Butler makes technical free throw
4:58.0,,,83-87,1,N. Mirotic makes free throw 1 of 2
4:58.0,,,83-88,1,N. Mirotic makes free throw 2 of 2
4:40.0,L. James makes 2-pt shot from 5 ft,2,85-88,,
4:24.0,,,85-90,2,J. Butler makes 2-pt shot at rim
4:00.0,J. Smith misses 2-pt shot from 2 ft (block by P. Gasol),,85-90,,
3:58.0,,,85-90,,Defensive rebound by N. Mirotic
3:53.0,,,85-90,,Shooting foul by L. James (drawn by T. Snell)
3:53.0,Cleveland full timeout,,85-90,,
3:53.0,M. Dellavedova enters the game for J. Smith,,85-90,,
3:53.0,,,85-90,,T. Gibson enters the game for P. Gasol
3:53.0,,,85-91,1,T. Snell makes free throw 1 of 2
3:53.0,,,85-91,,T. Snell misses free throw 2 of 2
3:51.0,,,85-91,,Offensive rebound by N. Mirotic
3:40.0,,,85-91,,Offensive foul by T. Gibson
3:40.0,,,85-91,,Turnover by T. Gibson (offensive foul)
3:27.0,,,85-91,,Personal foul by T. Snell (drawn by M. Williams)
3:26.0,,,85-91,,Personal foul by T. Snell (drawn by M. Williams)
3:19.0,M. Williams misses 2-pt shot from 5 ft,,85-91,,
3:18.0,,,85-91,,Defensive rebound by N. Mirotic
3:07.0,,,85-91,,D. Rose misses 2-pt shot from 6 ft
3:06.0,Defensive rebound by T. Thompson,,85-91,,
3:00.0,L. James misses 3-pt shot from 24 ft,,85-91,,
2:58.0,,,85-91,,Defensive rebound by J. Butler
2:42.0,,,85-93,2,D. Rose makes 2-pt shot from 8 ft
2:24.0,M. Dellavedova misses 2-pt shot from 10 ft,,85-93,,
2:24.0,Offensive rebound by Team,,85-93,,
2:21.0,M. Dellavedova makes 2-pt shot from 1 ft (assist by L. James),2,87-93,,
1:58.0,,,87-93,,N. Mirotic misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by M. Dellavedova,,87-93,,
1:51.0,M. Williams misses 3-pt shot from 24 ft,,87-93,,
1:50.0,Offensive rebound by T. Thompson,,87-93,,
1:49.0,Turnover by K. Love (step out of bounds),,87-93,,
1:38.0,Personal foul by L. James (drawn by J. Butler),,87-93,,
1:38.0,,,87-94,1,J. Butler makes free throw 1 of 2
1:38.0,,,87-95,1,J. Butler makes free throw 2 of 2
1:38.0,,,87-95,,Loose ball foul by T. Gibson (drawn by L. James)
1:38.0,Cleveland full timeout,,87-95,,
1:38.0,,,87-95,,P. Gasol enters the game for T. Gibson
1:31.0,K. Love misses 2-pt shot from 1 ft (block by P. Gasol),,87-95,,
1:28.0,Offensive rebound by K. Love,,87-95,,
1:28.0,Shooting foul by N. Mirotic (drawn by K. Love),,87-95,,
1:28.0,K. Love makes free throw 1 of 2,1,88-95,,
1:28.0,K. Love makes free throw 2 of 2,1,89-95,,
1:15.0,,,89-97,2,J. Butler makes 2-pt shot from 18 ft (assist by D. Rose)
1:02.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,92-97,,
0:44.0,,,92-97,,N. Mirotic misses 2-pt shot from 6 ft
0:43.0,Defensive rebound by M. Dellavedova,,92-97,,
0:33.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,95-97,,
0:10.0,,,95-97,,D. Rose misses 2-pt shot from 20 ft
0:10.0,Defensive rebound by T. Thompson,,95-97,,
0:10.0,Cleveland full timeout,,95-97,,
0:04.0,L. James misses 2-pt shot from 2 ft (block by P. Gasol),,95-97,,
0:04.0,Offensive rebound by Team,,95-97,,
0:04.0,Cleveland full timeout,,95-97,,
0:02.0,Turnover by M. Williams (bad pass; steal by J. Butler),,95-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
