time,Dallas,pts.away,score,pts.home,Memphis
4:42.0,Loose ball foul by Z. Pachulia (drawn by V. Carter),,81-93,,
4:42.0,,,81-93,,V. Carter misses free throw 1 of 2
4:42.0,,,81-93,,Offensive rebound by Team
4:42.0,,,81-94,1,V. Carter makes free throw 2 of 2
4:36.0,Shooting foul by V. Carter (drawn by W. Matthews),,81-94,,
4:36.0,W. Matthews makes free throw 1 of 2,1,82-94,,
4:36.0,W. Matthews makes free throw 2 of 2,1,83-94,,
4:36.0,Personal take foul by R. Felton (drawn by T. Allen),,83-94,,
4:36.0,,,83-95,1,T. Allen makes free throw 1 of 2
4:36.0,,,83-95,,T. Allen misses free throw 2 of 2
4:35.0,Defensive rebound by J. Barea,,83-95,,
4:18.0,J. Barea misses 3-pt shot from 23 ft,,83-95,,
4:18.0,,,83-95,,Defensive rebound by M. Barnes
4:11.0,Personal take foul by W. Matthews (drawn by T. Allen),,83-95,,
4:11.0,,,83-96,1,T. Allen makes free throw 1 of 2
4:11.0,,,83-96,,T. Allen misses free throw 2 of 2
4:10.0,,,83-96,,Offensive rebound by M. Barnes
4:04.0,Personal take foul by R. Felton (drawn by T. Allen),,83-96,,
4:04.0,,,83-97,1,T. Allen makes free throw 1 of 2
4:04.0,Dallas full timeout,,83-97,,
4:04.0,,,83-97,,J. Green enters the game for V. Carter
4:04.0,,,83-98,1,T. Allen makes free throw 2 of 2
3:53.0,R. Felton makes 3-pt shot from 24 ft (assist by W. Matthews),3,86-98,,
3:38.0,,,86-101,3,M. Barnes makes 3-pt shot from 25 ft (assist by J. Green)
3:24.0,R. Felton makes 3-pt shot from 25 ft,3,89-101,,
3:00.0,,,89-103,2,J. Green makes 2-pt shot from 7 ft (assist by M. Conley)
2:51.0,,,89-103,,Personal foul by M. Conley (drawn by Z. Pachulia)
2:51.0,Z. Pachulia misses free throw 1 of 2,,89-103,,
2:51.0,Offensive rebound by Team,,89-103,,
2:51.0,Z. Pachulia makes free throw 2 of 2,1,90-103,,
2:48.0,Personal take foul by R. Felton (drawn by T. Allen),,90-103,,
2:48.0,,,90-104,1,T. Allen makes free throw 1 of 2
2:48.0,,,90-105,1,T. Allen makes free throw 2 of 2
2:37.0,W. Matthews misses 3-pt shot from 25 ft,,90-105,,
2:36.0,,,90-105,,Defensive rebound by M. Gasol
2:17.0,,,90-105,,M. Conley misses 3-pt shot from 26 ft
2:16.0,Defensive rebound by Z. Pachulia,,90-105,,
2:16.0,Dallas full timeout,,90-105,,
2:16.0,J. Anderson enters the game for Z. Pachulia,,90-105,,
2:16.0,J. Jenkins enters the game for W. Matthews,,90-105,,
2:16.0,J. Evans enters the game for D. Williams,,90-105,,
2:16.0,C. Villanueva enters the game for R. Felton,,90-105,,
2:16.0,,,90-105,,J. Green enters the game for M. Gasol
2:16.0,,,90-105,,J. Ennis enters the game for T. Allen
2:04.0,J. Evans makes 3-pt shot from 25 ft (assist by J. Barea),3,93-105,,
1:50.0,,,93-108,3,M. Barnes makes 3-pt shot from 25 ft (assist by M. Conley)
1:38.0,Turnover by J. Barea (bad pass; steal by J. Ennis),,93-108,,
1:32.0,,,93-108,,Turnover by J. Green (bad pass; steal by J. Jenkins)
1:26.0,J. Anderson makes 2-pt shot from 17 ft (assist by J. Jenkins),2,95-108,,
1:26.0,,,95-108,,Memphis full timeout
1:26.0,,,95-108,,R. Smith enters the game for J. Green
1:10.0,,,95-110,2,J. Green makes 2-pt shot from 18 ft (assist by M. Conley)
1:02.0,Shooting foul by J. Green (drawn by J. Anderson),,95-110,,
1:02.0,J. Anderson misses free throw 1 of 2,,95-110,,
1:02.0,Offensive rebound by Team,,95-110,,
1:02.0,,,95-110,,M. Chalmers enters the game for M. Conley
1:02.0,J. Anderson makes free throw 2 of 2,1,96-110,,
0:45.0,,,96-110,,R. Smith misses 2-pt shot from 1 ft (block by J. Evans)
0:43.0,Defensive rebound by J. Evans,,96-110,,
0:37.0,C. Villanueva misses 3-pt shot from 25 ft,,96-110,,
0:35.0,,,96-110,,Defensive rebound by M. Chalmers
0:15.0,,,96-110,,M. Barnes misses 3-pt shot from 26 ft
0:15.0,Defensive rebound by J. Anderson,,96-110,,
0:11.0,Turnover by J. Jenkins (lost ball),,96-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
