time,Orlando,pts.away,score,pts.home,Chicago
2:21.0,Defensive rebound by A. Gordon,,82-86,,
2:17.0,Turnover by A. Gordon (bad pass; steal by J. Butler),,82-86,,
2:04.0,,,82-86,,T. Snell misses 3-pt shot from 23 ft
2:03.0,,,82-86,,Offensive rebound by P. Gasol
1:56.0,,,82-86,,J. Butler misses 2-pt shot from 1 ft
1:55.0,,,82-86,,Offensive rebound by N. Mirotic
1:55.0,,,82-86,,N. Mirotic misses 2-pt shot from 1 ft
1:54.0,Defensive rebound by A. Nicholson,,82-86,,
1:54.0,Turnover by A. Nicholson (lost ball; steal by J. Butler),,82-86,,
1:54.0,Personal foul by A. Nicholson (drawn by J. Butler),,82-86,,
1:54.0,Orlando full timeout,,82-86,,
1:54.0,N. Vucevic enters the game for A. Nicholson,,82-86,,
1:54.0,E. Fournier enters the game for A. Gordon,,82-86,,
1:39.0,,,82-86,,P. Gasol misses 2-pt shot from 2 ft (block by N. Vucevic)
1:39.0,Defensive rebound by Team,,82-86,,
1:29.0,N. Vucevic misses 2-pt shot from 7 ft,,82-86,,
1:29.0,,,82-86,,Defensive rebound by Team
1:29.0,Loose ball foul by J. Smith (drawn by N. Mirotic),,82-86,,
1:29.0,,,82-87,1,N. Mirotic makes free throw 1 of 2
1:29.0,,,82-87,,J. Noah enters the game for P. Gasol
1:29.0,,,82-88,1,N. Mirotic makes free throw 2 of 2
1:20.0,J. Smith misses 2-pt shot from 19 ft,,82-88,,
1:19.0,,,82-88,,Defensive rebound by T. Snell
1:05.0,,,82-88,,Turnover by D. Rose (bad pass)
0:54.0,V. Oladipo misses 2-pt shot from 2 ft,,82-88,,
0:53.0,,,82-88,,Defensive rebound by J. Noah
0:37.0,,,82-88,,J. Noah misses 2-pt shot from 1 ft
0:36.0,,,82-88,,Offensive rebound by J. Noah
0:23.0,,,82-88,,N. Mirotic misses 2-pt shot at rim (block by N. Vucevic)
0:21.0,Defensive rebound by J. Smith,,82-88,,
0:18.0,V. Oladipo makes 3-pt shot from 25 ft (assist by J. Smith),3,85-88,,
0:17.0,,,85-88,,Chicago full timeout
0:17.0,,,85-88,,D. McDermott enters the game for T. Snell
0:17.0,,,85-88,,P. Gasol enters the game for J. Noah
0:17.0,A. Gordon enters the game for N. Vucevic,,85-88,,
0:17.0,E. Payton enters the game for J. Smith,,85-88,,
0:15.0,Personal foul by S. Napier (drawn by J. Butler),,85-88,,
0:15.0,,,85-89,1,J. Butler makes free throw 1 of 2
0:15.0,N. Vucevic enters the game for S. Napier,,85-89,,
0:15.0,,,85-89,,J. Noah enters the game for P. Gasol
0:15.0,,,85-89,,T. Gibson enters the game for N. Mirotic
0:15.0,,,85-89,,T. Snell enters the game for D. McDermott
0:15.0,,,85-90,1,J. Butler makes free throw 2 of 2
0:15.0,Orlando full timeout,,85-90,,
0:13.0,E. Fournier makes 2-pt shot from 1 ft (assist by V. Oladipo),2,87-90,,
0:12.0,,,87-90,,Chicago full timeout
0:12.0,,,87-90,,P. Gasol enters the game for T. Snell
0:12.0,,,87-90,,N. Mirotic enters the game for J. Noah
0:12.0,,,87-90,,D. McDermott enters the game for T. Gibson
0:12.0,S. Napier enters the game for N. Vucevic,,87-90,,
0:10.0,Personal foul by E. Payton (drawn by D. Rose),,87-90,,
0:10.0,,,87-91,1,D. Rose makes free throw 1 of 2
0:10.0,,,87-91,,T. Snell enters the game for N. Mirotic
0:10.0,,,87-91,,J. Noah enters the game for P. Gasol
0:10.0,,,87-91,,T. Gibson enters the game for D. McDermott
0:10.0,N. Vucevic enters the game for S. Napier,,87-91,,
0:10.0,,,87-92,1,D. Rose makes free throw 2 of 2
0:10.0,Orlando full timeout,,87-92,,
0:10.0,S. Napier enters the game for E. Payton,,87-92,,
0:05.0,N. Vucevic misses 2-pt shot from 5 ft,,87-92,,
0:03.0,Offensive rebound by A. Gordon,,87-92,,
0:03.0,A. Gordon misses 2-pt shot from 3 ft,,87-92,,
0:02.0,Offensive rebound by Team,,87-92,,
0:01.0,V. Oladipo misses 3-pt shot from 22 ft (block by J. Butler),,87-92,,
0:00.0,Offensive rebound by Team,,87-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
