time,Minnesota,pts.away,score,pts.home,Oklahoma City
4:08.0,,,79-103,2,C. Payne makes 2-pt shot from 4 ft
4:08.0,,,79-103,,Shooting foul by Z. LaVine (drawn by C. Payne)
4:08.0,,,79-104,1,C. Payne makes free throw 1 of 1
3:51.0,K. Towns makes 2-pt shot from 17 ft,2,81-104,,
3:32.0,,,81-106,2,D. Waiters makes 2-pt shot from 17 ft
3:16.0,A. Wiggins misses 2-pt shot from 1 ft,,81-106,,
3:14.0,Offensive rebound by A. Wiggins,,81-106,,
3:14.0,A. Wiggins makes 2-pt shot from 1 ft,2,83-106,,
2:55.0,,,83-106,,K. Singler misses 3-pt shot from 25 ft
2:55.0,,,83-106,,Offensive rebound by E. Kanter
2:53.0,,,83-108,2,E. Kanter makes 2-pt shot at rim
2:36.0,N. Bjelica misses 3-pt shot from 25 ft,,83-108,,
2:35.0,Offensive rebound by K. Towns,,83-108,,
2:32.0,K. Towns makes 2-pt shot from 4 ft,2,85-108,,
2:13.0,,,85-110,2,K. Singler makes 2-pt shot from 1 ft (assist by C. Payne)
2:11.0,Minnesota full timeout,,85-110,,
2:11.0,G. Dieng enters the game for K. Towns,,85-110,,
2:11.0,D. Rudez enters the game for A. Wiggins,,85-110,,
1:53.0,N. Bjelica misses 3-pt shot from 24 ft,,85-110,,
1:52.0,Offensive rebound by G. Dieng,,85-110,,
1:39.0,Z. LaVine makes 2-pt shot from 4 ft,2,87-110,,
1:39.0,Shooting foul by M. McGary (drawn by Z. LaVine),,87-110,,
1:39.0,Z. LaVine makes free throw 1 of 1,1,88-110,,
1:23.0,,,88-112,2,C. Payne makes 2-pt shot from 6 ft
1:13.0,S. Muhammad makes 3-pt shot from 22 ft (assist by N. Bjelica),3,91-112,,
0:51.0,,,91-112,,Shooting foul by S. Muhammad (drawn by D. Waiters)
0:51.0,,,91-113,1,D. Waiters makes free throw 1 of 2
0:51.0,,,91-113,,D. Waiters misses free throw 2 of 2
0:51.0,Defensive rebound by Team,,91-113,,
0:33.0,D. Rudez makes 2-pt shot at rim (assist by G. Dieng),2,93-113,,
0:20.0,,,93-113,,M. McGary misses 3-pt shot from 24 ft
0:19.0,Defensive rebound by S. Muhammad,,93-113,,
0:12.0,Turnover by N. Bjelica (bad pass; steal by D. Waiters),,93-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
