time,New York,pts.away,score,pts.home,Charlotte
1:13.0,A. Afflalo makes 2-pt shot from 15 ft,2,93-93,,
0:57.0,,,93-93,,N. Batum misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by R. Lopez,,93-93,,
0:45.0,,,93-93,,Personal foul by J. Lin (drawn by K. Porzingis)
0:39.0,A. Afflalo misses 2-pt shot from 17 ft,,93-93,,
0:38.0,,,93-93,,Defensive rebound by N. Batum
0:32.0,,,93-93,,Charlotte full timeout
0:29.0,Personal foul by L. Thomas (drawn by C. Zeller),,93-93,,
0:29.0,,,93-93,,C. Zeller misses free throw 1 of 2
0:29.0,,,93-93,,Offensive rebound by Team
0:29.0,,,93-93,,K. Walker enters the game for J. Lamb
0:29.0,,,93-93,,C. Zeller misses free throw 2 of 2
0:28.0,Defensive rebound by J. Calderon,,93-93,,
0:23.0,New York full timeout,,93-93,,
0:04.0,C. Anthony misses 2-pt shot from 19 ft,,93-93,,
0:04.0,Offensive rebound by Team,,93-93,,
0:04.0,Turnover by Team (shot clock),,93-93,,
0:04.0,,,93-93,,Charlotte full timeout
0:04.0,,,93-93,,S. Hawes enters the game for K. Walker
0:04.0,L. Galloway enters the game for J. Calderon,,93-93,,
0:02.0,,,93-93,,Charlotte full timeout
0:01.0,,,93-95,2,C. Zeller makes 2-pt shot from 2 ft (assist by S. Hawes)
0:01.0,New York full timeout,,93-95,,
0:01.0,J. Calderon enters the game for R. Lopez,,93-95,,
0:01.0,K. Porzingis enters the game for L. Galloway,,93-95,,
0:01.0,,,93-95,,K. Walker enters the game for S. Hawes
0:00.0,End of 4th quarter,,,,End of 4th quarter
