time,Memphis,pts.away,score,pts.home,Minnesota
0:35.0,,,101-101,,R. Rubio misses free throw 1 of 2
0:35.0,,,101-101,,Offensive rebound by Team
0:35.0,,,101-101,,T. Prince enters the game for N. Bjelica
0:35.0,,,101-102,1,R. Rubio makes free throw 2 of 2
0:35.0,Memphis full timeout,,101-102,,
0:35.0,Turnover by Team (5 sec inbounds),,101-102,,
0:35.0,,,101-102,,Minnesota full timeout
0:15.0,,,101-102,,Shooting foul by M. Conley (drawn by R. Rubio)
0:15.0,,,101-103,1,R. Rubio makes free throw 1 of 2
0:15.0,,,101-104,1,R. Rubio makes free throw 2 of 2
0:13.0,,,101-104,,Personal take foul by R. Rubio (drawn by M. Conley)
0:07.0,M. Conley misses 2-pt shot from 8 ft,,101-104,,
0:06.0,,,101-104,,Defensive rebound by A. Wiggins
0:05.0,Personal take foul by V. Carter (drawn by A. Wiggins),,101-104,,
0:05.0,,,101-105,1,A. Wiggins makes free throw 1 of 2
0:05.0,,,101-106,1,A. Wiggins makes free throw 2 of 2
0:03.0,J. Green misses 3-pt shot from 31 ft,,101-106,,
0:01.0,Offensive rebound by J. Green,,101-106,,
0:00.0,J. Green misses 2-pt shot from 21 ft,,101-106,,
0:00.0,Offensive rebound by Team,,101-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
