time,Chicago,pts.away,score,pts.home,Boston
6:22.0,,,94-97,,M. Smart misses 2-pt shot from 9 ft
6:21.0,Defensive rebound by N. Mirotic,,94-97,,
6:04.0,Turnover by D. Rose (bad pass; steal by A. Bradley),,94-97,,
5:54.0,,,94-97,,J. Sullinger misses 2-pt shot from 17 ft
5:53.0,Defensive rebound by D. Rose,,94-97,,
5:41.0,A. Brooks misses 3-pt shot from 22 ft,,94-97,,
5:40.0,,,94-97,,Defensive rebound by J. Sullinger
5:21.0,,,94-97,,A. Bradley misses 2-pt shot from 19 ft
5:20.0,Defensive rebound by N. Mirotic,,94-97,,
5:05.0,,,94-97,,Personal foul by J. Sullinger (drawn by P. Gasol)
5:05.0,,,94-97,,Boston full timeout
5:05.0,,,94-97,,K. Olynyk enters the game for M. Smart
4:58.0,Shooting foul by J. Sullinger (drawn by J. Butler),,94-97,,
4:58.0,J. Butler makes free throw 1 of 2,1,95-97,,
4:58.0,J. Butler makes free throw 2 of 2,1,96-97,,
4:45.0,,,96-97,,J. Sullinger misses 2-pt shot from 20 ft
4:44.0,Defensive rebound by D. Rose,,96-97,,
4:39.0,Turnover by N. Mirotic (lost ball),,96-97,,
4:29.0,,,96-99,2,I. Thomas makes 2-pt shot at rim
4:08.0,N. Mirotic misses 3-pt shot from 24 ft,,96-99,,
4:07.0,,,96-99,,Defensive rebound by I. Thomas
3:52.0,,,96-99,,I. Thomas misses 2-pt shot from 22 ft
3:51.0,Defensive rebound by N. Mirotic,,96-99,,
3:41.0,D. Rose misses 2-pt shot from 21 ft,,96-99,,
3:39.0,,,96-99,,Defensive rebound by J. Sullinger
3:21.0,,,96-101,2,J. Sullinger makes 2-pt shot at rim (assist by K. Olynyk)
3:21.0,Chicago full timeout,,96-101,,
3:21.0,T. Gibson enters the game for N. Mirotic,,96-101,,
3:03.0,J. Butler misses 2-pt shot from 20 ft,,96-101,,
3:01.0,Offensive rebound by Team,,96-101,,
2:53.0,D. Rose misses 2-pt shot from 12 ft,,96-101,,
2:52.0,,,96-101,,Defensive rebound by Team
2:35.0,,,96-103,2,I. Thomas makes 2-pt shot from 2 ft (assist by J. Sullinger)
2:20.0,Chicago full timeout,,96-103,,
2:20.0,B. Portis enters the game for T. Gibson,,96-103,,
2:13.0,Turnover by J. Butler (lost ball; steal by J. Crowder),,96-103,,
1:57.0,,,96-105,2,A. Bradley makes 2-pt shot from 15 ft
1:45.0,P. Gasol misses 2-pt shot from 6 ft,,96-105,,
1:45.0,Offensive rebound by Team,,96-105,,
1:45.0,,,96-105,,Personal foul by J. Sullinger (drawn by B. Portis)
1:45.0,B. Portis misses free throw 1 of 2,,96-105,,
1:45.0,Offensive rebound by Team,,96-105,,
1:45.0,B. Portis misses free throw 2 of 2,,96-105,,
1:45.0,Offensive rebound by J. Butler,,96-105,,
1:42.0,B. Portis misses 2-pt shot from 3 ft (block by J. Sullinger),,96-105,,
1:41.0,Offensive rebound by P. Gasol,,96-105,,
1:40.0,P. Gasol makes 2-pt shot at rim,2,98-105,,
1:20.0,,,98-107,2,J. Sullinger makes 2-pt shot from 1 ft (assist by I. Thomas)
1:10.0,B. Portis misses 2-pt shot from 23 ft,,98-107,,
1:09.0,,,98-107,,Defensive rebound by J. Sullinger
1:07.0,Personal take foul by P. Gasol (drawn by J. Sullinger),,98-107,,
0:48.0,,,98-107,,K. Olynyk misses 2-pt shot at rim
0:47.0,,,98-107,,Offensive rebound by J. Sullinger
0:39.0,Personal foul by A. Brooks (drawn by I. Thomas),,98-107,,
0:39.0,,,98-108,1,I. Thomas makes free throw 1 of 2
0:39.0,,,98-109,1,I. Thomas makes free throw 2 of 2
0:39.0,Chicago full timeout,,98-109,,
0:39.0,,,98-109,,E. Turner enters the game for K. Olynyk
0:39.0,,,98-109,,M. Smart enters the game for I. Thomas
0:39.0,D. McDermott enters the game for P. Gasol,,98-109,,
0:34.0,D. Rose makes 2-pt shot from 1 ft,2,100-109,,
0:34.0,Shooting foul by J. Sullinger (drawn by D. Rose),,100-109,,
0:34.0,,,100-109,,I. Thomas enters the game for M. Smart
0:34.0,D. Rose makes free throw 1 of 1,1,101-109,,
0:33.0,Personal take foul by D. McDermott (drawn by A. Bradley),,101-109,,
0:33.0,,,101-110,1,A. Bradley makes free throw 1 of 2
0:33.0,,,101-110,,M. Smart enters the game for J. Sullinger
0:33.0,,,101-110,,A. Bradley misses free throw 2 of 2
0:33.0,Defensive rebound by B. Portis,,101-110,,
0:19.0,J. Butler misses 3-pt shot from 25 ft,,101-110,,
0:18.0,,,101-110,,Defensive rebound by E. Turner
0:00.0,End of 4th quarter,,,,End of 4th quarter
