time,Washington,pts.away,score,pts.home,New York
0:09.0,,,107-106,,L. Thomas enters the game for J. Calderon
0:07.0,,,107-106,,Personal take foul by L. Thomas (drawn by J. Wall)
0:07.0,J. Wall makes free throw 1 of 2,1,108-106,,
0:07.0,,,108-106,,J. Calderon enters the game for L. Thomas
0:07.0,J. Wall makes free throw 2 of 2,1,109-106,,
0:05.0,Personal foul by G. Temple (drawn by C. Anthony),,109-106,,
0:05.0,,,109-107,1,C. Anthony makes free throw 1 of 2
0:05.0,,,109-107,,L. Thomas enters the game for J. Calderon
0:05.0,M. Gortat enters the game for G. Temple,,109-107,,
0:05.0,,,109-108,1,C. Anthony makes free throw 2 of 2
0:04.0,,,109-108,,Personal take foul by L. Galloway (drawn by J. Wall)
0:04.0,J. Wall makes free throw 1 of 2,1,110-108,,
0:04.0,G. Temple enters the game for M. Gortat,,110-108,,
0:04.0,,,110-108,,J. Calderon enters the game for L. Thomas
0:04.0,J. Wall makes free throw 2 of 2,1,111-108,,
0:00.0,,,111-108,,L. Galloway misses 3-pt shot from 24 ft
0:00.0,,,111-108,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
