time,Golden State,pts.away,score,pts.home,Minnesota
3:50.0,,,119-108,,Offensive rebound by K. Towns
3:49.0,,,119-110,2,K. Towns makes 2-pt shot at rim
3:27.0,Shooting foul by K. Martin (drawn by D. Green),,119-110,,
3:27.0,D. Green makes free throw 1 of 2,1,120-110,,
3:27.0,D. Green makes free throw 2 of 2,1,121-110,,
3:17.0,,,121-110,,Turnover by Z. LaVine (bad pass; steal by K. Thompson)
2:54.0,S. Curry misses 3-pt shot from 27 ft,,121-110,,
2:53.0,,,121-110,,Defensive rebound by N. Bjelica
2:46.0,,,121-110,,A. Wiggins misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by S. Curry,,121-110,,
2:37.0,Turnover by S. Curry (bad pass),,121-110,,
2:37.0,Golden State full timeout,,121-110,,
2:37.0,A. Iguodala enters the game for S. Livingston,,121-110,,
2:32.0,,,121-110,,Shooting foul by S. Curry (drawn by Z. LaVine)
2:32.0,,,121-111,1,Z. LaVine makes free throw 1 of 2
2:32.0,,,121-111,,Z. LaVine misses free throw 2 of 2
2:31.0,Defensive rebound by K. Thompson,,121-111,,
2:13.0,Turnover by S. Curry (bad pass; steal by Z. LaVine),,121-111,,
2:10.0,,,121-113,2,K. Martin makes 2-pt shot at rim (assist by A. Wiggins)
1:55.0,S. Curry makes 2-pt shot from 18 ft (assist by A. Iguodala),2,123-113,,
1:55.0,Shooting foul by K. Martin (drawn by S. Curry),,123-113,,
1:55.0,S. Curry makes free throw 1 of 1,1,124-113,,
1:44.0,,,124-113,,Turnover by A. Wiggins (lost ball; steal by D. Green)
1:29.0,Turnover by S. Curry (discontinued dribble),,124-113,,
1:17.0,,,124-113,,K. Towns misses 2-pt shot from 1 ft (block by D. Green)
1:15.0,Jump ball: D. Green vs. K. Towns (Z. LaVine gains possession),,,,Jump ball: D. Green vs. K. Towns (Z. LaVine gains possession)
1:15.0,,,124-113,,Offensive rebound by Team
1:11.0,,,124-113,,Shooting foul by D. Green (drawn by Z. LaVine)
1:11.0,,,124-114,1,Z. LaVine makes free throw 1 of 2
1:11.0,,,124-114,,D. Rudez enters the game for A. Wiggins
1:11.0,,,124-114,,T. Jones enters the game for K. Martin
1:11.0,,,124-114,,A. Payne enters the game for N. Bjelica
1:11.0,,,124-115,1,Z. LaVine makes free throw 2 of 2
0:53.0,K. Thompson makes 2-pt shot from 12 ft (assist by A. Iguodala),2,126-115,,
0:48.0,Personal foul by S. Curry (drawn by K. Towns),,126-115,,
0:48.0,,,126-115,,K. Towns misses free throw 1 of 2
0:48.0,,,126-115,,Offensive rebound by Team
0:48.0,,,126-115,,S. Muhammad enters the game for Z. LaVine
0:48.0,,,126-116,1,K. Towns makes free throw 2 of 2
0:30.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,129-116,,
0:08.0,,,129-116,,T. Jones misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by D. Green,,129-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
