time,Toronto,pts.away,score,pts.home,Boston
2:39.0,,,75-84,2,A. Johnson makes 2-pt shot from 4 ft
2:22.0,D. DeRozan makes 2-pt shot from 13 ft,2,77-84,,
2:22.0,Loose ball foul by B. Biyombo,,77-84,,
2:09.0,,,77-86,2,E. Turner makes 2-pt shot from 12 ft (assist by I. Thomas)
1:46.0,C. Joseph misses 2-pt shot from 4 ft,,77-86,,
1:45.0,,,77-86,,Defensive rebound by A. Johnson
1:25.0,,,77-86,,A. Bradley misses 3-pt shot from 25 ft
1:23.0,,,77-86,,Offensive rebound by A. Bradley
1:20.0,,,77-86,,J. Sullinger misses 2-pt shot from 2 ft
1:19.0,Defensive rebound by J. Thompson,,77-86,,
1:11.0,T. Ross misses 3-pt shot from 23 ft,,77-86,,
1:10.0,Offensive rebound by B. Biyombo,,77-86,,
0:56.0,C. Joseph misses 2-pt shot from 6 ft,,77-86,,
0:55.0,,,77-86,,Defensive rebound by J. Sullinger
0:34.0,,,77-89,3,A. Bradley makes 3-pt shot from 23 ft (assist by I. Thomas)
0:34.0,Toronto full timeout,,77-89,,
0:20.0,T. Ross makes 2-pt shot from 2 ft,2,79-89,,
0:15.0,,,79-91,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
0:06.0,C. Joseph misses 3-pt shot from 24 ft,,79-91,,
0:05.0,,,79-91,,Defensive rebound by J. Sullinger
0:00.0,End of 4th quarter,,,,End of 4th quarter
