time,Sacramento,pts.away,score,pts.home,Memphis
8:03.0,,,87-88,3,M. Conley makes 3-pt shot from 22 ft (assist by M. Barnes)
7:48.0,Offensive foul by D. Cousins,,87-88,,
7:48.0,Turnover by D. Cousins (offensive foul),,87-88,,
7:33.0,,,87-88,,P. Hairston misses 3-pt shot from 26 ft
7:31.0,Defensive rebound by W. Cauley-Stein,,87-88,,
7:23.0,R. Rondo makes 2-pt shot from 19 ft,2,89-88,,
7:07.0,,,89-88,,Offensive foul by M. Barnes
7:07.0,,,89-88,,Turnover by M. Barnes (offensive foul)
7:07.0,K. Koufos enters the game for D. Cousins,,89-88,,
7:07.0,Q. Acy enters the game for W. Cauley-Stein,,89-88,,
7:07.0,,,89-88,,Technical foul by M. Barnes
7:07.0,Technical foul by M. Belinelli,,89-88,,
6:57.0,M. Belinelli misses 3-pt shot from 24 ft,,89-88,,
6:55.0,Offensive rebound by K. Koufos,,89-88,,
6:34.0,K. Koufos misses 2-pt shot from 4 ft,,89-88,,
6:33.0,,,89-88,,Defensive rebound by Z. Randolph
6:15.0,,,89-88,,Offensive charge foul by P. Hairston
6:15.0,,,89-88,,Turnover by P. Hairston (offensive foul)
5:55.0,M. Belinelli makes 2-pt shot from 19 ft (assist by Q. Acy),2,91-88,,
5:46.0,Personal foul by Q. Acy (drawn by Z. Randolph),,91-88,,
5:29.0,,,91-90,2,M. Conley makes 2-pt shot from 2 ft
5:09.0,D. Collison misses 2-pt shot from 3 ft,,91-90,,
5:06.0,,,91-90,,Defensive rebound by P. Hairston
4:59.0,,,91-90,,Shooting foul by K. Koufos (drawn by C. Andersen)
4:59.0,,,91-91,1,C. Andersen makes free throw 1 of 2
4:59.0,D. Cousins enters the game for K. Koufos,,91-91,,
4:59.0,,,91-91,,C. Andersen misses free throw 2 of 2
4:58.0,Defensive rebound by D. Cousins,,91-91,,
4:40.0,D. Cousins misses 2-pt shot from 2 ft,,91-91,,
4:39.0,,,91-91,,Defensive rebound by C. Andersen
4:34.0,,,91-93,2,Z. Randolph makes 2-pt shot at rim (assist by P. Hairston)
4:34.0,Sacramento full timeout,,91-93,,
4:34.0,,,91-93,,M. Chalmers enters the game for P. Hairston
4:34.0,O. Casspi enters the game for R. Rondo,,91-93,,
4:17.0,D. Cousins misses 2-pt shot from 1 ft (block by C. Andersen),,91-93,,
4:15.0,,,91-93,,Defensive rebound by M. Barnes
3:54.0,,,91-96,3,M. Conley makes 3-pt shot from 24 ft (assist by Z. Randolph)
3:38.0,Turnover by D. Cousins (bad pass; steal by M. Conley),,91-96,,
3:28.0,Personal foul by D. Collison (drawn by M. Chalmers),,91-96,,
3:28.0,,,91-97,1,M. Chalmers makes free throw 1 of 2
3:28.0,,,91-98,1,M. Chalmers makes free throw 2 of 2
3:10.0,Q. Acy makes 2-pt shot from 18 ft (assist by D. Cousins),2,93-98,,
2:50.0,,,93-98,,Z. Randolph misses 2-pt shot from 2 ft
2:48.0,Defensive rebound by D. Cousins,,93-98,,
2:29.0,M. Belinelli misses 3-pt shot from 23 ft,,93-98,,
2:28.0,,,93-98,,Defensive rebound by Team
2:28.0,R. Rondo enters the game for O. Casspi,,93-98,,
2:15.0,,,93-98,,Turnover by Z. Randolph (traveling)
2:03.0,Q. Acy makes 2-pt shot at rim (assist by D. Cousins),2,95-98,,
1:53.0,,,95-100,2,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Chalmers)
1:45.0,M. Belinelli makes 2-pt shot from 19 ft (assist by R. Rondo),2,97-100,,
1:28.0,,,97-100,,Turnover by M. Barnes (bad pass; steal by D. Cousins)
1:26.0,Turnover by D. Collison (lost ball),,97-100,,
1:26.0,,,97-100,,V. Carter enters the game for C. Andersen
1:08.0,,,97-100,,V. Carter misses 3-pt shot from 22 ft
1:08.0,,,97-100,,Offensive rebound by Team
0:50.0,,,97-102,2,M. Conley makes 2-pt shot from 11 ft
0:50.0,Sacramento full timeout,,97-102,,
0:50.0,,,97-102,,C. Andersen enters the game for V. Carter
0:44.0,Shooting foul by M. Barnes (drawn by D. Cousins),,97-102,,
0:44.0,D. Cousins misses free throw 1 of 2,,97-102,,
0:44.0,Offensive rebound by Team,,97-102,,
0:44.0,J. Anderson enters the game for M. Belinelli,,97-102,,
0:44.0,D. Cousins makes free throw 2 of 2,1,98-102,,
0:23.0,,,98-102,,M. Barnes misses 3-pt shot from 24 ft
0:21.0,Defensive rebound by R. Rondo,,98-102,,
0:20.0,Sacramento full timeout,,98-102,,
0:20.0,M. Belinelli enters the game for J. Anderson,,98-102,,
0:18.0,D. Cousins misses 3-pt shot from 23 ft,,98-102,,
0:17.0,,,98-102,,Defensive rebound by C. Andersen
0:17.0,Personal take foul by R. Rondo (drawn by C. Andersen),,98-102,,
0:17.0,,,98-103,1,C. Andersen makes free throw 1 of 2
0:17.0,O. Casspi enters the game for Q. Acy,,98-103,,
0:17.0,,,98-104,1,C. Andersen makes free throw 2 of 2
0:08.0,D. Cousins misses 3-pt shot from 24 ft,,98-104,,
0:07.0,,,98-104,,Defensive rebound by C. Andersen
0:00.0,End of 4th quarter,,,,End of 4th quarter
