time,Boston,pts.away,score,pts.home,New York
4:00.0,Offensive rebound by E. Turner,,89-81,,
3:56.0,I. Thomas misses 2-pt shot from 1 ft,,89-81,,
3:55.0,Offensive rebound by T. Zeller,,89-81,,
3:55.0,T. Zeller makes 2-pt shot at rim,2,91-81,,
3:43.0,,,91-81,,L. Thomas misses 2-pt shot from 21 ft
3:41.0,,,91-81,,Offensive rebound by Team
3:41.0,,,91-81,,Shooting foul by T. Zeller (drawn by R. Lopez)
3:41.0,,,91-82,1,R. Lopez makes free throw 1 of 2
3:41.0,,,91-83,1,R. Lopez makes free throw 2 of 2
3:29.0,T. Zeller makes 2-pt shot from 3 ft (assist by E. Turner),2,93-83,,
3:27.0,,,93-83,,New York full timeout
3:27.0,,,93-83,,K. Porzingis enters the game for L. Thomas
3:13.0,,,93-85,2,K. Porzingis makes 2-pt shot from 4 ft (assist by C. Anthony)
2:49.0,M. Smart misses 3-pt shot from 25 ft,,93-85,,
2:47.0,,,93-85,,Defensive rebound by C. Anthony
2:41.0,,,93-85,,K. Porzingis misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by I. Thomas,,93-85,,
2:36.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,95-85,,
2:18.0,,,95-87,2,K. Porzingis makes 2-pt shot from 8 ft
1:59.0,E. Turner misses 2-pt shot from 16 ft,,95-87,,
1:57.0,Offensive rebound by E. Turner,,95-87,,
1:55.0,T. Zeller misses 2-pt shot from 5 ft,,95-87,,
1:54.0,,,95-87,,Defensive rebound by C. Anthony
1:43.0,,,95-87,,L. Galloway misses 2-pt shot from 18 ft
1:41.0,Defensive rebound by E. Turner,,95-87,,
1:22.0,E. Turner misses 2-pt shot from 1 ft,,95-87,,
1:20.0,Offensive rebound by T. Zeller,,95-87,,
1:17.0,Turnover by T. Zeller (bad pass; steal by K. Porzingis),,95-87,,
1:14.0,,,95-87,,C. Anthony misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by E. Turner,,95-87,,
0:58.0,I. Thomas makes 2-pt shot from 10 ft,2,97-87,,
0:48.0,,,97-87,,A. Afflalo misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by Team,,97-87,,
0:48.0,,,97-87,,Loose ball foul by C. Anthony (drawn by E. Turner)
0:48.0,,,97-87,,L. Thomas enters the game for C. Anthony
0:28.0,Turnover by I. Thomas (traveling),,97-87,,
0:22.0,,,97-89,2,A. Afflalo makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
