time,Brooklyn,pts.away,score,pts.home,Milwaukee
2:22.0,Offensive rebound by T. Young,,75-90,,
2:22.0,T. Young misses 2-pt shot from 2 ft,,75-90,,
2:20.0,Offensive rebound by R. Hollis-Jefferson,,75-90,,
2:15.0,J. Johnson misses 3-pt shot from 26 ft,,75-90,,
2:14.0,Offensive rebound by A. Bargnani,,75-90,,
2:14.0,A. Bargnani misses 2-pt shot from 1 ft,,75-90,,
2:11.0,,,75-90,,Defensive rebound by G. Antetokounmpo
1:52.0,,,75-92,2,J. Bayless makes 2-pt shot at rim
1:44.0,J. Jack misses 2-pt shot from 2 ft (block by J. O'Bryant),,75-92,,
1:44.0,Offensive rebound by T. Young,,75-92,,
1:44.0,T. Young makes 2-pt shot at rim,2,77-92,,
1:44.0,,,77-92,,Milwaukee full timeout
1:44.0,,,77-92,,M. Plumlee enters the game for G. Antetokounmpo
1:44.0,,,77-92,,D. Inglis enters the game for G. Monroe
1:44.0,,,77-92,,R. Vaughn enters the game for K. Middleton
1:44.0,,,77-92,,T. Ennis enters the game for J. O'Bryant
1:44.0,,,77-92,,C. Copeland enters the game for J. Bayless
1:44.0,S. Karasev enters the game for J. Johnson,,77-92,,
1:44.0,T. Robinson enters the game for T. Young,,77-92,,
1:44.0,B. Bogdanovic enters the game for R. Hollis-Jefferson,,77-92,,
1:44.0,S. Larkin enters the game for J. Jack,,77-92,,
1:31.0,,,77-92,,T. Ennis misses 2-pt shot at rim
1:29.0,Defensive rebound by S. Karasev,,77-92,,
1:24.0,,,77-92,,Personal foul by M. Plumlee (drawn by A. Bargnani)
1:18.0,B. Bogdanovic misses 2-pt shot from 23 ft,,77-92,,
1:16.0,Offensive rebound by T. Robinson,,77-92,,
1:09.0,T. Robinson makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,79-92,,
0:57.0,,,79-94,2,R. Vaughn makes 2-pt shot from 16 ft (assist by T. Ennis)
0:50.0,,,79-94,,Personal foul by R. Vaughn (drawn by S. Karasev)
0:50.0,S. Karasev makes free throw 1 of 2,1,80-94,,
0:50.0,S. Karasev makes free throw 2 of 2,1,81-94,,
0:39.0,,,81-94,,Turnover by R. Vaughn (step out of bounds)
0:27.0,A. Bargnani makes 2-pt shot from 14 ft (assist by S. Larkin),2,83-94,,
0:06.0,,,83-94,,Turnover by M. Plumlee (traveling)
0:02.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by S. Larkin),3,86-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
