time,LA Lakers,pts.away,score,pts.home,Portland
1:33.0,,,94-105,,Shooting foul by R. Hibbert (drawn by D. Lillard)
1:33.0,,,94-107,2,D. Lillard makes 2-pt shot from 3 ft
1:33.0,,,94-108,1,D. Lillard makes free throw 1 of 1
1:20.0,K. Bryant misses 2-pt shot from 10 ft,,94-108,,
1:19.0,,,94-108,,Defensive rebound by M. Plumlee
1:00.0,,,94-108,,D. Lillard misses 2-pt shot from 20 ft
0:59.0,Defensive rebound by R. Hibbert,,94-108,,
0:52.0,Shooting foul by M. Harkless (drawn by J. Randle),,94-108,,
0:52.0,J. Randle misses free throw 1 of 2,,94-108,,
0:52.0,Offensive rebound by Team,,94-108,,
0:52.0,,,94-108,,P. Connaughton enters the game for M. Plumlee
0:52.0,,,94-108,,T. Frazier enters the game for C. McCollum
0:52.0,,,94-108,,N. Vonleh enters the game for D. Lillard
0:52.0,,,94-108,,C. Alexander enters the game for A. Aminu
0:52.0,B. Bass enters the game for K. Bryant,,94-108,,
0:52.0,M. World Peace enters the game for R. Hibbert,,94-108,,
0:52.0,J. Randle misses free throw 2 of 2,,94-108,,
0:51.0,,,94-108,,Defensive rebound by M. Harkless
0:35.0,,,94-108,,Turnover by N. Vonleh (lost ball; steal by J. Randle)
0:29.0,J. Clarkson misses 3-pt shot from 24 ft,,94-108,,
0:29.0,,,94-108,,Defensive rebound by M. Harkless
0:18.0,,,94-108,,Turnover by C. Alexander (lost ball; steal by M. World Peace)
0:14.0,D. Russell makes 2-pt shot from 1 ft (assist by M. World Peace),2,96-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
