time,Dallas,pts.away,score,pts.home,Oklahoma City
2:56.0,Offensive rebound by Team,,79-81,,
2:47.0,S. Mejri misses 2-pt shot at rim (block by S. Ibaka),,79-81,,
2:45.0,Offensive rebound by D. Nowitzki,,79-81,,
2:43.0,D. Nowitzki misses 2-pt shot from 20 ft,,79-81,,
2:42.0,,,79-81,,Defensive rebound by S. Ibaka
2:20.0,,,79-81,,Turnover by K. Durant (lost ball; steal by W. Matthews)
2:14.0,D. Harris makes 2-pt shot from 2 ft (assist by W. Matthews),2,81-81,,
1:59.0,Personal foul by W. Matthews,,81-81,,
1:50.0,,,81-81,,Turnover by R. Westbrook (lost ball)
1:32.0,W. Matthews misses 3-pt shot from 24 ft,,81-81,,
1:32.0,,,81-81,,Defensive rebound by R. Westbrook
1:16.0,,,81-81,,K. Durant misses 2-pt shot from 15 ft
1:15.0,Defensive rebound by R. Felton,,81-81,,
1:00.0,D. Nowitzki misses 3-pt shot from 25 ft,,81-81,,
1:00.0,,,81-81,,Defensive rebound by S. Ibaka
0:57.0,,,81-81,,Oklahoma City full timeout
0:41.0,,,81-81,,R. Westbrook misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by R. Felton,,81-81,,
0:29.0,R. Felton makes 2-pt shot from 1 ft,2,83-81,,
0:29.0,,,83-81,,Oklahoma City full timeout
0:25.0,,,83-81,,K. Durant misses 2-pt shot from 16 ft
0:24.0,,,83-81,,Offensive rebound by S. Adams
0:20.0,,,83-81,,K. Durant misses 3-pt shot from 23 ft
0:18.0,Defensive rebound by W. Matthews,,83-81,,
0:14.0,W. Matthews makes 2-pt shot from 1 ft,2,85-81,,
0:14.0,,,85-81,,Oklahoma City full timeout
0:14.0,J. Anderson enters the game for D. Harris,,85-81,,
0:10.0,,,85-84,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
0:10.0,Dallas full timeout,,85-84,,
0:10.0,D. Harris enters the game for S. Mejri,,85-84,,
0:10.0,,,85-84,,A. Roberson enters the game for S. Ibaka
0:08.0,,,85-84,,Personal take foul by S. Adams
0:07.0,,,85-84,,Personal foul by R. Westbrook
0:07.0,R. Felton misses free throw 1 of 2,,85-84,,
0:07.0,Offensive rebound by Team,,85-84,,
0:07.0,,,85-84,,A. Morrow enters the game for A. Roberson
0:07.0,R. Felton misses free throw 2 of 2,,85-84,,
0:06.0,,,85-84,,Defensive rebound by K. Durant
0:03.0,,,85-84,,K. Durant misses 2-pt shot from 3 ft (block by J. Anderson)
0:02.0,,,85-84,,Offensive rebound by R. Westbrook
0:01.0,,,85-84,,R. Westbrook misses 2-pt shot from 4 ft
0:01.0,,,85-84,,Offensive rebound by S. Adams
0:00.0,End of 4th quarter,,,,End of 4th quarter
