time,Oklahoma City,pts.away,score,pts.home,San Antonio
1:33.0,C. Payne misses 3-pt shot from 24 ft,,88-93,,
1:32.0,Offensive rebound by A. Roberson,,88-93,,
1:28.0,D. Waiters makes 2-pt shot at rim,2,90-93,,
1:12.0,,,90-93,,K. Leonard misses 2-pt shot from 10 ft
1:11.0,Defensive rebound by A. Roberson,,90-93,,
1:11.0,Oklahoma City full timeout,,90-93,,
1:04.0,D. Waiters misses 2-pt shot from 3 ft (block by K. Leonard),,90-93,,
1:03.0,Offensive rebound by Team,,90-93,,
0:57.0,D. Waiters misses 3-pt shot from 24 ft,,90-93,,
0:56.0,,,90-93,,Defensive rebound by K. Leonard
0:32.0,,,90-93,,K. Leonard misses 3-pt shot from 28 ft
0:31.0,Defensive rebound by A. Roberson,,90-93,,
0:22.0,C. Payne misses 2-pt shot from 3 ft,,90-93,,
0:21.0,Offensive rebound by C. Payne,,90-93,,
0:16.0,D. Waiters makes 2-pt shot from 4 ft,2,92-93,,
0:16.0,Shooting foul by D. West (drawn by D. Waiters),,92-93,,
0:16.0,D. Waiters makes free throw 1 of 1,1,93-93,,
0:16.0,,,93-93,,San Antonio full timeout
0:01.0,,,93-93,,K. Leonard misses 2-pt shot from 11 ft
0:00.0,,,93-93,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:42.0,,,93-93,,T. Parker misses 2-pt shot from 16 ft
4:42.0,Defensive rebound by D. Waiters,,93-93,,
4:31.0,E. Kanter misses 3-pt shot from 22 ft,,93-93,,
4:31.0,,,93-93,,Defensive rebound by D. Green
4:17.0,,,93-95,2,K. Leonard makes 2-pt shot from 8 ft
4:05.0,Shooting foul by B. Marjanovic (drawn by D. Waiters),,93-95,,
4:05.0,D. Waiters misses free throw 1 of 2,,93-95,,
4:05.0,Offensive rebound by Team,,93-95,,
4:05.0,D. Waiters makes free throw 2 of 2,1,94-95,,
3:46.0,,,94-95,,T. Duncan misses 2-pt shot from 1 ft (block by A. Roberson)
3:45.0,Defensive rebound by E. Kanter,,94-95,,
3:14.0,C. Payne makes 2-pt shot from 4 ft,2,96-95,,
3:00.0,,,96-97,2,K. Leonard makes 2-pt shot from 14 ft
2:58.0,,,96-97,,Personal foul by D. Green
2:58.0,,,96-97,,K. Anderson enters the game for D. Green
2:48.0,D. Waiters misses 3-pt shot from 25 ft,,96-97,,
2:47.0,,,96-97,,Defensive rebound by B. Marjanovic
2:23.0,,,96-97,,Shooting foul by C. Payne (drawn by T. Parker)
2:23.0,,,96-98,1,T. Parker makes free throw 1 of 2
2:23.0,,,96-98,,T. Parker misses free throw 2 of 2
2:22.0,Defensive rebound by E. Kanter,,96-98,,
2:22.0,Oklahoma City full timeout,,96-98,,
2:22.0,,,96-98,,D. West enters the game for T. Duncan
2:04.0,C. Payne misses 3-pt shot from 27 ft,,96-98,,
2:03.0,,,96-98,,Defensive rebound by K. Anderson
1:45.0,,,96-98,,Turnover by K. Leonard (lost ball; steal by A. Roberson)
1:34.0,D. Waiters misses 2-pt shot from 2 ft,,96-98,,
1:33.0,,,96-98,,Defensive rebound by K. Leonard
1:24.0,,,96-98,,T. Parker misses 2-pt shot from 6 ft
1:24.0,Defensive rebound by A. Roberson,,96-98,,
1:07.0,S. Adams makes 2-pt shot from 5 ft (assist by C. Payne),2,98-98,,
0:49.0,,,98-100,2,K. Leonard makes 2-pt shot from 15 ft
0:37.0,C. Payne misses 2-pt shot from 3 ft,,98-100,,
0:36.0,Offensive rebound by Team,,98-100,,
0:36.0,,,98-100,,Loose ball foul by D. West
0:18.0,D. Waiters misses 2-pt shot from 20 ft,,98-100,,
0:17.0,,,98-100,,Defensive rebound by B. Marjanovic
0:14.0,Personal take foul by C. Payne,,98-100,,
0:14.0,,,98-100,,T. Duncan enters the game for B. Marjanovic
0:12.0,Personal foul by C. Payne,,98-100,,
0:12.0,,,98-101,1,T. Parker makes free throw 1 of 2
0:12.0,,,98-102,1,T. Parker makes free throw 2 of 2
0:12.0,Oklahoma City full timeout,,98-102,,
0:12.0,,,98-102,,D. Green enters the game for T. Duncan
0:12.0,A. Morrow enters the game for A. Roberson,,98-102,,
0:10.0,Turnover by D. Waiters (bad pass),,98-102,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
