time,Phoenix,pts.away,score,pts.home,Golden State
4:41.0,Phoenix full timeout,,108-110,,
4:41.0,,,108-110,,S. Livingston enters the game for L. Barbosa
4:41.0,,,108-110,,H. Barnes enters the game for M. Speights
4:41.0,A. Len enters the game for C. Budinger,,108-110,,
4:21.0,A. Len misses 2-pt shot from 7 ft,,108-110,,
4:19.0,,,108-110,,Defensive rebound by H. Barnes
4:08.0,,,108-112,2,H. Barnes makes 2-pt shot at rim (assist by D. Green)
3:39.0,T. Chandler misses 2-pt shot from 9 ft,,108-112,,
3:39.0,,,108-112,,Defensive rebound by Team
3:31.0,,,108-115,3,S. Curry makes 3-pt shot from 25 ft
3:23.0,Phoenix full timeout,,108-115,,
3:23.0,P. Tucker enters the game for T. Chandler,,108-115,,
3:23.0,D. Booker enters the game for R. Price,,108-115,,
3:13.0,A. Len misses 2-pt shot from 4 ft,,108-115,,
3:12.0,,,108-115,,Defensive rebound by H. Barnes
2:54.0,,,108-117,2,D. Green makes 2-pt shot from 2 ft
2:44.0,B. Knight misses 3-pt shot from 26 ft,,108-117,,
2:43.0,,,108-117,,Defensive rebound by D. Green
2:31.0,,,108-117,,S. Curry misses 3-pt shot from 26 ft
2:30.0,,,108-117,,Offensive rebound by H. Barnes
2:17.0,,,108-117,,Shooting foul by B. Knight (drawn by S. Curry)
2:17.0,,,108-118,1,S. Curry makes free throw 1 of 2
2:17.0,,,108-119,1,S. Curry makes free throw 2 of 2
2:01.0,Shooting foul by H. Barnes (drawn by D. Booker),,108-119,,
2:01.0,D. Booker makes free throw 1 of 2,1,109-119,,
2:01.0,D. Booker makes free throw 2 of 2,1,110-119,,
1:45.0,,,110-119,,K. Thompson misses 3-pt shot from 26 ft
1:44.0,Defensive rebound by M. Teletovic,,110-119,,
1:37.0,Turnover by B. Knight (lost ball; steal by S. Livingston),,110-119,,
1:33.0,,,110-121,2,S. Livingston makes 2-pt shot at rim (assist by S. Curry)
1:33.0,Phoenix full timeout,,110-121,,
1:27.0,Shooting foul by K. Thompson (drawn by A. Len),,110-121,,
1:27.0,A. Len makes free throw 1 of 2,1,111-121,,
1:27.0,A. Len makes free throw 2 of 2,1,112-121,,
1:14.0,,,112-121,,Turnover by D. Green (bad pass)
1:08.0,B. Knight makes 2-pt shot from 1 ft,2,114-121,,
0:56.0,,,114-123,2,S. Curry makes 2-pt shot from 3 ft
0:46.0,M. Teletovic makes 2-pt shot from 18 ft (assist by B. Knight),2,116-123,,
0:27.0,,,116-123,,D. Green misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by P. Tucker,,116-123,,
0:20.0,M. Teletovic misses 3-pt shot from 25 ft,,116-123,,
0:19.0,,,116-123,,Defensive rebound by K. Thompson
0:18.0,Personal foul by P. Tucker,,116-123,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
